"Gene > Secondary Identifier","Gene > DB identifier","Gene > Organism . Name","Gene > Proteins > UniProt Accession","Gene > Proteins > UniProt Name"
"CG3455","FBgn0028685","Drosophila melanogaster","Q9W414","Q9W414_DROME"
"CG3481","FBgn0000055","Drosophila melanogaster","P00334","ADH_DROME"
"CG3481","FBgn0000055","Drosophila melanogaster","",""
"CG3499","FBgn0034792","Drosophila melanogaster","F3YDF1","F3YDF1_DROME"
"CG3499","FBgn0034792","Drosophila melanogaster","Q9W1Y0","Q9W1Y0_DROME"
"CG3499","FBgn0034792","Drosophila melanogaster","",""
"CG3501","FBgn0034791","Drosophila melanogaster","Q9W1Y1","EMC89_DROME"
"CG3539","FBgn0264978","Drosophila melanogaster","Q24179","SLY1_DROME"
"CG3539","FBgn0264978","Drosophila melanogaster","Q24179","SLY1_DROME"
"CG3539","FBgn0264978","Drosophila melanogaster","Q24179","SLY1_DROME"
"CG3539","FBgn0264978","Drosophila melanogaster","Q24179","SLY1_DROME"
"CG3539","FBgn0264978","Drosophila melanogaster","",""
"CG3560","FBgn0030733","Drosophila melanogaster","Q9VXI6","Q9VXI6_DROME"
"CG3564","FBgn0029709","Drosophila melanogaster","Q9W4K0","Q9W4K0_DROME"
"CG3566","FBgn0029854","Drosophila melanogaster","M9NEX3","M9NEX3_DROME"
"CG3566","FBgn0029854","Drosophila melanogaster","Q8IRR0","Q8IRR0_DROME"
"CG3566","FBgn0029854","Drosophila melanogaster","Q8SY77","Q8SY77_DROME"
"CG3576","FBgn0040918","Drosophila melanogaster","Q9W423","Q9W423_DROME"
"CG3595","FBgn0003514","Drosophila melanogaster","P40423","SQH_DROME"
"CG3612","FBgn0011211","Drosophila melanogaster","P35381","ATPA_DROME"
"CG3615","FBgn0034110","Drosophila melanogaster","Q7JQL5","Q7JQL5_DROME"
"CG3615","FBgn0034110","Drosophila melanogaster","Q961S5","Q961S5_DROME"
"CG3615","FBgn0034110","Drosophila melanogaster","",""
"CG3624","FBgn0034724","Drosophila melanogaster","Q9W258","Q9W258_DROME"
"CG3625","FBgn0031245","Drosophila melanogaster","A8DYS6","A8DYS6_DROME"
"CG3625","FBgn0031245","Drosophila melanogaster","Q9VPN0","Q9VPN0_DROME"
"CG3625","FBgn0031245","Drosophila melanogaster","Q9VPN1","Q9VPN1_DROME"
"CG3638","FBgn0261444","Drosophila melanogaster","M9NEN6","M9NEN6_DROME"
"CG3638","FBgn0261444","Drosophila melanogaster","M9PGE0","M9PGE0_DROME"
"CG3638","FBgn0261444","Drosophila melanogaster","Q8MRZ6","Q8MRZ6_DROME"
"CG3638","FBgn0261444","Drosophila melanogaster","Q9W5A5","TTY2_DROME"
"CG3638","FBgn0261444","Drosophila melanogaster","Q9W5A5","TTY2_DROME"
"CG3638","FBgn0261444","Drosophila melanogaster","Q9W5A5","TTY2_DROME"
"CG3638","FBgn0261444","Drosophila melanogaster","",""
"CG3638","FBgn0261444","Drosophila melanogaster","",""
"CG3644","FBgn0000181","Drosophila melanogaster","Q7KM15","Q7KM15_DROME"
"CG3644","FBgn0000181","Drosophila melanogaster","Q9U9Q7","Q9U9Q7_DROME"
"CG3655","FBgn0040397","Drosophila melanogaster","M9PGK1","M9PGK1_DROME"
"CG3655","FBgn0040397","Drosophila melanogaster","Q9V3U1","Q9V3U1_DROME"
"CG3661","FBgn0010078","Drosophila melanogaster","P48159","RL23_DROME"
"CG3664","FBgn0014010","Drosophila melanogaster","Q9V3I2","Q9V3I2_DROME"
"CG3665","FBgn0000635","Drosophila melanogaster","M9PGF6","M9PGF6_DROME"
"CG3665","FBgn0000635","Drosophila melanogaster","M9PJ19","M9PJ19_DROME"
"CG3665","FBgn0000635","Drosophila melanogaster","P34082","FAS2_DROME"
"CG3665","FBgn0000635","Drosophila melanogaster","P34082","FAS2_DROME"
"CG3665","FBgn0000635","Drosophila melanogaster","P34082","FAS2_DROME"
"CG3665","FBgn0000635","Drosophila melanogaster","",""
"CG3665","FBgn0000635","Drosophila melanogaster","",""
"CG3665","FBgn0000635","Drosophila melanogaster","",""
"CG3665","FBgn0000635","Drosophila melanogaster","",""
"CG3702","FBgn0031590","Drosophila melanogaster","Q9VQX6","Q9VQX6_DROME"
"CG3722","FBgn0003391","Drosophila melanogaster","Q24298","CADE_DROME"
"CG3725","FBgn0263006","Drosophila melanogaster","P22700","ATC1_DROME"
"CG3725","FBgn0263006","Drosophila melanogaster","P22700","ATC1_DROME"
"CG3725","FBgn0263006","Drosophila melanogaster","Q95SB1","Q95SB1_DROME"
"CG3725","FBgn0263006","Drosophila melanogaster","",""
"CG3725","FBgn0263006","Drosophila melanogaster","",""
"CG3731","FBgn0038271","Drosophila melanogaster","Q9VFF0","Q9VFF0_DROME"
"CG3747","FBgn0026439","Drosophila melanogaster","O77062","O77062_DROME"
"CG3747","FBgn0026439","Drosophila melanogaster","Q5BIC0","Q5BIC0_DROME"
"CG3751","FBgn0261596","Drosophila melanogaster","Q9W229","Q9W229_DROME"
"CG3752","FBgn0012036","Drosophila melanogaster","Q9VLC5","Q9VLC5_DROME"
"CG3760","FBgn0022343","Drosophila melanogaster","H0RNI8","H0RNI8_DROME"
"CG3760","FBgn0022343","Drosophila melanogaster","Q8MMC4","CDV3_DROME"
"CG3760","FBgn0022343","Drosophila melanogaster","Q8MMC4","CDV3_DROME"
"CG3760","FBgn0022343","Drosophila melanogaster","",""
"CG3762","FBgn0263598","Drosophila melanogaster","Q27331","VATA2_DROME"
"CG3774","FBgn0029849","Drosophila melanogaster","Q9W429","S35B4_DROME"
"CG3792","FBgn0031662","Drosophila melanogaster","Q9VMW8","MPU1_DROME"
"CG3800","FBgn0034802","Drosophila melanogaster","Q8T8R1","Y3800_DROME"
"CG3842","FBgn0029866","Drosophila melanogaster","Q9W404","Q9W404_DROME"
"CG3845","FBgn0010488","Drosophila melanogaster","Q0E996","Q0E996_DROME"
"CG3845","FBgn0010488","Drosophila melanogaster","",""
"CG3861","FBgn0261955","Drosophila melanogaster","Q8T9J9","Q8T9J9_DROME"
"CG3861","FBgn0261955","Drosophila melanogaster","Q9W401","CISY_DROME"
"CG3861","FBgn0261955","Drosophila melanogaster","Q9W401","CISY_DROME"
"CG3861","FBgn0261955","Drosophila melanogaster","",""
"CG3887","FBgn0031670","Drosophila melanogaster","Q9VMV6","SELT_DROME"
"CG3902","FBgn0036824","Drosophila melanogaster","Q95U46","Q95U46_DROME"
"CG3902","FBgn0036824","Drosophila melanogaster","Q9VVU1","Q9VVU1_DROME"
"CG3921","FBgn0031571","Drosophila melanogaster","M9NDE3","M9NDE3_DROME"
"CG3921","FBgn0031571","Drosophila melanogaster","Q9VQV1","Q9VQV1_DROME"
"CG3922","FBgn0005533","Drosophila melanogaster","P17704","RS17_DROME"
"CG3944","FBgn0017567","Drosophila melanogaster","Q8SZF2","Q8SZF2_DROME"
"CG3944","FBgn0017567","Drosophila melanogaster","Q9VF27","Q9VF27_DROME"
"CG3949","FBgn0015393","Drosophila melanogaster","Q9U3Z7","NH2L1_DROME"
"CG3971","FBgn0260960","Drosophila melanogaster","Q95T92","Q95T92_DROME"
"CG3971","FBgn0260960","Drosophila melanogaster","Q9VV87","Q9VV87_DROME"
"CG3979","FBgn0036816","Drosophila melanogaster","E1JI19","E1JI19_DROME"
"CG3979","FBgn0036816","Drosophila melanogaster","Q9VVT2","INDY1_DROME"
"CG3979","FBgn0036816","Drosophila melanogaster","Q9VVT2","INDY1_DROME"
"CG3991","FBgn0020370","Drosophila melanogaster","Q9V6K1","TPP2_DROME"
"CG3991","FBgn0020370","Drosophila melanogaster","Q9V6K1","TPP2_DROME"
"CG3991","FBgn0020370","Drosophila melanogaster","",""
"CG3991","FBgn0020370","Drosophila melanogaster","",""
"CG4001","FBgn0003071","Drosophila melanogaster","C7LA80","C7LA80_DROME"
"CG4001","FBgn0003071","Drosophila melanogaster","P52034","K6PF_DROME"
"CG4001","FBgn0003071","Drosophila melanogaster","P52034","K6PF_DROME"
"CG4001","FBgn0003071","Drosophila melanogaster","P52034","K6PF_DROME"
"CG4001","FBgn0003071","Drosophila melanogaster","",""
"CG4001","FBgn0003071","Drosophila melanogaster","",""
"CG4001","FBgn0003071","Drosophila melanogaster","",""
"CG4003","FBgn0040078","Drosophila melanogaster","Q9VH07","RUVB1_DROME"
"CG4008","FBgn0025117","Drosophila melanogaster","O61540","O61540_DROME"
"CG4008","FBgn0025117","Drosophila melanogaster","Q9VL89","Q9VL89_DROME"
"CG4016","FBgn0086532","Drosophila melanogaster","Q6NR46","Q6NR46_DROME"
"CG4046","FBgn0034743","Drosophila melanogaster","Q9W237","RS16_DROME"
"CG4083","FBgn0017572","Drosophila melanogaster","P91891","MO25_DROME"
"CG4084","FBgn0011297","Drosophila melanogaster","C4IXX8","C4IXX8_DROME"
"CG4084","FBgn0011297","Drosophila melanogaster","P82149","NT53_DROME"
"CG4084","FBgn0011297","Drosophila melanogaster","Q27333","NT56_DROME"
"CG4087","FBgn0002593","Drosophila melanogaster","P08570","RLA1_DROME"
"CG4089","FBgn0037838","Drosophila melanogaster","Q9VGW2","Q9VGW2_DROME"
"CG4094","FBgn0028336","Drosophila melanogaster","Q8IRQ5","Q8IRQ5_DROME"
"CG4094","FBgn0028336","Drosophila melanogaster","Q8SXM1","Q8SXM1_DROME"
"CG4094","FBgn0028336","Drosophila melanogaster","Q9W3X6","Q9W3X6_DROME"
"CG4105","FBgn0015035","Drosophila melanogaster","Q9VL92","CP4E3_DROME"
"CG4109","FBgn0036643","Drosophila melanogaster","Q9VV76","Q9VV76_DROME"
"CG4111","FBgn0029785","Drosophila melanogaster","Q8MT59","Q8MT59_DROME"
"CG4111","FBgn0029785","Drosophila melanogaster","Q9W499","Q9W499_DROME"
"CG4115","FBgn0038017","Drosophila melanogaster","Q9VGA3","Q9VGA3_DROME"
"CG4122","FBgn0004648","Drosophila melanogaster","D3DME3","D3DME3_DROME"
"CG4122","FBgn0004648","Drosophila melanogaster","P42787","CBPD_DROME"
"CG4122","FBgn0004648","Drosophila melanogaster","P42787","CBPD_DROME"
"CG4122","FBgn0004648","Drosophila melanogaster","P42787","CBPD_DROME"
"CG4122","FBgn0004648","Drosophila melanogaster","P42787","CBPD_DROME"
"CG4122","FBgn0004648","Drosophila melanogaster","P42787","CBPD_DROME"
"CG4122","FBgn0004648","Drosophila melanogaster","P42787","CBPD_DROME"
"CG4122","FBgn0004648","Drosophila melanogaster","P42787","CBPD_DROME"
"CG4122","FBgn0004648","Drosophila melanogaster","P42787","CBPD_DROME"
"CG4122","FBgn0004648","Drosophila melanogaster","Q6AWJ5","Q6AWJ5_DROME"
"CG4122","FBgn0004648","Drosophila melanogaster","",""
"CG4122","FBgn0004648","Drosophila melanogaster","",""
"CG4122","FBgn0004648","Drosophila melanogaster","",""
"CG4122","FBgn0004648","Drosophila melanogaster","",""
"CG4122","FBgn0004648","Drosophila melanogaster","",""
"CG4122","FBgn0004648","Drosophila melanogaster","",""
"CG4123","FBgn0026061","Drosophila melanogaster","O96421","O96421_DROME"
"CG4123","FBgn0026061","Drosophila melanogaster","Q8T3I2","Q8T3I2_DROME"
"CG4123","FBgn0026061","Drosophila melanogaster","Q9VV72","Q9VV72_DROME"
"CG4125","FBgn0003285","Drosophila melanogaster","Q08180","ICCR_DROME"
"CG4143","FBgn0262732","Drosophila melanogaster","M9PFR6","M9PFR6_DROME"
"CG4143","FBgn0262732","Drosophila melanogaster","Q9XZ03","Q9XZ03_DROME"
"CG4147","FBgn0001218","Drosophila melanogaster","P29844","HSP7C_DROME"
"CG4153","FBgn0004926","Drosophila melanogaster","P41375","IF2B_DROME"
"CG4157","FBgn0028693","Drosophila melanogaster","Q9V436","Q9V436_DROME"
"CG4162","FBgn0002524","Drosophila melanogaster","Q9U912","Q9U912_DROME"
"CG4162","FBgn0002524","Drosophila melanogaster","Q9V3F2","Q9V3F2_DROME"
"CG4164","FBgn0031256","Drosophila melanogaster","Q9VPQ2","Q9VPQ2_DROME"
"CG4169","FBgn0250814","Drosophila melanogaster","Q9VV75","Q9VV75_DROME"
"CG4170","FBgn0024183","Drosophila melanogaster","Q9V426","Q9V426_DROME"
"CG4173","FBgn0014029","Drosophila melanogaster","P54359","SEPT2_DROME"
"CG4173","FBgn0014029","Drosophila melanogaster","",""
"CG4183","FBgn0001225","Drosophila melanogaster","P02517","HSP26_DROME"
"CG4212","FBgn0015791","Drosophila melanogaster","O18336","O18336_DROME"
"CG4212","FBgn0015791","Drosophila melanogaster","Q86BK7","Q86BK7_DROME"
"CG4212","FBgn0015791","Drosophila melanogaster","Q86BK8","Q86BK8_DROME"
"CG4212","FBgn0015791","Drosophila melanogaster","Q8T046","Q8T046_DROME"
"CG4214","FBgn0011708","Drosophila melanogaster","Q24509","STX5_DROME"
"CG4217","FBgn0038805","Drosophila melanogaster","Q86BR8","Q86BR8_DROME"
"CG4217","FBgn0038805","Drosophila melanogaster","Q9VDL2","Q9VDL2_DROME"
"CG4225","FBgn0038376","Drosophila melanogaster","Q9VF20","Q9VF20_DROME"
"CG42258","FBgn0259143","Drosophila melanogaster","Q8SWS2","Q8SWS2_DROME"
"CG42258","FBgn0259143","Drosophila melanogaster","Q9VYM7","Q9VYM7_DROME"
"CG42258","FBgn0259143","Drosophila melanogaster","",""
"CG42275","FBgn0259170","Drosophila melanogaster","P53624","MA121_DROME"
"CG42275","FBgn0259170","Drosophila melanogaster","P53625","MA122_DROME"
"CG42275","FBgn0259170","Drosophila melanogaster","Q8IRL4","Q8IRL4_DROME"
"CG42309","FBgn0259209","Drosophila melanogaster","B7YZP9","B7YZP9_DROME"
"CG42309","FBgn0259209","Drosophila melanogaster","P53777","MLP1_DROME"
"CG42314","FBgn0259214","Drosophila melanogaster","E6EK15","E6EK15_DROME"
"CG42314","FBgn0259214","Drosophila melanogaster","E6EK17","E6EK17_DROME"
"CG42314","FBgn0259214","Drosophila melanogaster","E6EK18","E6EK18_DROME"
"CG42314","FBgn0259214","Drosophila melanogaster","Q59DP8","Q59DP8_DROME"
"CG42314","FBgn0259214","Drosophila melanogaster","Q59DP9","Q59DP9_DROME"
"CG42314","FBgn0259214","Drosophila melanogaster","Q59DQ0","Q59DQ0_DROME"
"CG42314","FBgn0259214","Drosophila melanogaster","Q9V4C7","Q9V4C7_DROME"
"CG4233","FBgn0001125","Drosophila melanogaster","Q8IPY3","Q8IPY3_DROME"
"CG4233","FBgn0001125","Drosophila melanogaster","Q8T0M9","Q8T0M9_DROME"
"CG4233","FBgn0001125","Drosophila melanogaster","Q9VQ61","Q9VQ61_DROME"
"CG42351","FBgn0259682","Drosophila melanogaster","B7YZK4","B7YZK4_DROME"
"CG42351","FBgn0259682","Drosophila melanogaster","B7YZK5","B7YZK5_DROME"
"CG42351","FBgn0259682","Drosophila melanogaster","B7YZK6","B7YZK6_DROME"
"CG42351","FBgn0259682","Drosophila melanogaster","Q7K1Q6","Q7K1Q6_DROME"
"CG42351","FBgn0259682","Drosophila melanogaster","",""
"CG42351","FBgn0259682","Drosophila melanogaster","",""
"CG42351","FBgn0259682","Drosophila melanogaster","",""
"CG42389","FBgn0259735","Drosophila melanogaster","B7YZW3","B7YZW3_DROME"
"CG42389","FBgn0259735","Drosophila melanogaster","M9PD19","M9PD19_DROME"
"CG42389","FBgn0259735","Drosophila melanogaster","Q4V4Z9","Q4V4Z9_DROME"
"CG42389","FBgn0259735","Drosophila melanogaster","Q9VJJ8","Q9VJJ8_DROME"
"CG42389","FBgn0259735","Drosophila melanogaster","Q9VJJ9","Q9VJJ9_DROME"
"CG4239","FBgn0030745","Drosophila melanogaster","Q9VXG9","Q9VXG9_DROME"
"CG4254","FBgn0011726","Drosophila melanogaster","P45594","CADF_DROME"
"CG42555","FBgn0261671","Drosophila melanogaster","M9MRK7","M9MRK7_DROME"
"CG42555","FBgn0261671","Drosophila melanogaster","M9MRP6","M9MRP6_DROME"
"CG42555","FBgn0261671","Drosophila melanogaster","M9MRV1","M9MRV1_DROME"
"CG42555","FBgn0261671","Drosophila melanogaster","M9MSI8","M9MSI8_DROME"
"CG42555","FBgn0261671","Drosophila melanogaster","Q8T620","Q8T620_DROME"
"CG42555","FBgn0261671","Drosophila melanogaster","",""
"CG42555","FBgn0261671","Drosophila melanogaster","",""
"CG4260","FBgn0264855","Drosophila melanogaster","E8NH12","E8NH12_DROME"
"CG4260","FBgn0264855","Drosophila melanogaster","P91926","AP2A_DROME"
"CG4260","FBgn0264855","Drosophila melanogaster","P91926","AP2A_DROME"
"CG42611","FBgn0261260","Drosophila melanogaster","A8JTM7","A8JTM7_DROME"
"CG42611","FBgn0261260","Drosophila melanogaster","A8JUM7","A8JUM7_DROME"
"CG42611","FBgn0261260","Drosophila melanogaster","Q95SN5","Q95SN5_DROME"
"CG4262","FBgn0260400","Drosophila melanogaster","P16914","ELAV_DROME"
"CG4262","FBgn0260400","Drosophila melanogaster","P16914","ELAV_DROME"
"CG4262","FBgn0260400","Drosophila melanogaster","",""
"CG4264","FBgn0001219","Drosophila melanogaster","P11147","HSP7D_DROME"
"CG42672","FBgn0261554","Drosophila melanogaster","B7YZM3","B7YZM3_DROME"
"CG42672","FBgn0261554","Drosophila melanogaster","B7YZM5","B7YZM5_DROME"
"CG42672","FBgn0261554","Drosophila melanogaster","B7YZM6","B7YZM6_DROME"
"CG42672","FBgn0261554","Drosophila melanogaster","B7YZM7","B7YZM7_DROME"
"CG42672","FBgn0261554","Drosophila melanogaster","E1JGQ4","E1JGQ4_DROME"
"CG42672","FBgn0261554","Drosophila melanogaster","Q7KVP5","Q7KVP5_DROME"
"CG42672","FBgn0261554","Drosophila melanogaster","Q7KVP6","Q7KVP6_DROME"
"CG42672","FBgn0261554","Drosophila melanogaster","Q7YU92","Q7YU92_DROME"
"CG42672","FBgn0261554","Drosophila melanogaster","Q9W2I0","Q9W2I0_DROME"
"CG42672","FBgn0261554","Drosophila melanogaster","",""
"CG42672","FBgn0261554","Drosophila melanogaster","",""
"CG42672","FBgn0261554","Drosophila melanogaster","",""
"CG42672","FBgn0261554","Drosophila melanogaster","",""
"CG42672","FBgn0261554","Drosophila melanogaster","",""
"CG42672","FBgn0261554","Drosophila melanogaster","",""
"CG42677","FBgn0261563","Drosophila melanogaster","M9MRU0","M9MRU0_DROME"
"CG42677","FBgn0261563","Drosophila melanogaster","Q8IP51","Q8IP51_DROME"
"CG42677","FBgn0261563","Drosophila melanogaster","Q9XZC9","Q9XZC9_DROME"
"CG42677","FBgn0261563","Drosophila melanogaster","",""
"CG42678","FBgn0261564","Drosophila melanogaster","A8DYN0","A8DYN0_DROME"
"CG42678","FBgn0261564","Drosophila melanogaster","Q7JRH2","Q7JRH2_DROME"
"CG42678","FBgn0261564","Drosophila melanogaster","Q8SX60","Q8SX60_DROME"
"CG42678","FBgn0261564","Drosophila melanogaster","Q8T0K4","Q8T0K4_DROME"
"CG42678","FBgn0261564","Drosophila melanogaster","Q9W1X3","Q9W1X3_DROME"
"CG42678","FBgn0261564","Drosophila melanogaster","",""
"CG42678","FBgn0261564","Drosophila melanogaster","",""
"CG42678","FBgn0261564","Drosophila melanogaster","",""
"CG42678","FBgn0261564","Drosophila melanogaster","",""
"CG42734","FBgn0261788","Drosophila melanogaster","A8JNM4","A8JNM4_DROME"
"CG42734","FBgn0261788","Drosophila melanogaster","A8JNM5","A8JNM5_DROME"
"CG42734","FBgn0261788","Drosophila melanogaster","A8JNM6","A8JNM6_DROME"
"CG42734","FBgn0261788","Drosophila melanogaster","A8JNM7","A8JNM7_DROME"
"CG42734","FBgn0261788","Drosophila melanogaster","M9MRR4","M9MRR4_DROME"
"CG42734","FBgn0261788","Drosophila melanogaster","M9MRS5","M9MRS5_DROME"
"CG42734","FBgn0261788","Drosophila melanogaster","M9MRX1","M9MRX1_DROME"
"CG42734","FBgn0261788","Drosophila melanogaster","M9MRX4","M9MRX4_DROME"
"CG42734","FBgn0261788","Drosophila melanogaster","M9MS19","M9MS19_DROME"
"CG42734","FBgn0261788","Drosophila melanogaster","M9MSK6","M9MSK6_DROME"
"CG42734","FBgn0261788","Drosophila melanogaster","M9PBV0","M9PBV0_DROME"
"CG42734","FBgn0261788","Drosophila melanogaster","M9PEN3","M9PEN3_DROME"
"CG42734","FBgn0261788","Drosophila melanogaster","M9PHP8","M9PHP8_DROME"
"CG42734","FBgn0261788","Drosophila melanogaster","Q3KN55","Q3KN55_DROME"
"CG42734","FBgn0261788","Drosophila melanogaster","Q7KIS5","Q7KIS5_DROME"
"CG42734","FBgn0261788","Drosophila melanogaster","Q7KU92","Q7KU92_DROME"
"CG42734","FBgn0261788","Drosophila melanogaster","Q7KU95","Q7KU95_DROME"
"CG42734","FBgn0261788","Drosophila melanogaster","Q8SWY2","Q8SWY2_DROME"
"CG42734","FBgn0261788","Drosophila melanogaster","Q9I7Q8","Q9I7Q8_DROME"
"CG42734","FBgn0261788","Drosophila melanogaster","Q9NCP8","Q9NCP8_DROME"
"CG4276","FBgn0029095","Drosophila melanogaster","Q8IPW1","Q8IPW1_DROME"
"CG4276","FBgn0029095","Drosophila melanogaster","Q8T8Q9","Q8T8Q9_DROME"
"CG4276","FBgn0029095","Drosophila melanogaster","Q9U3Z9","Q9U3Z9_DROME"
"CG4276","FBgn0029095","Drosophila melanogaster","Q9VPU7","Q9VPU7_DROME"
"CG4280","FBgn0015924","Drosophila melanogaster","A4UZX7","A4UZX7_DROME"
"CG4280","FBgn0015924","Drosophila melanogaster","Q27367","CRQ_DROME"
"CG4280","FBgn0015924","Drosophila melanogaster","Q8SZG1","Q8SZG1_DROME"
"CG4293","FBgn0024983","Drosophila melanogaster","M9PGB8","M9PGB8_DROME"
"CG4293","FBgn0024983","Drosophila melanogaster","O76896","O76896_DROME"
"CG4302","FBgn0027073","Drosophila melanogaster","Q9W2J4","Q9W2J4_DROME"
"CG4307","FBgn0016691","Drosophila melanogaster","Q24439","ATPO_DROME"
"CG4307","FBgn0016691","Drosophila melanogaster","Q8INE6","Q8INE6_DROME"
"CG43078","FBgn0262508","Drosophila melanogaster","E1JI71","E1JI71_DROME"
"CG43078","FBgn0262508","Drosophila melanogaster","M9ND64","M9ND64_DROME"
"CG43078","FBgn0262508","Drosophila melanogaster","M9NE59","M9NE59_DROME"
"CG43078","FBgn0262508","Drosophila melanogaster","M9NF47","M9NF47_DROME"
"CG43078","FBgn0262508","Drosophila melanogaster","M9NFP8","M9NFP8_DROME"
"CG43078","FBgn0262508","Drosophila melanogaster","M9PBX1","M9PBX1_DROME"
"CG43078","FBgn0262508","Drosophila melanogaster","M9PET1","M9PET1_DROME"
"CG43078","FBgn0262508","Drosophila melanogaster","M9PHT9","M9PHT9_DROME"
"CG43078","FBgn0262508","Drosophila melanogaster","Q5BHY8","Q5BHY8_DROME"
"CG43078","FBgn0262508","Drosophila melanogaster","Q7YTY0","Q7YTY0_DROME"
"CG43078","FBgn0262508","Drosophila melanogaster","Q8MZ46","Q8MZ46_DROME"
"CG43078","FBgn0262508","Drosophila melanogaster","Q95RZ5","Q95RZ5_DROME"
"CG43078","FBgn0262508","Drosophila melanogaster","Q9VSM0","Q9VSM0_DROME"
"CG43078","FBgn0262508","Drosophila melanogaster","Q9VSM1","Q9VSM1_DROME"
"CG43078","FBgn0262508","Drosophila melanogaster","Q9VSM2","Q9VSM2_DROME"
"CG43140","FBgn0262614","Drosophila melanogaster","A8JQV7","A8JQV7_DROME"
"CG43140","FBgn0262614","Drosophila melanogaster","A8JQV8","A8JQV8_DROME"
"CG43140","FBgn0262614","Drosophila melanogaster","B7Z0U1","B7Z0U1_DROME"
"CG43140","FBgn0262614","Drosophila melanogaster","Q7K4E2","Q7K4E2_DROME"
"CG43140","FBgn0262614","Drosophila melanogaster","Q8INQ0","Q8INQ0_DROME"
"CG43140","FBgn0262614","Drosophila melanogaster","Q8MQQ3","Q8MQQ3_DROME"
"CG43140","FBgn0262614","Drosophila melanogaster","Q94880","Q94880_DROME"
"CG43140","FBgn0262614","Drosophila melanogaster","Q95RX8","Q95RX8_DROME"
"CG43140","FBgn0262614","Drosophila melanogaster","Q9VHK1","Q9VHK1_DROME"
"CG43140","FBgn0262614","Drosophila melanogaster","Q9VHK2","Q9VHK2_DROME"
"CG43140","FBgn0262614","Drosophila melanogaster","Q9VHK3","Q9VHK3_DROME"
"CG43140","FBgn0262614","Drosophila melanogaster","Q9VHK4","Q9VHK4_DROME"
"CG43140","FBgn0262614","Drosophila melanogaster","",""
"CG43140","FBgn0262614","Drosophila melanogaster","",""
"CG43164","FBgn0262720","Drosophila melanogaster","A1ZAU2","A1ZAU2_DROME"
"CG43164","FBgn0262720","Drosophila melanogaster","C3KGN2","C3KGN2_DROME"
"CG43164","FBgn0262720","Drosophila melanogaster","O16054","O16054_DROME"
"CG43164","FBgn0262720","Drosophila melanogaster","Q7K140","Q7K140_DROME"
"CG43164","FBgn0262720","Drosophila melanogaster","",""
"CG43164","FBgn0262720","Drosophila melanogaster","",""
"CG4317","FBgn0026060","Drosophila melanogaster","O96420","O96420_DROME"
"CG4317","FBgn0026060","Drosophila melanogaster","Q9W438","Q9W438_DROME"
"CG4332","FBgn0030456","Drosophila melanogaster","Q9VYG3","Q9VYG3_DROME"
"CG4337","FBgn0010438","Drosophila melanogaster","P54622","SSBP_DROME"
"CG43398","FBgn0263289","Drosophila melanogaster","E1JIZ0","E1JIZ0_DROME"
"CG43398","FBgn0263289","Drosophila melanogaster","E1JIZ1","E1JIZ1_DROME"
"CG43398","FBgn0263289","Drosophila melanogaster","E1JIZ2","E1JIZ2_DROME"
"CG43398","FBgn0263289","Drosophila melanogaster","Q7KRY7","LAP4_DROME"
"CG43398","FBgn0263289","Drosophila melanogaster","Q7KRY7","LAP4_DROME"
"CG43398","FBgn0263289","Drosophila melanogaster","Q7KRY7","LAP4_DROME"
"CG43398","FBgn0263289","Drosophila melanogaster","Q7KRY7","LAP4_DROME"
"CG43398","FBgn0263289","Drosophila melanogaster","Q7KRY7","LAP4_DROME"
"CG43398","FBgn0263289","Drosophila melanogaster","Q7KRY7","LAP4_DROME"
"CG43398","FBgn0263289","Drosophila melanogaster","Q7KRY7","LAP4_DROME"
"CG43398","FBgn0263289","Drosophila melanogaster","Q7KRY7","LAP4_DROME"
"CG43398","FBgn0263289","Drosophila melanogaster","Q7KRY7","LAP4_DROME"
"CG43398","FBgn0263289","Drosophila melanogaster","Q7KRY7","LAP4_DROME"
"CG43398","FBgn0263289","Drosophila melanogaster","Q8IMR7","Q8IMR7_DROME"
"CG43398","FBgn0263289","Drosophila melanogaster","Q95SR1","Q95SR1_DROME"
"CG43398","FBgn0263289","Drosophila melanogaster","",""
"CG43398","FBgn0263289","Drosophila melanogaster","",""
"CG43398","FBgn0263289","Drosophila melanogaster","",""
"CG43398","FBgn0263289","Drosophila melanogaster","",""
"CG43398","FBgn0263289","Drosophila melanogaster","",""
"CG43398","FBgn0263289","Drosophila melanogaster","",""
"CG43398","FBgn0263289","Drosophila melanogaster","",""
"CG43398","FBgn0263289","Drosophila melanogaster","",""
"CG43398","FBgn0263289","Drosophila melanogaster","",""
"CG43398","FBgn0263289","Drosophila melanogaster","",""
"CG43398","FBgn0263289","Drosophila melanogaster","",""
"CG43398","FBgn0263289","Drosophila melanogaster","",""
"CG43398","FBgn0263289","Drosophila melanogaster","",""
"CG43443","FBgn0263391","Drosophila melanogaster","A8DYJ2","A8DYJ2_DROME"
"CG43443","FBgn0263391","Drosophila melanogaster","Q02645","HTS_DROME"
"CG43443","FBgn0263391","Drosophila melanogaster","Q02645","HTS_DROME"
"CG43443","FBgn0263391","Drosophila melanogaster","Q02645","HTS_DROME"
"CG43443","FBgn0263391","Drosophila melanogaster","Q02645","HTS_DROME"
"CG43443","FBgn0263391","Drosophila melanogaster","",""
