"Gene > Secondary Identifier","Gene > DB identifier","Gene > Organism . Name","Gene > Proteins > UniProt Accession","Gene > Proteins > UniProt Name"
"CG43443","FBgn0263391","Drosophila melanogaster","",""
"CG43443","FBgn0263391","Drosophila melanogaster","",""
"CG43443","FBgn0263391","Drosophila melanogaster","",""
"CG43443","FBgn0263391","Drosophila melanogaster","",""
"CG43443","FBgn0263391","Drosophila melanogaster","",""
"CG4357","FBgn0036279","Drosophila melanogaster","M9PCA7","M9PCA7_DROME"
"CG4357","FBgn0036279","Drosophila melanogaster","M9PI37","M9PI37_DROME"
"CG4357","FBgn0036279","Drosophila melanogaster","Q9VTW8","Q9VTW8_DROME"
"CG4365","FBgn0037024","Drosophila melanogaster","Q8IPU3","Q8IPU3_DROME"
"CG4365","FBgn0037024","Drosophila melanogaster","Q9I7P8","Q9I7P8_DROME"
"CG4365","FBgn0037024","Drosophila melanogaster","Q9VPB3","Q9VPB3_DROME"
"CG43664","FBgn0263755","Drosophila melanogaster","I0DHL3","I0DHL3_DROME"
"CG43664","FBgn0263755","Drosophila melanogaster","P45975","SUV39_DROME"
"CG43664","FBgn0263755","Drosophila melanogaster","Q24208","IF2G_DROME"
"CG43664","FBgn0263755","Drosophila melanogaster","Q24208","IF2G_DROME"
"CG43758","FBgn0264089","Drosophila melanogaster","A1ZA58","A1ZA58_DROME"
"CG43758","FBgn0264089","Drosophila melanogaster","P24014","SLIT_DROME"
"CG43758","FBgn0264089","Drosophila melanogaster","P24014","SLIT_DROME"
"CG43758","FBgn0264089","Drosophila melanogaster","P24014","SLIT_DROME"
"CG43758","FBgn0264089","Drosophila melanogaster","",""
"CG43758","FBgn0264089","Drosophila melanogaster","",""
"CG43758","FBgn0264089","Drosophila melanogaster","",""
"CG4376","FBgn0000667","Drosophila melanogaster","F0JAG6","F0JAG6_DROME"
"CG4376","FBgn0000667","Drosophila melanogaster","M9MS06","M9MS06_DROME"
"CG4376","FBgn0000667","Drosophila melanogaster","M9PGA7","M9PGA7_DROME"
"CG4376","FBgn0000667","Drosophila melanogaster","P18091","ACTN_DROME"
"CG4376","FBgn0000667","Drosophila melanogaster","P18091","ACTN_DROME"
"CG4376","FBgn0000667","Drosophila melanogaster","P18091","ACTN_DROME"
"CG4376","FBgn0000667","Drosophila melanogaster","P18091","ACTN_DROME"
"CG4376","FBgn0000667","Drosophila melanogaster","P18091","ACTN_DROME"
"CG4376","FBgn0000667","Drosophila melanogaster","",""
"CG43782","FBgn0264307","Drosophila melanogaster","Q9VSR3","ORB2_DROME"
"CG43782","FBgn0264307","Drosophila melanogaster","",""
"CG4389","FBgn0028479","Drosophila melanogaster","Q8IPE8","Q8IPE8_DROME"
"CG4389","FBgn0028479","Drosophila melanogaster","Q9V397","Q9V397_DROME"
"CG4406","FBgn0023545","Drosophila melanogaster","Q8T4E1","GPI8_DROME"
"CG4408","FBgn0039073","Drosophila melanogaster","Q7JVX3","Q7JVX3_DROME"
"CG4408","FBgn0039073","Drosophila melanogaster","Q9VCM8","Q9VCM8_DROME"
"CG4412","FBgn0016119","Drosophila melanogaster","Q24407","ATP5J_DROME"
"CG44122","FBgn0264953","Drosophila melanogaster","E1JHB4","E1JHB4_DROME"
"CG44122","FBgn0264953","Drosophila melanogaster","M9MRE5","M9MRE5_DROME"
"CG44122","FBgn0264953","Drosophila melanogaster","M9MSG8","M9MSG8_DROME"
"CG44122","FBgn0264953","Drosophila melanogaster","M9PB69","M9PB69_DROME"
"CG44122","FBgn0264953","Drosophila melanogaster","M9PCC7","M9PCC7_DROME"
"CG44122","FBgn0264953","Drosophila melanogaster","M9PCW8","M9PCW8_DROME"
"CG44122","FBgn0264953","Drosophila melanogaster","M9PF50","M9PF50_DROME"
"CG44122","FBgn0264953","Drosophila melanogaster","Q0E8L0","Q0E8L0_DROME"
"CG44122","FBgn0264953","Drosophila melanogaster","Q8IPG4","Q8IPG4_DROME"
"CG44122","FBgn0264953","Drosophila melanogaster","Q9VLS3","Q9VLS3_DROME"
"CG44128","FBgn0264959","Drosophila melanogaster","A1Z6I9","A1Z6I9_DROME"
"CG44128","FBgn0264959","Drosophila melanogaster","Q5U175","Q5U175_DROME"
"CG44128","FBgn0264959","Drosophila melanogaster","Q9V9J3","SRC42_DROME"
"CG44128","FBgn0264959","Drosophila melanogaster","",""
"CG4414","FBgn0040091","Drosophila melanogaster","Q9W228","Q9W228_DROME"
"CG44154","FBgn0265003","Drosophila melanogaster","A1Z6Q0","A1Z6Q0_DROME"
"CG44154","FBgn0265003","Drosophila melanogaster","A1Z6Q1","A1Z6Q1_DROME"
"CG44154","FBgn0265003","Drosophila melanogaster","Q8MS42","Q8MS42_DROME"
"CG44154","FBgn0265003","Drosophila melanogaster","",""
"CG44154","FBgn0265003","Drosophila melanogaster","",""
"CG44154","FBgn0265003","Drosophila melanogaster","",""
"CG4422","FBgn0004868","Drosophila melanogaster","Q24349","Q24349_DROME"
"CG4422","FBgn0004868","Drosophila melanogaster","Q9VLB7","Q9VLB7_DROME"
"CG44244","FBgn0265191","Drosophila melanogaster","Q9W2J6","Q9W2J6_DROME"
"CG44244","FBgn0265191","Drosophila melanogaster","",""
"CG44244","FBgn0265191","Drosophila melanogaster","",""
"CG44244","FBgn0265191","Drosophila melanogaster","",""
"CG44244","FBgn0265191","Drosophila melanogaster","",""
"CG44244","FBgn0265191","Drosophila melanogaster","",""
"CG44255","FBgn0265190","Drosophila melanogaster","Q9VC10","Q9VC10_DROME"
"CG4429","FBgn0262734","Drosophila melanogaster","Q7KUX7","Q7KUX7_DROME"
"CG4429","FBgn0262734","Drosophila melanogaster","Q8IR13","Q8IR13_DROME"
"CG4429","FBgn0262734","Drosophila melanogaster","Q9VXF8","Q9VXF8_DROME"
"CG4429","FBgn0262734","Drosophila melanogaster","",""
"CG4429","FBgn0262734","Drosophila melanogaster","",""
"CG4445","FBgn0027558","Drosophila melanogaster","Q9Y117","GALT3_DROME"
"CG4464","FBgn0010412","Drosophila melanogaster","P39018","RS19A_DROME"
"CG4466","FBgn0001226","Drosophila melanogaster","P02518","HSP27_DROME"
"CG4467","FBgn0039064","Drosophila melanogaster","Q0KI25","Q0KI25_DROME"
"CG4467","FBgn0039064","Drosophila melanogaster","Q7YU41","Q7YU41_DROME"
"CG4467","FBgn0039064","Drosophila melanogaster","Q9VCP4","Q9VCP4_DROME"
"CG4475","FBgn0020415","Drosophila melanogaster","D4G7B1","D4G7B1_DROME"
"CG4475","FBgn0020415","Drosophila melanogaster","Q9V3D4","IDGF2_DROME"
"CG4494","FBgn0264922","Drosophila melanogaster","O97102","O97102_DROME"
"CG4532","FBgn0029903","Drosophila melanogaster","A8JV09","A8JV09_DROME"
"CG4532","FBgn0029903","Drosophila melanogaster","D6W4T8","D6W4T8_DROME"
"CG4532","FBgn0029903","Drosophila melanogaster","Q8SZI2","Q8SZI2_DROME"
"CG4532","FBgn0029903","Drosophila melanogaster","Q9W3W1","Q9W3W1_DROME"
"CG4535","FBgn0029174","Drosophila melanogaster","Q9VL78","FKB59_DROME"
"CG4561","FBgn0027080","Drosophila melanogaster","Q9VV60","Q9VV60_DROME"
"CG4562","FBgn0038740","Drosophila melanogaster","Q5BI72","Q5BI72_DROME"
"CG4562","FBgn0038740","Drosophila melanogaster","Q9VDT3","Q9VDT3_DROME"
"CG4562","FBgn0038740","Drosophila melanogaster","",""
"CG4579","FBgn0021761","Drosophila melanogaster","O62536","O62536_DROME"
"CG4579","FBgn0021761","Drosophila melanogaster","O62610","O62610_DROME"
"CG4579","FBgn0021761","Drosophila melanogaster","O62613","O62613_DROME"
"CG4579","FBgn0021761","Drosophila melanogaster","Q9V463","Q9V463_DROME"
"CG4579","FBgn0021761","Drosophila melanogaster","Q9VKL5","Q9VKL5_DROME"
"CG4581","FBgn0025352","Drosophila melanogaster","O77466","O77466_DROME"
"CG4581","FBgn0025352","Drosophila melanogaster","Q9W1H8","Q9W1H8_DROME"
"CG4584","FBgn0250837","Drosophila melanogaster","Q8IPB1","Q8IPB1_DROME"
"CG4584","FBgn0250837","Drosophila melanogaster","Q9V3I1","Q9V3I1_DROME"
"CG4586","FBgn0029924","Drosophila melanogaster","Q9W3U0","Q9W3U0_DROME"
"CG4589","FBgn0019886","Drosophila melanogaster","P91927","A60DA_DROME"
"CG4590","FBgn0027108","Drosophila melanogaster","Q9V427","INX2_DROME"
"CG4598","FBgn0032160","Drosophila melanogaster","Q9VL68","Q9VL68_DROME"
"CG4600","FBgn0040064","Drosophila melanogaster","Q9VL70","Q9VL70_DROME"
"CG4606","FBgn0026616","Drosophila melanogaster","O97043","O97043_DROME"
"CG4606","FBgn0026616","Drosophila melanogaster","Q75WP2","Q75WP2_DROME"
"CG4606","FBgn0026616","Drosophila melanogaster","Q8MSX9","Q8MSX9_DROME"
"CG4606","FBgn0026616","Drosophila melanogaster","Q9VF33","Q9VF33_DROME"
"CG4609","FBgn0014163","Drosophila melanogaster","M9PFH6","M9PFH6_DROME"
"CG4609","FBgn0014163","Drosophila melanogaster","M9PFW1","M9PFW1_DROME"
"CG4609","FBgn0014163","Drosophila melanogaster","Q24036","Q24036_DROME"
"CG4609","FBgn0014163","Drosophila melanogaster","Q59E29","Q59E29_DROME"
"CG4609","FBgn0014163","Drosophila melanogaster","Q59E30","Q59E30_DROME"
"CG4609","FBgn0014163","Drosophila melanogaster","Q86BI4","Q86BI4_DROME"
"CG4609","FBgn0014163","Drosophila melanogaster","Q95RI5","FAXC_DROME"
"CG4634","FBgn0016687","Drosophila melanogaster","B7YZQ7","B7YZQ7_DROME"
"CG4634","FBgn0016687","Drosophila melanogaster","O77460","IPYR_DROME"
"CG4634","FBgn0016687","Drosophila melanogaster","",""
"CG4636","FBgn0041781","Drosophila melanogaster","F2FB81","F2FB81_DROME"
"CG4636","FBgn0041781","Drosophila melanogaster","H5V8D0","H5V8D0_DROME"
"CG4636","FBgn0041781","Drosophila melanogaster","M9NCT2","M9NCT2_DROME"
"CG4636","FBgn0041781","Drosophila melanogaster","M9PCP4","M9PCP4_DROME"
"CG4636","FBgn0041781","Drosophila melanogaster","Q95SC7","Q95SC7_DROME"
"CG4636","FBgn0041781","Drosophila melanogaster","Q9VKM2","Q9VKM2_DROME"
"CG4636","FBgn0041781","Drosophila melanogaster","",""
"CG4651","FBgn0011272","Drosophila melanogaster","P41126","RL13_DROME"
"CG4666","FBgn0029838","Drosophila melanogaster","Q9W440","THEM6_DROME"
"CG4670","FBgn0033814","Drosophila melanogaster","Q7JQR3","Q7JQR3_DROME"
"CG4679","FBgn0033816","Drosophila melanogaster","A1Z9A8","PTCD3_DROME"
"CG4685","FBgn0039349","Drosophila melanogaster","Q9VBP6","Q9VBP6_DROME"
"CG4692","FBgn0035032","Drosophila melanogaster","Q9W141","ATPK_DROME"
"CG4692","FBgn0035032","Drosophila melanogaster","Q9W141","ATPK_DROME"
"CG4700","FBgn0011260","Drosophila melanogaster","Q24323","SEM2A_DROME"
"CG4700","FBgn0011260","Drosophila melanogaster","Q24323","SEM2A_DROME"
"CG4700","FBgn0011260","Drosophila melanogaster","Q24323","SEM2A_DROME"
"CG4700","FBgn0011260","Drosophila melanogaster","Q24323","SEM2A_DROME"
"CG4700","FBgn0011260","Drosophila melanogaster","",""
"CG4703","FBgn0038742","Drosophila melanogaster","Q9VDT1","Q9VDT1_DROME"
"CG4729","FBgn0036623","Drosophila melanogaster","D5AEK7","D5AEK7_DROME"
"CG4729","FBgn0036623","Drosophila melanogaster","Q961F9","Q961F9_DROME"
"CG4729","FBgn0036623","Drosophila melanogaster","Q9VV51","Q9VV51_DROME"
"CG4747","FBgn0043456","Drosophila melanogaster","M9MRG2","M9MRG2_DROME"
"CG4747","FBgn0043456","Drosophila melanogaster","Q8T079","GLYR1_DROME"
"CG4753","FBgn0036622","Drosophila melanogaster","Q9VV49","Q9VV49_DROME"
"CG4758","FBgn0011584","Drosophila melanogaster","C6SV41","C6SV41_DROME"
"CG4758","FBgn0011584","Drosophila melanogaster","Q24559","Q24559_DROME"
"CG4758","FBgn0011584","Drosophila melanogaster","Q9VL49","Q9VL49_DROME"
"CG4758","FBgn0011584","Drosophila melanogaster","Q9VL50","Q9VL50_DROME"
"CG4758","FBgn0011584","Drosophila melanogaster","",""
"CG4759","FBgn0039359","Drosophila melanogaster","Q9VBN5","Q9VBN5_DROME"
"CG4769","FBgn0035600","Drosophila melanogaster","Q9VRL0","Q9VRL0_DROME"
"CG4775","FBgn0031312","Drosophila melanogaster","Q95R38","Q95R38_DROME"
"CG4775","FBgn0031312","Drosophila melanogaster","Q9VPX8","Q9VPX8_DROME"
"CG4780","FBgn0260856","Drosophila melanogaster","Q9VRL2","GOSR2_DROME"
"CG4781","FBgn0035043","Drosophila melanogaster","Q9W128","Q9W128_DROME"
"CG4789","FBgn0030792","Drosophila melanogaster","Q9VXA9","Q9VXA9_DROME"
"CG4799","FBgn0011823","Drosophila melanogaster","P52295","IMA_DROME"
"CG4800","FBgn0037874","Drosophila melanogaster","Q9VGS2","TCTP_DROME"
"CG4825","FBgn0037010","Drosophila melanogaster","M9PIC3","M9PIC3_DROME"
"CG4825","FBgn0037010","Drosophila melanogaster","Q9VPD3","Q9VPD3_DROME"
"CG4829","FBgn0030796","Drosophila melanogaster","A8JV19","A8JV19_DROME"
"CG4829","FBgn0030796","Drosophila melanogaster","A8JV25","A8JV25_DROME"
"CG4829","FBgn0030796","Drosophila melanogaster","M9PHT3","M9PHT3_DROME"
"CG4829","FBgn0030796","Drosophila melanogaster","Q7KUX2","Q7KUX2_DROME"
"CG4829","FBgn0030796","Drosophila melanogaster","Q8T0R6","Q8T0R6_DROME"
"CG4829","FBgn0030796","Drosophila melanogaster","Q9VXA5","Q9VXA5_DROME"
"CG4863","FBgn0020910","Drosophila melanogaster","O16797","RL3_DROME"
"CG4863","FBgn0020910","Drosophila melanogaster","O16797","RL3_DROME"
"CG4863","FBgn0020910","Drosophila melanogaster","O16797","RL3_DROME"
"CG4863","FBgn0020910","Drosophila melanogaster","O16797","RL3_DROME"
"CG4863","FBgn0020910","Drosophila melanogaster","",""
"CG4863","FBgn0020910","Drosophila melanogaster","",""
"CG4878","FBgn0034237","Drosophila melanogaster","Q0E940","EIF3B_DROME"
"CG4897","FBgn0005593","Drosophila melanogaster","P32100","RL7_DROME"
"CG4898","FBgn0003721","Drosophila melanogaster","H1UUP7","H1UUP7_DROME"
"CG4898","FBgn0003721","Drosophila melanogaster","P06754","TPM1_DROME"
"CG4898","FBgn0003721","Drosophila melanogaster","P06754","TPM1_DROME"
"CG4898","FBgn0003721","Drosophila melanogaster","P06754","TPM1_DROME"
"CG4898","FBgn0003721","Drosophila melanogaster","P06754","TPM1_DROME"
"CG4898","FBgn0003721","Drosophila melanogaster","P06754","TPM1_DROME"
"CG4898","FBgn0003721","Drosophila melanogaster","P49455","TPM4_DROME"
"CG4898","FBgn0003721","Drosophila melanogaster","P49455","TPM4_DROME"
"CG4898","FBgn0003721","Drosophila melanogaster","Q6NN28","Q6NN28_DROME"
"CG4898","FBgn0003721","Drosophila melanogaster","Q8IG84","Q8IG84_DROME"
"CG4898","FBgn0003721","Drosophila melanogaster","Q8IGY1","Q8IGY1_DROME"
"CG4898","FBgn0003721","Drosophila melanogaster","Q95TA3","Q95TA3_DROME"
"CG4898","FBgn0003721","Drosophila melanogaster","",""
"CG4898","FBgn0003721","Drosophila melanogaster","",""
"CG4898","FBgn0003721","Drosophila melanogaster","",""
"CG4898","FBgn0003721","Drosophila melanogaster","",""
"CG4898","FBgn0003721","Drosophila melanogaster","",""
"CG4898","FBgn0003721","Drosophila melanogaster","",""
"CG4898","FBgn0003721","Drosophila melanogaster","",""
"CG4912","FBgn0032198","Drosophila melanogaster","Q9VL18","EF1D_DROME"
"CG4912","FBgn0032198","Drosophila melanogaster","Q9VL18","EF1D_DROME"
"CG4912","FBgn0032198","Drosophila melanogaster","",""
"CG4916","FBgn0004419","Drosophila melanogaster","P23128","DDX6_DROME"
"CG4916","FBgn0004419","Drosophila melanogaster","P23128","DDX6_DROME"
"CG4916","FBgn0004419","Drosophila melanogaster","",""
"CG4918","FBgn0003274","Drosophila melanogaster","P05389","RLA2_DROME"
"CG4921","FBgn0016701","Drosophila melanogaster","Q7KY04","Q7KY04_DROME"
"CG4921","FBgn0016701","Drosophila melanogaster","Q8MSX0","Q8MSX0_DROME"
"CG4931","FBgn0038320","Drosophila melanogaster","Q9VF87","CYFIP_DROME"
"CG4944","FBgn0026084","Drosophila melanogaster","O97428","O97428_DROME"
"CG4944","FBgn0026084","Drosophila melanogaster","Q8IRS7","Q8IRS7_DROME"
"CG4954","FBgn0034258","Drosophila melanogaster","A1ZAX1","EIF3C_DROME"
"CG4972","FBgn0032217","Drosophila melanogaster","Q8MZ34","Q8MZ34_DROME"
"CG4972","FBgn0032217","Drosophila melanogaster","Q9VKZ7","Q9VKZ7_DROME"
"CG4993","FBgn0024734","Drosophila melanogaster","O61722","O61722_DROME"
"CG4993","FBgn0024734","Drosophila melanogaster","Q7KPK2","Q7KPK2_DROME"
"CG4993","FBgn0024734","Drosophila melanogaster","Q8SX36","Q8SX36_DROME"
"CG4993","FBgn0024734","Drosophila melanogaster","Q95VY8","Q95VY8_DROME"
"CG4994","FBgn0026409","Drosophila melanogaster","Q0E8E8","Q0E8E8_DROME"
"CG4994","FBgn0026409","Drosophila melanogaster","Q8SYD4","Q8SYD4_DROME"
"CG4994","FBgn0026409","Drosophila melanogaster","Q9XZE4","Q9XZE4_DROME"
"CG5000","FBgn0027948","Drosophila melanogaster","E1JIM4","E1JIM4_DROME"
"CG5000","FBgn0027948","Drosophila melanogaster","Q95TZ9","Q95TZ9_DROME"
"CG5000","FBgn0027948","Drosophila melanogaster","Q9U5W6","Q9U5W6_DROME"
"CG5000","FBgn0027948","Drosophila melanogaster","Q9VEZ3","Q9VEZ3_DROME"
"CG5000","FBgn0027948","Drosophila melanogaster","",""
"CG5000","FBgn0027948","Drosophila melanogaster","",""
"CG5012","FBgn0011787","Drosophila melanogaster","Q9VSR5","Q9VSR5_DROME"
"CG5014","FBgn0029687","Drosophila melanogaster","Q7KVX4","Q7KVX4_DROME"
"CG5014","FBgn0029687","Drosophila melanogaster","Q7KVX5","Q7KVX5_DROME"
"CG5014","FBgn0029687","Drosophila melanogaster","Q8T3J6","Q8T3J6_DROME"
"CG5014","FBgn0029687","Drosophila melanogaster","Q9W4N8","Q9W4N8_DROME"
"CG5027","FBgn0036579","Drosophila melanogaster","Q961B9","Q961B9_DROME"
"CG5028","FBgn0039358","Drosophila melanogaster","A8JRB8","A8JRB8_DROME"
"CG5028","FBgn0039358","Drosophila melanogaster","A8JRC1","A8JRC1_DROME"
"CG5028","FBgn0039358","Drosophila melanogaster","A8JRC2","A8JRC2_DROME"
"CG5028","FBgn0039358","Drosophila melanogaster","Q8MT18","Q8MT18_DROME"
"CG5065","FBgn0034145","Drosophila melanogaster","A1ZAI5","FACR1_DROME"
"CG5080","FBgn0031313","Drosophila melanogaster","Q7K3E2","Q7K3E2_DROME"
"CG5081","FBgn0086377","Drosophila melanogaster","Q7K0X9","Q7K0X9_DROME"
"CG5092","FBgn0021796","Drosophila melanogaster","M9PFS0","M9PFS0_DROME"
"CG5092","FBgn0021796","Drosophila melanogaster","Q8T9I6","Q8T9I6_DROME"
"CG5092","FBgn0021796","Drosophila melanogaster","Q960H0","Q960H0_DROME"
"CG5092","FBgn0021796","Drosophila melanogaster","Q9VK45","TOR_DROME"
"CG5094","FBgn0032640","Drosophila melanogaster","Q9VJD4","Q9VJD4_DROME"
"CG5096","FBgn0032235","Drosophila melanogaster","Q9VKX6","Q9VKX6_DROME"
"CG5110","FBgn0032642","Drosophila melanogaster","Q9VJD2","LTOR3_DROME"
"CG5112","FBgn0039341","Drosophila melanogaster","Q9VBQ5","Q9VBQ5_DROME"
"CG5119","FBgn0265297","Drosophila melanogaster","P21187","PABP_DROME"
"CG5167","FBgn0038038","Drosophila melanogaster","Q9VG81","Q9VG81_DROME"
"CG5170","FBgn0027835","Drosophila melanogaster","Q7KN75","Q7KN75_DROME"
"CG5170","FBgn0027835","Drosophila melanogaster","Q7KN84","Q7KN84_DROME"
"CG5170","FBgn0027835","Drosophila melanogaster","Q95T04","Q95T04_DROME"
"CG5170","FBgn0027835","Drosophila melanogaster","Q9U982","Q9U982_DROME"
"CG5174","FBgn0034345","Drosophila melanogaster","A1ZB77","A1ZB77_DROME"
"CG5174","FBgn0034345","Drosophila melanogaster","A1ZB78","A1ZB78_DROME"
"CG5174","FBgn0034345","Drosophila melanogaster","A1ZB79","A1ZB79_DROME"
"CG5174","FBgn0034345","Drosophila melanogaster","A1ZB80","A1ZB80_DROME"
"CG5174","FBgn0034345","Drosophila melanogaster","A1ZB82","A1ZB82_DROME"
"CG5174","FBgn0034345","Drosophila melanogaster","A1ZB83","A1ZB83_DROME"
"CG5174","FBgn0034345","Drosophila melanogaster","E1JGL5","E1JGL5_DROME"
"CG5174","FBgn0034345","Drosophila melanogaster","Q7JRI6","Q7JRI6_DROME"
"CG5174","FBgn0034345","Drosophila melanogaster","Q8IGG3","Q8IGG3_DROME"
"CG5174","FBgn0034345","Drosophila melanogaster","Q95RC4","Q95RC4_DROME"
"CG5174","FBgn0034345","Drosophila melanogaster","",""
"CG5174","FBgn0034345","Drosophila melanogaster","",""
"CG5174","FBgn0034345","Drosophila melanogaster","",""
"CG5183","FBgn0022268","Drosophila melanogaster","O76767","ERD2_DROME"
"CG5184","FBgn0038474","Drosophila melanogaster","Q8SXD7","Q8SXD7_DROME"
"CG5184","FBgn0038474","Drosophila melanogaster","Q9VEN6","Q9VEN6_DROME"
"CG5189","FBgn0034350","Drosophila melanogaster","Q9V8I2","LTOR2_DROME"
"CG5196","FBgn0038039","Drosophila melanogaster","Q8SWX8","Q8SWX8_DROME"
"CG5196","FBgn0038039","Drosophila melanogaster","Q9VG80","Q9VG80_DROME"
"CG5203","FBgn0027052","Drosophila melanogaster","Q9XYW6","Q9XYW6_DROME"
"CG5210","FBgn0013763","Drosophila melanogaster","Q23997","C5210_DROME"
"CG5214","FBgn0037891","Drosophila melanogaster","Q9VGQ1","Q9VGQ1_DROME"
"CG5227","FBgn0021764","Drosophila melanogaster","O97394","SDK_DROME"
"CG5227","FBgn0021764","Drosophila melanogaster","O97394","SDK_DROME"
"CG5227","FBgn0021764","Drosophila melanogaster","Q7KN65","Q7KN65_DROME"
"CG5227","FBgn0021764","Drosophila melanogaster","Q86P54","Q86P54_DROME"
"CG5227","FBgn0021764","Drosophila melanogaster","",""
"CG5227","FBgn0021764","Drosophila melanogaster","",""
"CG5227","FBgn0021764","Drosophila melanogaster","",""
"CG5227","FBgn0021764","Drosophila melanogaster","",""
"CG5258","FBgn0029148","Drosophila melanogaster","Q9V3U2","NHP2_DROME"
"CG5261","FBgn0031912","Drosophila melanogaster","M9PCA2","M9PCA2_DROME"
"CG5261","FBgn0031912","Drosophila melanogaster","M9PCG1","M9PCG1_DROME"
"CG5261","FBgn0031912","Drosophila melanogaster","M9PCU4","M9PCU4_DROME"
"CG5261","FBgn0031912","Drosophila melanogaster","Q7KTK9","Q7KTK9_DROME"
"CG5261","FBgn0031912","Drosophila melanogaster","Q9VM14","Q9VM14_DROME"
"CG5266","FBgn0086134","Drosophila melanogaster","P40301","PSA2_DROME"
"CG5271","FBgn0003942","Drosophila melanogaster","P15357","RS27A_DROME"
"CG5276","FBgn0037900","Drosophila melanogaster","Q9VGN8","Q9VGN8_DROME"
"CG5284","FBgn0036566","Drosophila melanogaster","Q8IQN2","Q8IQN2_DROME"
"CG5284","FBgn0036566","Drosophila melanogaster","Q9VUY1","Q9VUY1_DROME"
"CG5287","FBgn0032477","Drosophila melanogaster","Q9VK30","Q9VK30_DROME"
"CG5289","FBgn0015282","Drosophila melanogaster","P48601","PRS4_DROME"
"CG5317","FBgn0032404","Drosophila melanogaster","Q8SYU2","Q8SYU2_DROME"
"CG5317","FBgn0032404","Drosophila melanogaster","Q9VKC1","Q9VKC1_DROME"
"CG5320","FBgn0001098","Drosophila melanogaster","P54385","DHE3_DROME"
"CG5320","FBgn0001098","Drosophila melanogaster","P54385","DHE3_DROME"
"CG5320","FBgn0001098","Drosophila melanogaster","Q8IMY1","Q8IMY1_DROME"
"CG5320","FBgn0001098","Drosophila melanogaster","",""
"CG5320","FBgn0001098","Drosophila melanogaster","",""
"CG5330","FBgn0015268","Drosophila melanogaster","Q24150","Q24150_DROME"
