AT1G72090,0.252333,0.329,0.228333,0.19,0.352,0.28025,0.193,0.175,ER
AT1G76400,0.2796,0.3089,0.2173,0.1942,0.384462,0.249462,0.198231,0.168,ER
AT1G79940,0.2565,0.28925,0.226125,0.228375,0.371692,0.248231,0.196846,0.183308,ER
AT2G01720,0.2481,0.316,0.2254,0.2103,0.390636,0.232182,0.190273,0.187091,ER
AT2G03120,0.301667,0.297667,0.212667,0.188333,0.403,0.24825,0.18425,0.164,ER
AT2G03510,0.264739,0.299978,0.219696,0.215674,0.423545,0.249545,0.188091,0.138636,ER
AT2G04350,0.291143,0.306714,0.204429,0.197714,0.419,0.22625,0.189833,0.164833,ER
AT2G21160,0.268826,0.309978,0.219413,0.201783,0.375562,0.235563,0.202125,0.186875,ER
AT2G24180,0.270571,0.282,0.222571,0.224714,0.39,0.222333,0.199667,0.188333,ER
AT2G24420,0.284125,0.3295,0.209,0.177375,0.420571,0.249714,0.179714,0.149857,ER
AT2G26250,0.2094,0.325,0.23,0.236,0.339727,0.227455,0.221818,0.211,ER
AT2G30490,0.352414,0.295776,0.180621,0.171138,0.45085,0.221625,0.170375,0.157075,ER
AT2G32920,0.3288,0.3029,0.1921,0.1764,0.542,0.18075,0.15125,0.12625,ER
AT2G33630,0.17,0.292,0.248,0.29,0.38,0.21725,0.21675,0.186,ER
AT2G36290,0.2785,0.335,0.199,0.187,0.463,0.19,0.197,0.151,ER
AT2G38960,0.3135,0.316,0.187,0.184,0.425556,0.226778,0.195111,0.152556,ER
AT2G39960,0.281385,0.324077,0.205615,0.189308,0.42575,0.21475,0.19675,0.163,ER
AT2G40890,0.3852,0.2764,0.1836,0.1546,0.4342,0.2446,0.1688,0.1528,ER
AT2G45140,0.2542,0.2974,0.2294,0.2194,0.348571,0.248143,0.214,0.189429,ER
AT2G46170,0.2555,0.319,0.214,0.212,0.389,0.2025,0.1855,0.223,ER
AT2G47470,0.343714,0.295286,0.195,0.165714,0.500111,0.207,0.160333,0.132444,ER
AT3G03050,0.107667,0.278333,0.312333,0.302,0.134,0.32,0.291,0.255,ER
AT3G03330,0.254667,0.318667,0.22,0.206,0.418,0.2495,0.1765,0.156,ER
AT3G07140,0.272,0.3032,0.2156,0.209,0.3696,0.25,0.2002,0.1804,ER
AT3G13870,0.30135,0.31275,0.20545,0.1807,0.445316,0.218895,0.175684,0.160053,ER
AT3G15710,0.2125,0.268,0.2375,0.283,0.32,0.256,0.2,0.224,ER
AT3G19820,0.386882,0.242588,0.183471,0.187,0.479706,0.193588,0.160971,0.165647,ER
AT3G23175,0.304667,0.286,0.183333,0.226333,0.4384,0.1814,0.1796,0.2004,ER
AT3G23190,0.245167,0.283,0.238333,0.234167,0.39175,0.2405,0.20325,0.1645,ER
AT3G24160,0.383,0.261,0.1715,0.1845,0.461,0.202,0.187333,0.149333,ER
AT3G44330,0.238773,0.311273,0.225045,0.225045,0.36325,0.2381,0.21,0.18855,ER
AT3G51430,0.24375,0.2775,0.2285,0.25025,0.428833,0.202167,0.1895,0.179667,ER
AT3G51460,0.231,0.354,0.215,0.201,0.3394,0.2384,0.2076,0.2148,ER
AT3G52190,0.259333,0.295,0.234667,0.210667,0.359333,0.259667,0.206333,0.175333,ER
AT3G55360,0.2565,0.303667,0.227667,0.2125,0.3715,0.2475,0.194,0.187,ER
AT3G57010,0.280333,0.314833,0.207167,0.197833,0.358273,0.235273,0.209091,0.197,ER
AT3G57030,0.303,0.2965,0.205,0.1955,0.365,0.20975,0.20275,0.22225,ER
AT3G57220,0.26,0.312,0.226,0.202,0.363,0.236,0.189,0.212,ER
AT3G57650,0.28325,0.32575,0.22375,0.16725,0.3705,0.260667,0.2,0.168833,ER
AT3G60600,0.2786,0.305,0.218,0.1988,0.42875,0.21275,0.18875,0.169625,ER
AT3G62360,0.272211,0.301526,0.239105,0.187053,0.388741,0.232259,0.203074,0.175963,ER
AT4G01320,0.3015,0.315,0.203167,0.1805,0.392286,0.242143,0.189714,0.176143,ER
AT4G12590,0.2755,0.351,0.2065,0.167,0.348833,0.277333,0.200917,0.173083,ER
AT4G14420,0.2506,0.3439,0.2027,0.2029,0.496,0.209,0.18,0.115,ER
AT4G14950,0.223,0.304,0.239,0.234,0.363333,0.257667,0.212,0.167,ER
AT4G15760,0.2935,0.31,0.2235,0.173,0.412,0.2455,0.1865,0.156,ER
AT4G16170,0.2368,0.2903,0.2457,0.2272,0.409,0.2105,0.1945,0.186,ER
AT4G21150,0.268789,0.318044,0.217956,0.1952,0.378792,0.256264,0.195132,0.169925,ER
AT4G21180,0.263667,0.298333,0.219667,0.218333,0.366833,0.226167,0.200333,0.206667,ER
AT4G24190,0.368452,0.290032,0.196419,0.14529,0.520579,0.204842,0.144526,0.129842,ER
AT4G24330,0.246708,0.328917,0.223125,0.201375,0.380133,0.226933,0.202333,0.190667,ER
AT4G27090,0.248,0.314,0.257,0.181,0.369,0.273,0.203,0.156,ER
AT4G27500,0.1882,0.2767,0.2602,0.2749,0.292857,0.231,0.228571,0.248,ER
AT4G29520,0.271667,0.323,0.219667,0.186333,0.3655,0.286,0.2035,0.145,ER
AT4G30210,0.2738,0.2878,0.2218,0.2166,0.374333,0.230667,0.207667,0.187,ER
AT4G30600,0.27575,0.306,0.23,0.188,0.4235,0.236,0.188167,0.152167,ER
AT4G31340,0.2675,0.299833,0.216667,0.215833,0.354,0.23475,0.219125,0.192125,ER
AT4G31500,0.2965,0.305571,0.217571,0.1805,0.453364,0.225091,0.180818,0.140818,ER
AT4G32130,0.242714,0.306143,0.234429,0.216857,0.359,0.264667,0.198667,0.178,ER
AT4G33360,0.266333,0.296,0.211167,0.226333,0.356083,0.212833,0.21325,0.218083,ER
AT4G34640,0.282,0.308,0.237,0.174,0.32225,0.26425,0.211375,0.202375,ER
AT4G36250,0.305833,0.308,0.205667,0.180333,0.357375,0.230875,0.217125,0.1945,ER
AT4G36480,0.243,0.242,0.2205,0.2945,0.380222,0.243889,0.186556,0.189111,ER
AT4G37330,0.250333,0.355667,0.194,0.199667,0.4035,0.20425,0.20375,0.188,ER
AT4G37370,0.2576,0.3254,0.2153,0.2016,0.3682,0.2576,0.1976,0.1762,ER
AT4G37430,0.271,0.321,0.2065,0.2015,0.346,0.23475,0.22725,0.192,ER
AT5G03160,0.2806,0.3024,0.2158,0.201,0.370667,0.239333,0.216667,0.174,ER
AT5G05670,0.21725,0.275,0.245,0.26225,0.309,0.243,0.2244,0.2232,ER
AT5G07340,0.284091,0.321333,0.206485,0.18797,0.398471,0.253412,0.178824,0.169294,ER
AT5G11560,0.302353,0.312353,0.207529,0.177765,0.409261,0.220609,0.198565,0.171609,ER
AT5G13640,0.257889,0.311667,0.220444,0.210222,0.381429,0.232571,0.206286,0.179714,ER
AT5G17770,0.244222,0.271611,0.258111,0.2265,0.362769,0.236231,0.213308,0.188,ER
AT5G19690,0.262182,0.327091,0.211091,0.199818,0.391444,0.229667,0.199,0.18,ER
AT5G20520,0.282,0.277667,0.216,0.225,0.363,0.2435,0.1925,0.201,ER
AT5G20655,0.2438,0.2908,0.2316,0.2342,0.383,0.23575,0.20125,0.1805,ER
AT5G23575,0.32375,0.31475,0.19125,0.17,0.378333,0.242667,0.197,0.181667,ER
AT5G23630,0.2475,0.306909,0.231318,0.214318,0.368333,0.251444,0.196667,0.183778,ER
AT5G27330,0.2185,0.322667,0.2455,0.2135,0.329,0.246214,0.217071,0.207929,ER
AT5G42570,0.26405,0.2886,0.2191,0.2281,0.4238,0.253,0.1644,0.1584,ER
AT5G48810,0.292,0.281,0.2125,0.2145,0.3517,0.2386,0.214,0.1958,ER
AT5G49945,0.279,0.3245,0.192,0.204,0.397667,0.214,0.202667,0.185333,ER
AT5G52240,0.2465,0.3245,0.227,0.202,0.409,0.2295,0.1875,0.1745,ER
AT5G52420,0.3165,0.315,0.2,0.1685,0.464,0.251,0.161,0.124,ER
AT5G53560,0.323125,0.32425,0.197125,0.15555,0.449658,0.229237,0.183789,0.137421,ER
AT5G58070,0.2375,0.2895,0.25125,0.22175,0.297333,0.270444,0.221111,0.211111,ER
AT5G58640,0.29375,0.31,0.21275,0.18375,0.401,0.2216,0.1838,0.1932,ER
AT5G60640,0.349182,0.288273,0.195273,0.166909,0.533385,0.191077,0.147769,0.127615,ER
AT5G61790,0.289648,0.308815,0.207259,0.194167,0.394452,0.242935,0.187839,0.174903,ER
AT5G62390,0.22925,0.33475,0.23325,0.2025,0.326333,0.261333,0.224,0.189,ER
AT5G63840,0.272286,0.282857,0.240714,0.204,0.405143,0.209571,0.207143,0.178571,ER
AT5G64440,0.3354,0.2812,0.1992,0.184,0.464714,0.188714,0.175571,0.170857,ER
AT5G66680,0.264793,0.289276,0.229655,0.216034,0.3835,0.234636,0.202864,0.178955,ER
AT1G04430,0.111143,0.214,0.354286,0.320571,0.1126,0.2244,0.3733,0.2898,GA
AT1G04910,0.101667,0.209667,0.349667,0.338333,0.10275,0.22825,0.368,0.30125,GA
AT1G05070,0.13,0.235,0.291333,0.344,0.202,0.193333,0.329333,0.275333,GA
AT1G08660,0.0388,0.2522,0.3956,0.3134,0.088,0.228,0.387667,0.296333,GA
AT1G10290,0.1945,0.29775,0.238,0.2695,0.289,0.267,0.228,0.217,GA
AT1G10950,0.1194,0.2024,0.352,0.3262,0.177875,0.21075,0.337125,0.274375,GA
AT1G14670,0.06825,0.166,0.39975,0.3665,0.052,0.212,0.456,0.279,GA
AT1G19360,0.096,0.1752,0.3657,0.363,0.066125,0.1815,0.41325,0.33925,GA
AT1G19430,0.03,0.323,0.336,0.312,0.103333,0.286,0.341333,0.269667,GA
AT1G26850,0.095,0.282895,0.341289,0.280789,0.0993,0.289533,0.344067,0.267167,GA
AT1G27930,0.0805,0.3125,0.308,0.2985,0.10225,0.287,0.33675,0.274,GA
AT1G29470,0.0923333,0.28,0.350333,0.278,0.111571,0.280857,0.343429,0.264,GA
AT1G29790,0.07,0.187364,0.386364,0.356727,0.141889,0.211667,0.356333,0.290333,GA
AT1G30000,0.141667,0.224,0.325333,0.308833,0.176667,0.212,0.343,0.268333,GA
AT1G31850,0.119,0.2684,0.3232,0.2892,0.100889,0.285444,0.335,0.278667,GA
AT1G49710,0.083,0.2,0.3892,0.328,0.114,0.1975,0.3525,0.336,GA
AT1G51590,0.168,0.2165,0.327,0.289,0.073,0.17325,0.4095,0.3445,GA
AT1G51630,0.108444,0.281778,0.318333,0.291444,0.107167,0.274333,0.3205,0.298167,GA
AT1G55130,0.08,0.244,0.33,0.346,0.126,0.1795,0.391,0.303,GA
AT1G55850,0.280935,0.314742,0.209516,0.194871,0.418,0.230739,0.199261,0.152,GA
AT1G72480,0.066,0.2655,0.3695,0.2995,0.102,0.3145,0.336,0.247,GA
AT1G74380,0.113,0.2075,0.3365,0.3425,0.1546,0.1782,0.366,0.301,GA
AT1G78240,0.0922,0.1672,0.361,0.3794,0.071,0.196,0.372,0.361,GA
AT1G78920,0.150333,0.257167,0.318667,0.2735,0.230222,0.232889,0.287556,0.249333,GA
AT2G01270,0.119667,0.275,0.340667,0.264667,0.125,0.236,0.360333,0.278333,GA
AT2G01970,0.119,0.209,0.353,0.319,0.078,0.203,0.368,0.3505,GA
AT2G04280,0.0862,0.2816,0.3566,0.2754,0.0806667,0.301833,0.359,0.25875,GA
AT2G20370,0.0753333,0.230333,0.387333,0.307333,0.0878333,0.247833,0.370667,0.293667,GA
AT2G22900,0.0784,0.3088,0.3294,0.2834,0.1266,0.282767,0.3431,0.2475,GA
AT2G34300,0.070625,0.34425,0.339625,0.24525,0.12675,0.322625,0.310625,0.239875,GA
AT2G35610,0.10025,0.28125,0.32625,0.29225,0.111429,0.282571,0.323286,0.282714,GA
AT2G38650,0.1295,0.213,0.357,0.3,0.054,0.224333,0.407,0.314667,GA
AT2G40280,0.0986667,0.308667,0.337833,0.255,0.1083,0.3052,0.3244,0.262,GA
AT2G47650,0.064,0.2045,0.3555,0.3755,0.0743333,0.209333,0.358667,0.358,GA
AT3G02350,0.071,0.1725,0.38325,0.37275,0.1025,0.19375,0.3945,0.30925,GA
AT3G07330,0.152667,0.218333,0.307333,0.322,0.0996667,0.239333,0.363333,0.298333,GA
AT3G13772,0.06075,0.24925,0.34425,0.346,0.127,0.187,0.4005,0.28575,GA
AT3G21160,0.185,0.198,0.276,0.341,0.109833,0.1775,0.385667,0.327167,GA
AT3G21190,0.0882857,0.282714,0.330429,0.298714,0.119143,0.282714,0.326429,0.271714,GA
AT3G23300,0.1128,0.2064,0.3444,0.3362,0.073875,0.22325,0.366125,0.336875,GA
AT3G25140,0.119167,0.178333,0.3515,0.351,0.0684,0.1958,0.3884,0.3474,GA
AT3G26370,0.084,0.2395,0.3465,0.33,0.0865,0.2345,0.38,0.2995,GA
AT3G27220,0.100929,0.234071,0.340857,0.324214,0.0925,0.239167,0.350333,0.318,GA
AT3G27230,0.0695,0.1945,0.40725,0.3285,0.0837,0.1901,0.4295,0.2966,GA
AT3G28480,0.0972,0.1984,0.3696,0.3348,0.1228,0.193,0.3584,0.3256,GA
AT3G48820,0.0836667,0.196333,0.382333,0.338,0.1326,0.2188,0.3668,0.2818,GA
AT3G49720,0.12075,0.206,0.34825,0.32525,0.108,0.2076,0.3816,0.3024,GA
AT3G53520,0.106077,0.206231,0.367923,0.319769,0.106,0.203231,0.373308,0.317077,GA
AT3G56750,0.153,0.23,0.342,0.275,0.064,0.246,0.402,0.287,GA
AT3G61130,0.11425,0.19725,0.385125,0.30325,0.144,0.230286,0.353143,0.272429,GA
AT3G66654,0.086,0.15925,0.393,0.3615,0.1105,0.261,0.34,0.289,GA
AT4G00740,0.0961667,0.2165,0.365,0.322333,0.127167,0.232833,0.348,0.292167,GA
AT4G00750,0.0825,0.30175,0.32925,0.287,0.1162,0.2644,0.357,0.2628,GA
AT4G12650,0.0913333,0.321167,0.337667,0.25,0.195857,0.306857,0.268143,0.229286,GA
AT4G14360,0.0915,0.2285,0.364,0.316,0.075,0.221,0.4252,0.2786,GA
AT4G17430,0.129,0.3195,0.2725,0.279,0.13,0.2455,0.3565,0.268,GA
AT4G18030,0.0870833,0.24525,0.354917,0.312833,0.107118,0.247412,0.350824,0.294588,GA
AT4G30990,0.125,0.2,0.334,0.34,0.153,0.19,0.344,0.313,GA
AT4G34960,0.076,0.244,0.367,0.314,0.110333,0.265,0.351333,0.273,GA
AT4G37690,0.149,0.278,0.291,0.283,0.103615,0.298923,0.341385,0.256077,GA
AT4G37820,0.02,0.167,0.438,0.375,0.0445,0.1935,0.403,0.358,GA
AT4G38240,0.106,0.186,0.379,0.33,0.1295,0.18,0.38,0.31075,GA
AT4G38500,0.0806667,0.236667,0.355,0.327333,0.10725,0.21925,0.36125,0.31175,GA
AT5G04060,0.07975,0.33775,0.3315,0.25075,0.128333,0.317,0.300667,0.253333,GA
AT5G04480,0.1225,0.209,0.353,0.3155,0.202667,0.217333,0.274667,0.305,GA
AT5G10840,0.0618571,0.263429,0.385571,0.289143,0.0715,0.30425,0.32675,0.29775,GA
AT5G11730,0.0703333,0.267,0.353667,0.308333,0.100333,0.323333,0.313333,0.262667,GA
AT5G14430,0.1185,0.20975,0.36425,0.30775,0.11475,0.206,0.3685,0.31025,GA
AT5G14950,0.14175,0.22225,0.34575,0.29025,0.1657,0.195,0.3457,0.2937,GA
AT5G16910,0.1,0.259,0.335,0.306,0.129,0.269,0.308,0.293,GA
AT5G18280,0.17,0.312,0.275,0.243,0.1675,0.2355,0.321,0.277,GA
AT5G18485,0.079,0.2221,0.3587,0.3403,0.074,0.235444,0.389,0.301333,GA
AT5G25100,0.0688333,0.269722,0.345889,0.315667,0.0588,0.2948,0.3504,0.2962,GA
AT5G35160,0.1134,0.289,0.3205,0.2771,0.119333,0.271833,0.340833,0.268167,GA
AT5G61240,0.115667,0.207333,0.364333,0.312667,0.0893333,0.23,0.354,0.326667,GA
AT5G64030,0.0945714,0.306714,0.332571,0.266143,0.1258,0.3322,0.3186,0.2235,GA
AT1G03860,0.112143,0.192714,0.285857,0.409286,0.108375,0.189812,0.294625,0.407187,MT
AT1G51980,0.1059,0.2149,0.3097,0.3691,0.1653,0.2063,0.2769,0.3513,MT
AT2G20360,0.144,0.239,0.311,0.306,0.14325,0.21925,0.31275,0.325,MT
AT2G20800,0.0903333,0.185667,0.302111,0.422333,0.0606667,0.211,0.344167,0.383667,MT
AT2G33040,0.0671429,0.197,0.313429,0.422429,0.0977273,0.201818,0.308364,0.391909,MT
AT2G33220,0.07075,0.1805,0.32825,0.4205,0.072,0.232,0.303,0.393,MT
AT3G08580,0.0942979,0.194298,0.303596,0.407872,0.118529,0.220118,0.272,0.389118,MT
AT3G20000,0.108864,0.187909,0.298273,0.405045,0.0883158,0.182526,0.325947,0.403105,MT
AT3G27280,0.079,0.187,0.3306,0.4032,0.094,0.231,0.29375,0.381,MT
AT3G47930,0.130667,0.195167,0.281667,0.3925,0.12025,0.161,0.2845,0.4345,MT
AT3G52300,0.0794,0.188029,0.302771,0.429857,0.077,0.198722,0.3075,0.416667,MT
AT3G54110,0.102304,0.194957,0.29213,0.410565,0.102588,0.187529,0.303647,0.406118,MT
AT4G05020,0.0828182,0.197818,0.294091,0.425636,0.0885556,0.184444,0.320222,0.406667,MT
AT4G11010,0.059,0.127,0.337,0.477,0.31,0.171,0.226,0.294,MT
AT4G29130,0.122375,0.191125,0.282,0.4045,0.0975,0.1862,0.31325,0.40285,MT
AT5G09420,0.0935,0.189,0.2965,0.42,0.079,0.181,0.296,0.444,MT
AT5G13490,0.0654444,0.1825,0.302611,0.449278,0.088,0.185867,0.282467,0.4436,MT
AT5G14040,0.0931163,0.196233,0.281674,0.42886,0.0790769,0.182,0.304038,0.434923,MT
AT5G19760,0.081375,0.184917,0.2865,0.447167,0.0792,0.1976,0.3068,0.416,MT
AT5G23300,0.0834286,0.178286,0.312571,0.425571,0.0992222,0.180222,0.296111,0.424444,MT
AT5G24650,0.0498571,0.121143,0.300286,0.528571,0.052,0.124667,0.335167,0.4885,MT
AT5G58270,0.0684286,0.173714,0.290714,0.466857,0.0834,0.1663,0.3174,0.4328,MT
cob,0.0662,0.1518,0.3574,0.4248,0.04,0.25,0.319,0.391,MT
cox2,0.1285,0.16825,0.24175,0.4615,0.167,0.22,0.289,0.324,MT
nad5,0.0756667,0.187667,0.238667,0.497333,0.121667,0.20775,0.293917,0.376667,MT
orf25,0.144714,0.206714,0.266571,0.382429,0.134429,0.179,0.303429,0.383429,MT
orfB,0.09,0.1905,0.2875,0.4315,0.06775,0.22375,0.28825,0.42075,MT
AT1G02520,0.154286,0.312571,0.235714,0.297143,0.275636,0.226455,0.223818,0.273909,PM
AT1G03220,0.16525,0.26275,0.28225,0.2905,0.240333,0.240333,0.223,0.296333,PM
AT1G06840,0.1658,0.3106,0.242,0.2814,0.2775,0.237125,0.223375,0.26175,PM
AT1G11330,0.1892,0.279,0.2424,0.2896,0.292429,0.214857,0.228571,0.264286,PM
AT1G13280,0.175,0.256,0.305,0.263667,0.224333,0.228,0.255,0.292333,PM
AT1G14830,0.170333,0.274333,0.244667,0.31,0.288,0.2545,0.221667,0.235833,PM
AT1G15210,0.1652,0.3086,0.2436,0.283,0.259167,0.255333,0.2285,0.256833,PM
AT1G22280,0.1574,0.3068,0.2608,0.2746,0.247375,0.249875,0.22975,0.27325,PM
AT1G27190,0.182,0.308,0.231667,0.278333,0.271,0.23975,0.21575,0.27325,PM
AT1G27950,0.155571,0.331,0.234714,0.278786,0.29175,0.2255,0.23375,0.2485,PM
AT1G29980,0.164,0.331,0.2445,0.26,0.275333,0.26325,0.2355,0.225833,PM
AT1G30360,0.18875,0.27875,0.23925,0.293063,0.266929,0.220429,0.226286,0.2865,PM
AT1G32090,0.155667,0.306667,0.240333,0.297333,0.252222,0.223222,0.259444,0.265111,PM
AT1G56140,0.181727,0.295,0.238818,0.284636,0.290667,0.192667,0.229333,0.287,PM
AT1G59870,0.166,0.3092,0.2415,0.2833,0.250417,0.240917,0.251083,0.2575,PM
AT1G74790,0.1592,0.3121,0.2308,0.2982,0.284545,0.208273,0.234545,0.272273,PM
AT1G76040,0.176636,0.286,0.239091,0.298182,0.269167,0.249833,0.202833,0.278167,PM
AT2G01630,0.214333,0.279,0.239333,0.268,0.2795,0.22325,0.21025,0.28675,PM
AT2G18960,0.1763,0.3043,0.2254,0.2941,0.285857,0.235714,0.207,0.271429,PM
AT2G23810,0.155667,0.296333,0.252,0.295667,0.274333,0.221,0.267667,0.237,PM
AT2G26300,0.17,0.285,0.273,0.271,0.264,0.2525,0.218,0.2655,PM
AT2G36380,0.181,0.283,0.241,0.295,0.274667,0.215,0.225167,0.284833,PM
AT2G36910,0.17,0.316,0.253,0.261,0.292,0.244,0.204,0.26,PM
AT2G37050,0.1795,0.318,0.2315,0.271,0.236,0.2545,0.24275,0.26625,PM
AT2G37170,0.163667,0.292,0.265667,0.279,0.332,0.221,0.216,0.2305,PM
AT2G38530,0.136875,0.2625,0.281625,0.318875,0.236333,0.215333,0.25,0.298333,PM
AT2G39480,0.18075,0.2975,0.25025,0.27175,0.293,0.233,0.228,0.246,PM
AT2G43610,0.1605,0.2675,0.223,0.3495,0.217333,0.237,0.261333,0.284333,PM
AT2G45470,0.169222,0.290444,0.220111,0.319778,0.3048,0.1868,0.233,0.2748,PM
AT2G45960,0.199,0.301,0.238,0.262,0.29825,0.202375,0.20625,0.293375,PM
AT2G47000,0.167111,0.327333,0.228222,0.277333,0.281826,0.209696,0.233565,0.274783,PM
AT3G01290,0.2416,0.2919,0.1918,0.2747,0.3235,0.19325,0.22875,0.25425,PM
AT3G02880,0.154,0.31525,0.245,0.286,0.233,0.2236,0.2616,0.2816,PM
AT3G07160,0.1565,0.297786,0.268429,0.277357,0.246937,0.24025,0.25175,0.261063,PM
AT3G07390,0.168333,0.31075,0.222,0.29875,0.306333,0.188,0.217667,0.287667,PM
AT3G11820,0.241,0.265,0.257,0.237,0.28,0.2495,0.2465,0.2235,PM
AT3G14840,0.163,0.2928,0.2607,0.2833,0.237875,0.24225,0.2435,0.276375,PM
AT3G17840,0.169,0.29925,0.22725,0.30425,0.27275,0.228,0.2375,0.26175,PM
AT3G23750,0.182,0.295,0.204,0.318,0.277667,0.226222,0.224333,0.271778,PM
AT3G24550,0.13,0.301,0.271,0.299,0.257,0.2345,0.226,0.2825,PM
AT3G25290,0.1446,0.298,0.2452,0.3126,0.166,0.283,0.2425,0.308,PM
AT3G25780,0.1478,0.2464,0.2938,0.3124,0.256,0.2365,0.2575,0.2505,PM
AT3G28450,0.1905,0.3115,0.232667,0.265333,0.276,0.229429,0.214714,0.279714,PM
AT3G28860,0.1898,0.2818,0.2246,0.3034,0.297857,0.205857,0.221571,0.274857,PM
AT3G47200,0.1782,0.2554,0.222,0.3444,0.327,0.225,0.209,0.239,PM
AT3G47950,0.173,0.280667,0.237,0.309333,0.242,0.226333,0.216333,0.315333,PM
AT3G51550,0.163,0.31,0.249,0.2782,0.284667,0.2155,0.227333,0.2725,PM
AT3G51740,0.148286,0.290429,0.252714,0.308857,0.247667,0.233333,0.213333,0.306,PM
AT3G53480,0.232,0.281,0.219,0.268,0.233,0.239,0.248667,0.279333,PM
AT3G60190,0.181,0.285,0.250667,0.283,0.301,0.235,0.227,0.237,PM
AT3G60900,0.178,0.289667,0.208333,0.323667,0.30725,0.17975,0.229,0.28375,PM
AT4G03550,0.1515,0.319375,0.23625,0.293125,0.2812,0.2224,0.2344,0.2619,PM
AT4G08850,0.177667,0.305,0.228,0.289,0.247667,0.208667,0.248333,0.295333,PM
AT4G12420,0.1685,0.2987,0.2296,0.3029,0.287778,0.202111,0.220778,0.289222,PM
AT4G12730,0.199,0.282,0.244,0.276,0.296667,0.223,0.211333,0.269333,PM
AT4G16120,0.0978333,0.286333,0.323,0.292833,0.164167,0.285333,0.3005,0.249833,PM
AT4G20830,0.174417,0.290917,0.246333,0.28825,0.2723,0.207,0.2321,0.2887,PM
AT4G23650,0.214333,0.279333,0.237667,0.268667,0.3,0.234,0.201,0.2645,PM
AT4G25240,0.188286,0.300429,0.234714,0.276429,0.2766,0.2254,0.2252,0.2728,PM
AT4G25900,0.1934,0.3106,0.2254,0.2702,0.2415,0.2005,0.246,0.3115,PM
AT4G26690,0.160167,0.322333,0.219667,0.297833,0.304,0.198667,0.226833,0.2705,PM
AT4G27520,0.1874,0.2986,0.2248,0.2892,0.289,0.206667,0.216,0.288667,PM
AT4G29900,0.16225,0.31625,0.24125,0.2795,0.2935,0.196167,0.220333,0.29,PM
AT4G30190,0.173857,0.292714,0.256143,0.277429,0.251667,0.222333,0.236,0.289833,PM
AT4G32410,0.0766667,0.298667,0.319667,0.305333,0.118667,0.277,0.326667,0.277667,PM
AT4G33430,0.168,0.3165,0.244,0.272,0.282667,0.236333,0.223333,0.257,PM
AT4G35100,0.166737,0.293,0.234789,0.305474,0.275154,0.227308,0.204077,0.293231,PM
AT4G35230,0.191,0.3018,0.2332,0.2736,0.3245,0.217,0.2075,0.251333,PM
AT4G35790,0.185,0.319,0.244,0.252,0.330444,0.200444,0.208889,0.26,PM
