Protein.ID,Sum.of.peptides.used.for.identification.across.all.four.LOPIT.experiments,LOPIT1_Protein.mascot.score,LOPIT1_No.of.distinct.peptides.identified,LOPIT1A_No.Of.MSMS.spectra.quantified,LOPIT1A_114,LOPIT1A_115,LOPIT1A_116,LOPIT1A_117,LOPIT1B_No.Of.MSMS.spectra.quantified,LOPIT1B_114,LOPIT1B_115,LOPIT1B_116,LOPIT1B_117,LOPIT2_Protein.mascot.score,LOPI2_No.of.distinct.peptides.identified,LOPIT2A_No.Of.MSMS.spectra.quantified,LOPIT2A_114,LOPIT2A_115,LOPIT2A_116,LOPIT2A_117,LOPIT2B_No.Of.MSMS.spectra.quantified,LOPIT2B_114,LOPIT2B_115,LOPIT2B_116,LOPIT2B_117,LOPIT3_Protein.mascot.score,LOPI3_No.of.distinct.peptides.identified,LOPIT3A_No.Of.MSMS.spectra.quantified,LOPIT3A_114,LOPIT3A_115,LOPIT3A_116,LOPIT3A_117,LOPIT3B_No.Of.MSMS.spectra.quantified,LOPIT3B_114,LOPIT3B_115,LOPIT3B_116,LOPIT3B_117,LOPIT4_Protein.mascot.score,LOPIT4_No.of.distinct.peptides.identified,LOPIT4A_No.Of.MSMS.spectra.quantified,LOPIT4A_114,LOPIT4A_115,LOPIT4A_116,LOPIT4A_117,LOPIT4B_No.Of.MSMS.spectra.quantified,LOPIT4B_114,LOPIT4B_115,LOPIT4B_116,LOPIT4B_117
AT1G03860,20,407.21,7,13,0.1393125,0.1934375,0.2751875,0.3919375,19,0.1215384615,0.1978461538,0.2850769231,0.3955769231,472.01,7,4,0.0225,0.15325,0.3395,0.485,2,0.0466666667,0.225,0.3196666667,0.4093333333,315.2,6,5,0.1625714286,0.1918571429,0.2585714286,0.3871428571,2,0.0955,0.3185,0.2225,0.3635,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT2G29080,20,578.57,10,5,0.0494,0.1692,0.3284,0.4528,7,0.0897142857,0.199,0.2997142857,0.4115714286,289.73,6,2,0.0506666667,0.1776666667,0.3606666667,0.411,5,0.0347142857,0.1571428571,0.328,0.4807142857,165.19,4,5,0.1784,0.2056,0.2368,0.379,4,0.10925,0.31125,0.2115,0.36775,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT3G60750,20,87.42,2,2,0.0995,0.305,0.3115,0.284,2,0.298,0.225,0.211,0.2665,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,278.2,6,2,0.0935,0.232,0.316,0.359,3,0.0933333333,0.347,0.244,0.3156666667,602.52,12,10,0.1275384615,0.1907692308,0.3260769231,0.3555384615,6,0.1554444444,0.2234444444,0.2917777778,0.3295555556
AT5G54100,20,323.75,6,3,0.164,0.2073333333,0.301,0.3283333333,2,0.0703333333,0.1723333333,0.34,0.4176666667,479.47,9,4,0.0344,0.1722,0.3362,0.457,5,0.0462857143,0.1712857143,0.3295714286,0.4525714286,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,254.27,5,2,0.1175,0.203,0.2705,0.409,1,0.168,0.159,0.282,0.391
AT1G09630,20,386.76,7,4,0.242,0.2498,0.2952,0.2132,5,0.2958571429,0.2394285714,0.2327142857,0.232,382,7,1,0.225,0.277,0.279,0.219,4,0.1968333333,0.2471666667,0.3041666667,0.2516666667,296.54,6,0,NA,NA,NA,NA,2,0.1543333333,0.2656666667,0.3133333333,0.266,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT2G32920,19,124.42,3,7,0.3221428571,0.3017142857,0.1998571429,0.1765714286,3,0.548,0.18325,0.1435,0.12575,110.07,2,3,0.35475,0.31575,0.15375,0.17575,8,0.3814444444,0.2934444444,0.18,0.145,455.74,9,28,0.2644482759,0.2775517241,0.2482413793,0.2096896552,16,0.2077407407,0.2387777778,0.3172962963,0.2362222222,228.02,5,17,0.3609473684,0.2195263158,0.2032105263,0.2162631579,16,0.3606315789,0.1870526316,0.2156315789,0.2365789474
AT1G35620,19,255.27,4,14,0.2882666667,0.3164666667,0.2141333333,0.1811333333,7,0.4037142857,0.2478571429,0.187,0.1614285714,275.39,5,5,0.2544,0.3388,0.24,0.1664,8,0.290375,0.28725,0.217625,0.204875,235.41,5,14,0.2111333333,0.2424666667,0.2552,0.2913333333,8,0.2120833333,0.24275,0.3463333333,0.1986666667,217.27,5,16,0.2827647059,0.2087058824,0.2396470588,0.2687058824,7,0.3818571429,0.1854285714,0.2088571429,0.224
AT4G12650,19,125.73,3,9,0.102,0.3102222222,0.3332222222,0.2547777778,7,0.2094444444,0.3055555556,0.2587777778,0.2264444444,328,7,6,0.0935714286,0.3831428571,0.3195714286,0.2037142857,7,0.14475,0.36625,0.289125,0.200125,302.37,6,21,0.172137931,0.2633448276,0.3080344828,0.2563103448,5,0.1328333333,0.3181666667,0.313,0.2363333333,150.15,3,20,0.2334,0.27592,0.265,0.22572,3,0.1803333333,0.2676666667,0.275,0.277
AT5G42570,19,239.12,4,22,0.271,0.2799090909,0.2304545455,0.2184545455,5,0.4238,0.253,0.1644,0.1584,282.32,5,10,0.2777,0.3458,0.2239,0.1524,10,0.3104,0.3041,0.2203,0.1649,298.74,6,9,0.2234444444,0.2792222222,0.2572222222,0.2403333333,11,0.2084705882,0.2514117647,0.3084705882,0.2317647059,215.83,4,6,0.2905,0.2135,0.2018333333,0.2941666667,3,0.239,0.1836666667,0.2333333333,0.3443333333
AT2G39960,19,234.78,5,17,0.2867647059,0.3150588235,0.2081176471,0.1905882353,6,0.385375,0.233875,0.200625,0.18025,228.08,5,6,0.2237142857,0.3512857143,0.2561428571,0.1688571429,9,0.2418,0.3149,0.2408,0.2024,234.59,5,14,0.2301176471,0.279,0.2623529412,0.2287058824,9,0.1808,0.2790666667,0.312,0.228,176.45,4,7,0.3511428571,0.2128571429,0.212,0.2238571429,8,0.3476666667,0.1942222222,0.2218888889,0.2362222222
AT4G32470,19,255.05,5,11,0.0666086957,0.1692608696,0.3384347826,0.4252608696,14,0.0888571429,0.1823714286,0.2949714286,0.4340285714,261.26,5,3,0.021625,0.141125,0.359,0.47825,10,0.0542380952,0.1816666667,0.3214285714,0.4428571429,243.22,5,9,0.1436666667,0.1947777778,0.2341111111,0.4273333333,8,0.1217777778,0.2614444444,0.2233888889,0.3934444444,218.9,4,13,0.1514285714,0.171952381,0.2536666667,0.4231428571,6,0.1323333333,0.1520833333,0.2940833333,0.4215
AT4G32400,19,134.88,3,7,0.0972857143,0.1742857143,0.2782857143,0.4504285714,4,0.07125,0.12825,0.33525,0.46525,246.43,5,1,0.067,0.097,0.271,0.565,4,0.0575,0.096,0.26425,0.582,216.13,5,12,0.1266666667,0.16725,0.282,0.4241666667,6,0.0915,0.317875,0.167375,0.423125,297.32,6,21,0.1547916667,0.2294583333,0.295625,0.32025,14,0.1346428571,0.2231428571,0.3361428571,0.3060714286
AT3G08630,19,306.48,5,7,0.088,0.1617142857,0.3637142857,0.3864285714,8,0.1041111111,0.1435555556,0.3343333333,0.4183333333,299.57,5,5,0.0396,0.0854,0.2784,0.5968,8,0.0603,0.101,0.3286,0.5099,198.22,4,8,0.0715,0.17,0.331,0.427625,7,0.0843,0.3636,0.176,0.3765,256.26,5,13,0.1447058824,0.2493529412,0.3248823529,0.2809411765,10,0.0784545455,0.2334545455,0.3661818182,0.322
AT2G31190,19,275.95,6,6,0.1141666667,0.1666666667,0.2936666667,0.426,6,0.0828888889,0.1291111111,0.3404444444,0.4477777778,229.49,5,4,0.057,0.104,0.2755,0.5635,4,0.08075,0.16625,0.2985,0.45475,146.7,3,3,0.129,0.1966666667,0.287,0.3873333333,4,0.0988571429,0.3251428571,0.2001428571,0.3761428571,254.37,5,17,0.1764117647,0.2262941176,0.3028235294,0.2943529412,11,0.1507272727,0.2179090909,0.3445454545,0.2869090909
AT3G25780,19,200.48,3,5,0.1478,0.2464,0.2938,0.3124,2,0.256,0.2365,0.2575,0.2505,217.9,4,3,0.1243333333,0.203,0.2673333333,0.4053333333,5,0.1158,0.1996,0.3144,0.3706,290.04,6,13,0.1815384615,0.2565384615,0.2748461538,0.2870769231,6,0.1348,0.294,0.2687,0.3026,318.01,6,14,0.2314285714,0.2220714286,0.2681428571,0.2785714286,6,0.1556666667,0.229,0.3065,0.309
AT5G13640,19,327.56,7,7,0.2564285714,0.315,0.2234285714,0.2054285714,8,0.377,0.2271111111,0.21,0.1856666667,303.05,7,9,0.2605454545,0.3383636364,0.2331818182,0.168,14,0.2925,0.3104375,0.226,0.1708125,95.52,2,3,0.2343333333,0.2616666667,0.2616666667,0.2426666667,3,0.1964,0.2342,0.34,0.2294,112.21,3,9,0.34,0.2296666667,0.2286666667,0.2016666667,1,0.297,0.199,0.253,0.251
AT1G01610,19,365.81,7,9,0.2091,0.2877,0.2629,0.2403,12,0.2863571429,0.2662142857,0.2347142857,0.2128571429,259.13,5,5,0.15,0.2972,0.3292,0.2236,7,0.154,0.2794285714,0.323,0.2432857143,212.09,4,2,0.127,0.3095,0.334,0.2295,6,0.170625,0.27875,0.324125,0.226375,203.61,3,11,0.3148461538,0.2319230769,0.2303076923,0.2226923077,2,0.237,0.2245,0.2715,0.267
AT3G51430,19,230.31,4,6,0.2668333333,0.2933333333,0.2203333333,0.2195,6,0.4288333333,0.2021666667,0.1895,0.1796666667,244.09,4,4,0.2946666667,0.3335,0.2208333333,0.1506666667,6,0.339875,0.284375,0.202375,0.17325,230.79,5,8,0.2428,0.2944,0.2542,0.2087,1,0.177,0.239,0.356,0.228,282.47,6,16,0.3558947368,0.2265789474,0.2078421053,0.2098947368,6,0.34,0.1988333333,0.2315,0.2298333333
AT1G72370,19,141.5,3,2,0.291,0.209,0.2285,0.2715,5,0.2806,0.1978,0.2354,0.286,208.18,4,6,0.2184285714,0.1308571429,0.2348571429,0.4158571429,6,0.1581428571,0.1355714286,0.2677142857,0.4387142857,342.62,7,7,0.2354285714,0.1922857143,0.236,0.336,9,0.12575,0.2815,0.2378125,0.355375,254.24,5,9,0.1951818182,0.1999090909,0.2465454545,0.3585454545,5,0.2954,0.1456,0.2392,0.3196
AT1G65020,19,226.53,4,5,0.2356,0.3004,0.2348,0.229,1,0.328,0.261,0.205,0.205,367.69,7,10,0.2425,0.365,0.2292,0.1633,4,0.25575,0.3045,0.24575,0.19375,184.25,4,5,0.2504,0.254,0.2444,0.251,9,0.1863333333,0.25725,0.3225,0.234,178.8,4,10,0.2949,0.2316,0.2326,0.241,3,0.315,0.2086666667,0.234,0.2426666667
AT3G28720,19,295.41,6,6,0.2351666667,0.2641666667,0.2978333333,0.2026666667,9,0.3667,0.2239,0.2091,0.2001,313,6,7,0.2354285714,0.3102857143,0.2708571429,0.1837142857,4,0.305,0.2302,0.2594,0.205,123.32,3,2,0.206,0.303,0.287,0.2045,4,0.1651428571,0.2621428571,0.3137142857,0.259,225.23,4,8,0.364,0.237375,0.2155,0.183125,5,0.2674,0.2152,0.2676,0.25
AT3G51460,19,266.4,5,3,0.243,0.3033333333,0.228,0.2263333333,7,0.3513333333,0.2405555556,0.2068888889,0.2013333333,410.55,9,5,0.2505,0.3575,0.233,0.1588333333,14,0.2894666667,0.2916666667,0.2238666667,0.1949333333,105.65,3,2,0.264,0.2775,0.261,0.1975,6,0.22525,0.25025,0.315875,0.2085,70.77,2,6,0.2841666667,0.2173333333,0.24,0.2585,2,0.3575,0.1675,0.207,0.268
AT3G51050,19,228.36,4,5,0.2686,0.2908,0.2354,0.2054,4,0.39875,0.205,0.227,0.1695,231.57,4,3,0.237,0.2773333333,0.2876666667,0.1976666667,3,0.2553333333,0.2573333333,0.2946666667,0.1926666667,268.53,6,5,0.2032,0.257,0.3122,0.2278,4,0.1901428571,0.2737142857,0.2811428571,0.2545714286,245.38,5,7,0.3407142857,0.2397142857,0.2287142857,0.1905714286,4,0.25375,0.2035,0.2555,0.28725
AT5G54500,19,179.58,3,1,0.237,0.237,0.256,0.271,0,NA,NA,NA,NA,169.5,3,6,0.2538571429,0.2242857143,0.2521428571,0.2698571429,7,0.2102857143,0.2264285714,0.2781428571,0.2852857143,370.81,7,13,0.2736923077,0.2123076923,0.2265384615,0.2873846154,6,0.207375,0.26375,0.2895,0.239625,394.41,6,28,0.2372857143,0.2388857143,0.2665428571,0.2572,10,0.24225,0.1984166667,0.2860833333,0.2731666667
AT5G55070,19,112.7,3,2,0.0795,0.1765,0.3535,0.3905,4,0.1005,0.202,0.3075,0.39025,174.28,4,0,NA,NA,NA,NA,3,0.0916666667,0.162,0.3406666667,0.406,220.61,5,11,0.1448181818,0.1772727273,0.2334545455,0.4444545455,2,0.0955,0.236,0.2045,0.4635,331.29,7,11,0.1668181818,0.1896363636,0.2551818182,0.3882727273,15,0.1736,0.1611333333,0.2769333333,0.3884666667
AT1G78920,19,240.22,4,8,0.159375,0.252,0.317375,0.271,9,0.2302222222,0.2328888889,0.2875555556,0.2493333333,327.28,6,6,0.1244285714,0.2222857143,0.3958571429,0.2574285714,5,0.1684,0.252,0.3242,0.2556,185.34,4,1,0.232,0.222,0.275,0.272,0,NA,NA,NA,NA,279.4,5,8,0.312,0.2483,0.2219,0.2179,2,0.2155,0.2175,0.2725,0.294
AT2G18330,19,281.31,6,5,0.056,0.1824,0.2856,0.4758,4,0.09,0.17125,0.3265,0.41225,385.59,8,5,0.059,0.1594,0.3178,0.464,11,0.0863636364,0.1980909091,0.31,0.4050909091,111.27,3,2,0.045,0.1295,0.2055,0.6195,1,0.214,0.251,0.262,0.273,81.72,2,0,NA,NA,NA,NA,1,0.111,0.132,0.306,0.451
AT5G40810,19,321.29,5,8,0.097,0.190625,0.32175,0.3905,10,0.0939166667,0.2175833333,0.3375833333,0.3508333333,298.52,5,1,0.019,0.122,0.336,0.523,1,0.105,0.269,0.242,0.384,166.72,3,1,0.112,0.153,0.178,0.558,0,NA,NA,NA,NA,289.94,6,3,0.1284,0.156,0.25,0.465,3,0.1673333333,0.1836666667,0.302,0.3466666667
AT2G41560,19,159.47,3,1,0.498,0.156,0.205,0.14,1,0.468,0.185,0.165,0.182,323.79,7,4,0.60925,0.1385,0.121,0.131,10,0.5016,0.1517,0.1551,0.1918,180.66,5,1,0.398,0.157,0.18,0.266,0,NA,NA,NA,NA,159.95,4,1,0.305,0.227,0.231,0.238,3,0.4926666667,0.143,0.1763333333,0.1873333333
AT4G25900,19,273.24,5,7,0.1941111111,0.3152222222,0.2231111111,0.2674444444,5,0.24075,0.199125,0.24625,0.313375,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,305.03,7,4,0.1464,0.2168,0.2702,0.366,7,0.1446428571,0.2748571429,0.2748571429,0.3057142857,336.18,7,23,0.2204,0.2238333333,0.2792,0.2767666667,14,0.2337058824,0.2028235294,0.2897058824,0.2739411765
AT3G47930,19,306.79,6,11,0.1283636364,0.2044545455,0.2936363636,0.3737272727,9,0.1195555556,0.1791111111,0.2816666667,0.4198888889,332.24,7,5,0.0636,0.1648,0.3016,0.47,10,0.0504,0.17,0.3004,0.4794,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,265.82,6,9,0.1584,0.1961,0.2733,0.3725,4,0.2415,0.1823333333,0.2806666667,0.2956666667
AT5G56360,19,55.37,1,2,0.3465,0.3155,0.2005,0.1375,0,NA,NA,NA,NA,166.53,3,3,0.36525,0.30825,0.15925,0.1675,0,NA,NA,NA,NA,492.7,9,16,0.2506842105,0.3098947368,0.2664210526,0.1728947368,6,0.1835,0.2398333333,0.3463333333,0.23025,275.68,6,11,0.356,0.2115,0.2144166667,0.218,8,0.3936666667,0.1861111111,0.2062222222,0.2138888889
AT4G36480,19,323.34,7,2,0.243,0.242,0.2205,0.2945,10,0.3633,0.2567,0.1884,0.1914,363.29,7,8,0.25825,0.36425,0.231625,0.145875,15,0.2978666667,0.3219333333,0.2112666667,0.1690666667,228.96,5,1,0.269,0.281,0.225,0.225,5,0.2005,0.2578333333,0.3336666667,0.2081666667,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT5G03520,19,246.45,5,1,0.281,0.282,0.215,0.222,2,0.2116666667,0.263,0.251,0.274,374.99,7,0,NA,NA,NA,NA,1,0.172,0.225,0.312,0.292,352.7,7,3,0.271,0.188,0.2365,0.30425,2,0.2142,0.2598,0.2788,0.2466,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT3G18480,19,244.04,6,7,0.16125,0.153625,0.35,0.335625,4,0.1076666667,0.1611666667,0.3696666667,0.3618333333,622.91,13,13,0.065,0.1465714286,0.4685,0.3200714286,26,0.0710344828,0.1866206897,0.4286206897,0.3137931034,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT1G27950,18,236.95,5,20,0.167,0.30965,0.246,0.27745,10,0.2635,0.2538,0.2269,0.2559,175.62,3,7,0.1185714286,0.2407142857,0.2874285714,0.353,3,0.149,0.2243333333,0.2933333333,0.3333333333,219.16,5,16,0.164,0.236375,0.268125,0.331375,13,0.1643333333,0.2789333333,0.2959333333,0.2605333333,223.1,5,15,0.219,0.211875,0.28325,0.286,20,0.17485,0.23655,0.28795,0.3009
AT4G23630,18,158.1,4,7,0.2695714286,0.3182857143,0.227,0.1855714286,13,0.3688461538,0.2984615385,0.1861538462,0.1464615385,170.08,4,10,0.2551666667,0.3604166667,0.231,0.153,16,0.2915555556,0.3531111111,0.2084444444,0.1467222222,282.12,6,24,0.2164166667,0.2665416667,0.257,0.260125,6,0.2355555556,0.237,0.3248888889,0.2023333333,174.49,4,5,0.3422,0.198,0.2156,0.2446,5,0.2992,0.1846,0.2494,0.2668
AT1G10950,18,249.16,5,10,0.1491,0.2112,0.3389,0.3009,9,0.1868888889,0.2093333333,0.3243333333,0.2795555556,313.31,6,8,0.0673333333,0.1715555556,0.4617777778,0.2997777778,10,0.0971,0.2016,0.4005,0.3008,163.74,3,8,0.0938,0.2894,0.4175,0.1993,5,0.1004444444,0.3768888889,0.2263333333,0.2963333333,245.61,4,19,0.2770526316,0.2519473684,0.2551052632,0.2158947368,15,0.1436111111,0.318,0.2658888889,0.2723888889
AT2G38650,18,156.96,3,5,0.1912,0.2474,0.2808,0.2806,6,0.176,0.229,0.318,0.27725,146.93,3,5,0.066,0.1868,0.4498,0.2974,14,0.088,0.2338125,0.4114375,0.2666875,160.87,4,8,0.1276,0.2292,0.3209,0.3224,2,0.068,0.36,0.219,0.353,352.59,8,20,0.1909090909,0.2705454545,0.2846363636,0.2539090909,5,0.1816,0.2716,0.2864,0.2602
AT1G65270,18,190.96,4,5,0.2717142857,0.2985714286,0.233,0.1968571429,6,0.435375,0.2305,0.197375,0.136875,116.03,2,4,0.2978,0.3202,0.2464,0.136,4,0.3048571429,0.2957142857,0.2334285714,0.166,299.89,7,9,0.2138888889,0.2738888889,0.261,0.2513333333,6,0.221,0.2737,0.3002,0.2046,231.86,5,11,0.3688,0.2217333333,0.214,0.1957333333,8,0.3525,0.189875,0.229875,0.227625
AT2G29960,18,84.41,2,3,0.2476666667,0.278,0.2426666667,0.231,1,0.486,0.19,0.176,0.149,146.78,3,4,0.3354,0.2874,0.2086,0.1686,5,0.3561428571,0.2682857143,0.2077142857,0.1677142857,371.77,8,9,0.273,0.2928333333,0.2455833333,0.18875,10,0.2041333333,0.2478666667,0.343,0.2051333333,241.72,5,5,0.3796666667,0.2006666667,0.2241666667,0.196,12,0.4665714286,0.1552857143,0.1788571429,0.1992857143
AT5G05000,18,183.58,4,6,0.1213333333,0.1793333333,0.2468333333,0.4526666667,7,0.1042857143,0.1675714286,0.3267142857,0.4011428571,395.24,7,7,0.0421428571,0.0762857143,0.2494285714,0.6325714286,4,0.05175,0.0775,0.28625,0.5845,149.9,3,4,0.10925,0.1485,0.25175,0.4905,5,0.0881666667,0.321,0.1881666667,0.4031666667,197.69,4,6,0.1466666667,0.1898333333,0.3011666667,0.362,9,0.0954444444,0.1936666667,0.3421111111,0.3685555556
AT3G57010,18,224.67,3,7,0.2708571429,0.3081428571,0.2147142857,0.2065714286,15,0.3384666667,0.2617333333,0.1987333333,0.2007333333,395.63,7,4,0.2786,0.34,0.2232,0.1584,6,0.2903333333,0.2923333333,0.2283333333,0.1891666667,201.74,4,3,0.2886666667,0.251,0.2326666667,0.228,3,0.25,0.21825,0.34375,0.18775,219.15,4,3,0.38075,0.236,0.18625,0.1975,2,0.422,0.178,0.2095,0.1915
AT5G40000,18,228.38,5,2,0.269,0.264,0.2395,0.2275,4,0.34075,0.194,0.19775,0.2675,108.06,2,1,0.201,0.257,0.297,0.245,3,0.2116666667,0.2586666667,0.255,0.2746666667,243.33,5,6,0.2185555556,0.2337777778,0.2475555556,0.2998888889,5,0.201625,0.248,0.29925,0.251,286.97,6,11,0.2449230769,0.2291538462,0.2576153846,0.2685384615,6,0.1931111111,0.2216666667,0.3173333333,0.268
AT4G21180,18,109.51,3,4,0.2708,0.2824,0.228,0.2188,6,0.3668333333,0.2261666667,0.2003333333,0.2066666667,393.38,9,6,0.2532857143,0.3208571429,0.2494285714,0.1762857143,11,0.2539285714,0.3046428571,0.2418571429,0.1995,107.88,3,2,0.2685,0.2575,0.2615,0.212,3,0.20275,0.26625,0.31675,0.21425,112.28,3,4,0.3625714286,0.2157142857,0.2168571429,0.2045714286,1,0.403,0.166,0.227,0.204
AT1G27190,18,187.73,4,5,0.167,0.2974,0.2508,0.2848,5,0.2568,0.2572,0.2176,0.268,246.63,4,4,0.14,0.257,0.28625,0.317,3,0.1726666667,0.233,0.2713333333,0.3233333333,243.66,5,1,0.16,0.243,0.289,0.308,7,0.151,0.2947777778,0.2751111111,0.2787777778,268.52,5,6,0.2118333333,0.223,0.2766666667,0.2881666667,4,0.18475,0.216,0.2975,0.302
AT1G51590,18,146.68,3,3,0.1436666667,0.1993333333,0.347,0.3103333333,4,0.073,0.17325,0.4095,0.3445,297.03,6,4,0.0388,0.1388,0.476,0.346,6,0.075,0.183,0.4425,0.2996666667,136.2,3,1,0.065,0.248,0.445,0.242,4,0.1025,0.387,0.2383333333,0.2721666667,274.85,6,6,0.2245,0.258,0.2713333333,0.2465,6,0.181,0.244,0.2831666667,0.292
AT1G51570,18,370.29,7,3,0.28975,0.32125,0.21,0.17925,7,0.3947,0.2411,0.1902,0.1738,193.8,4,4,0.241,0.346,0.2302,0.183,3,0.2756666667,0.3003333333,0.2323333333,0.1913333333,157.9,4,1,0.222,0.257,0.27,0.25,3,0.2543333333,0.229,0.3063333333,0.2103333333,122.61,3,2,0.2193333333,0.2023333333,0.24,0.3383333333,1,0.316,0.17,0.23,0.284
AT4G37820,18,214.75,4,2,0.152,0.2295,0.3305,0.288,3,0.0943333333,0.2153333333,0.3593333333,0.3303333333,265.49,5,4,0.051,0.2015,0.48325,0.26375,1,0.076,0.233,0.459,0.232,230.6,5,4,0.0795,0.262,0.4485,0.21,2,0.098,0.42,0.2135,0.2685,200.38,4,6,0.2091666667,0.3056666667,0.2831666667,0.2018333333,1,0.16,0.301,0.288,0.251
AT5G13420,18,150.56,3,4,0.15725,0.2875,0.2685,0.28625,2,0.156,0.217,0.2245,0.4025,89.11,2,0,NA,NA,NA,NA,1,0.141,0.176,0.333,0.351,283.24,5,3,0.1653333333,0.2423333333,0.276,0.3166666667,7,0.0922,0.3547,0.2354,0.318,479.7,8,23,0.1613913043,0.2093478261,0.3157826087,0.3135652174,15,0.1607058824,0.2329411765,0.281,0.3253529412
AT5G05520,18,277.17,5,4,0.07325,0.16775,0.31475,0.44475,9,0.0749166667,0.1818333333,0.3286666667,0.4149166667,453.14,8,5,0.0591666667,0.1438333333,0.302,0.4951666667,7,0.0488571429,0.1494285714,0.3254285714,0.4762857143,69.2,2,1,0.105,0.154,0.224,0.516,1,0.112,0.304,0.25,0.334,119.82,3,6,0.1655,0.2155,0.265,0.3546666667,0,NA,NA,NA,NA
AT5G27850,18,311.5,6,9,0.2483333333,0.2536666667,0.2401111111,0.2581111111,10,0.3483,0.2043,0.2164,0.2311,342.28,5,9,0.2091111111,0.1716666667,0.1841111111,0.435,15,0.1875333333,0.1708666667,0.2066,0.4346666667,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,312.61,7,15,0.2342,0.2067333333,0.2534,0.3055333333,11,0.3666363636,0.1515454545,0.2247272727,0.257
AT5G58710,18,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,141.19,3,2,0.2985,0.325,0.1985,0.1775,1,0.329,0.369,0.184,0.117,428.86,8,13,0.2926923077,0.2877692308,0.2435384615,0.1756153846,13,0.2052692308,0.2397307692,0.3633846154,0.1915,358.9,7,3,0.4073333333,0.2193333333,0.1916666667,0.1816666667,11,0.4023333333,0.1763333333,0.2020833333,0.219
AT5G24690,18,258.55,5,8,0.086875,0.175375,0.303125,0.434375,9,0.1169,0.1702,0.3228,0.3904,461.19,9,3,0.0436666667,0.0833333333,0.2466666667,0.6263333333,5,0.0422,0.0898,0.3188,0.5492,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,172.64,4,8,0.1565555556,0.2177777778,0.3183333333,0.3076666667,4,0.1165,0.21825,0.347,0.3185
AT3G56190,18,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,112.64,3,0,NA,NA,NA,NA,1,0.219,0.224,0.281,0.276,442.98,9,10,0.2008,0.286,0.2875,0.2257,13,0.1488095238,0.3068095238,0.3014285714,0.2428095238,308.14,6,17,0.2717142857,0.2416666667,0.240952381,0.2458095238,6,0.2521428571,0.2084285714,0.2514285714,0.2877142857
AT1G27770,18,402.1,8,9,0.272,0.3472,0.2039,0.1765,7,0.352375,0.247875,0.194,0.205375,371.15,8,7,0.2632857143,0.3338571429,0.2415714286,0.1612857143,8,0.267,0.307875,0.232,0.193375,97.66,2,0,NA,NA,NA,NA,3,0.16475,0.248,0.32125,0.26625,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA
AT5G37510,18,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,549.12,11,11,0.1173636364,0.18,0.2410909091,0.4618181818,15,0.1028214286,0.3068214286,0.2278571429,0.3628571429,333.5,7,17,0.1463888889,0.1845555556,0.2573333333,0.4117777778,7,0.1751428571,0.1757142857,0.2755714286,0.3734285714
AT3G13860,18,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,509.99,11,12,0.1055,0.1620833333,0.2423333333,0.4899166667,9,0.1075384615,0.3020769231,0.215,0.3757692308,346.48,7,9,0.1555,0.1876,0.2479,0.4088,10,0.1730909091,0.1806363636,0.2806363636,0.3656363636
AT3G55410,18,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,471.58,10,11,0.1632727273,0.1610909091,0.2224545455,0.4532727273,5,0.102875,0.2845,0.212,0.40025,363.15,8,9,0.1430909091,0.1644545455,0.2545454545,0.4379090909,5,0.1731666667,0.1648333333,0.2588333333,0.4033333333
AT4G01320,17,276.43,6,6,0.3015,0.315,0.2031666667,0.1805,8,0.3815,0.253875,0.188875,0.176,311.18,6,8,0.241875,0.3345,0.25,0.1735,13,0.279,0.3190714286,0.2159285714,0.186,142.33,3,10,0.2151,0.2594,0.2612,0.2645,8,0.1742,0.2779,0.3189,0.2291,99.98,2,7,0.3287142857,0.2261428571,0.2158571429,0.2291428571,3,0.3513333333,0.1793333333,0.226,0.243
