"AT4G00740";0.198706;0.234765;0.363882;0.202471;0.151571;0.315214;0.204429;0.328714;"GA"
"AT4G00750";0.197;0.2385;0.361;0.204;0.176;0.310143;0.203429;0.310714;"GA"
"AT4G12650";0.20531;0.259881;0.295143;0.239595;0.156357;0.327321;0.211464;0.304964;"GA"
"AT4G14360";0.242;0.233;0.294;0.231;0.131;0.3086;0.2258;0.3348;"GA"
"AT4G17430";0.212333;0.216333;0.354;0.217333;0.125333;0.316833;0.214667;0.343333;"GA"
"AT4G18030";0.158735;0.236853;0.395206;0.209147;0.133632;0.315632;0.217603;0.333353;"GA"
"AT4G30990";0.2396;0.221;0.3282;0.2108;0.1962;0.2852;0.1924;0.3264;"GA"
"AT4G34960";0.111;0.274;0.418;0.197;0.1312;0.321;0.2168;0.3306;"GA"
"AT4G37690";0.145941;0.261294;0.361941;0.230647;0.12525;0.32375;0.250417;0.300417;"GA"
"AT4G37820";0.156;0.166;0.416;0.263;0.1265;0.30875;0.22125;0.34325;"GA"
"AT4G38240";0.2165;0.2225;0.38;0.1805;0.168833;0.3125;0.194667;0.324333;"GA"
"AT4G38500";0.146;0.2342;0.423;0.1972;0.154571;0.303571;0.206857;0.334857;"GA"
"AT5G04060";0.159;0.284;0.324;0.233;0.1832;0.297;0.205;0.3148;"GA"
"AT5G04480";0.206;0.236;0.353;0.204333;0.173;0.273333;0.207;0.346333;"GA"
"AT5G10840";0.199704;0.239778;0.327407;0.233259;0.1175;0.3325;0.216286;0.333643;"GA"
"AT5G11730";0.168727;0.245818;0.366818;0.218727;0.180857;0.286429;0.214429;0.318143;"GA"
"AT5G14430";0.1684;0.216;0.424;0.1914;0.148778;0.330556;0.206667;0.314;"GA"
"AT5G14950";0.2256;0.2598;0.3646;0.1504;0.175111;0.307444;0.201222;0.316444;"GA"
"AT5G16910";0.171;0.238;0.329;0.262;0.1668;0.2997;0.2025;0.3309;"GA"
"AT5G18280";0.1745;0.2375;0.3845;0.2035;0.180625;0.29925;0.20175;0.31825;"GA"
"AT5G18485";0.182;0.247667;0.351667;0.218667;0.139;0.320348;0.207391;0.333391;"GA"
"AT5G25100";0.175939;0.244121;0.365121;0.214758;0.118171;0.322857;0.217886;0.341143;"GA"
"AT5G35160";0.160952;0.23781;0.369476;0.231857;0.14156;0.3134;0.216;0.32904;"GA"
"AT5G61240";0.1495;0.27375;0.41725;0.15975;0.166429;0.338;0.205714;0.290143;"GA"
"AT5G64030";0.128929;0.311071;0.365857;0.194286;0.17;0.296438;0.199375;0.33425;"GA"
"AT1G03860";0.1583;0.1194;0.1832;0.5392;0.1165;0.22;0.1825;0.481;"MT"
"AT1G51980";0.161833;0.148417;0.18925;0.500417;0.17968;0.26136;0.18968;0.3692;"MT"
"AT2G20360";0.2245;0.198;0.2215;0.3565;0.224;0.278;0.156;0.341;"MT"
"AT2G20800";0.137615;0.110077;0.161308;0.591154;0.157833;0.235;0.193167;0.414333;"MT"
"AT2G33040";0.189667;0.153556;0.213556;0.443111;0.134429;0.255143;0.198;0.412429;"MT"
"AT2G33220";0.1432;0.1484;0.2038;0.5044;0.104;0.237;0.196;0.463;"MT"
"AT3G08580";0.186506;0.153118;0.205741;0.454682;0.147878;0.230488;0.187951;0.433756;"MT"
"AT3G20000";0.178214;0.155357;0.2235;0.443071;0.185786;0.243214;0.183857;0.387143;"MT"
"AT3G27280";0.133875;0.1235;0.186;0.557125;0.110714;0.214143;0.203143;0.472286;"MT"
"AT3G47930";0.22;0.171333;0.239667;0.369;0.227;0.22;0.157;0.396;"MT"
"AT3G52300";0.174759;0.127379;0.172207;0.525517;0.139583;0.2175;0.187333;0.4555;"MT"
"AT3G54110";0.13795;0.1318;0.21585;0.5143;0.143444;0.243;0.190667;0.423;"MT"
"AT4G05020";0.128;0.111417;0.174417;0.58625;0.133917;0.24925;0.180333;0.436333;"MT"
"AT4G11010";0.150571;0.179571;0.336429;0.333286;0.121667;0.280667;0.222333;0.375333;"MT"
"AT4G29130";0.200071;0.147429;0.232;0.420786;0.111286;0.250429;0.190857;0.447429;"MT"
"AT5G09420";0.2245;0.18;0.212;0.384;0.142667;0.255;0.178;0.424667;"MT"
"AT5G13490";0.120667;0.112407;0.191407;0.575667;0.1172;0.22415;0.1938;0.46495;"MT"
"AT5G14040";0.179245;0.126604;0.194226;0.499981;0.137308;0.223308;0.184692;0.454654;"MT"
"AT5G19760";0.133;0.109222;0.179111;0.578778;0.117154;0.216385;0.196;0.470692;"MT"
"AT5G23300";0.163;0.147833;0.223833;0.465;0.148;0.26325;0.18375;0.40475;"MT"
"AT5G24650";0.129333;0.22;0.455333;0.195667;0.174571;0.260714;0.191857;0.373;"MT"
"AT5G58270";0.1584;0.1403;0.2468;0.4543;0.1474;0.251;0.1958;0.406;"MT"
"cob";0.12775;0.12275;0.20125;0.5485;0.125;0.228;0.169;0.478;"MT"
"cox2";0.142;0.108857;0.210714;0.538571;0.1362;0.2268;0.1882;0.4492;"MT"
"nad5";0.159;0.138;0.263;0.44;0.1265;0.2305;0.199;0.4435;"MT"
"orf25";0.135667;0.104167;0.184;0.576333;0.141143;0.232571;0.195429;0.430429;"MT"
"orfB";0.169;0.120222;0.178667;0.532;0.132667;0.2315;0.1795;0.456;"MT"
"AT1G02520";0.290185;0.205;0.24963;0.255074;0.193462;0.2655;0.189962;0.351231;"PM"
"AT1G03220";0.30525;0.248;0.2725;0.174;0.224333;0.296167;0.1745;0.305167;"PM"
"AT1G06840";0.281615;0.219923;0.246846;0.251615;0.192769;0.267077;0.190077;0.350308;"PM"
"AT1G11330";0.278833;0.201667;0.259167;0.2605;0.201167;0.270667;0.182333;0.345833;"PM"
"AT1G13280";0.1915;0.2495;0.3005;0.258;0.199;0.302;0.194667;0.304333;"PM"
"AT1G14830";0.288407;0.228407;0.258481;0.224667;0.212875;0.2675;0.205;0.314375;"PM"
"AT1G15210";0.2921;0.2104;0.2535;0.2436;0.21075;0.27625;0.17375;0.33925;"PM"
"AT1G22280";0.259;0.21825;0.258;0.264875;0.22;0.289625;0.183875;0.30625;"PM"
"AT1G27190";0.2935;0.200833;0.260833;0.2445;0.204;0.2576;0.1856;0.3526;"PM"
"AT1G27950";0.280348;0.202935;0.254652;0.261957;0.204923;0.2665;0.184077;0.344615;"PM"
"AT1G29980";0.271833;0.223;0.261833;0.243278;0.234429;0.276571;0.177857;0.311071;"PM"
"AT1G30360";0.31212;0.20172;0.23508;0.251;0.206714;0.263286;0.186143;0.343905;"PM"
"AT1G32090";0.257889;0.195556;0.268556;0.277889;0.188846;0.263;0.190077;0.358154;"PM"
"AT1G56140";0.261389;0.202444;0.276444;0.2595;0.194231;0.270231;0.185846;0.349846;"PM"
"AT1G59870";0.277242;0.216485;0.253485;0.252758;0.212561;0.264927;0.182146;0.340317;"PM"
"AT1G74790";0.285083;0.203667;0.25875;0.25225;0.2006;0.2664;0.184267;0.3488;"PM"
"AT1G76040";0.27625;0.229875;0.256125;0.238;0.214786;0.277143;0.179714;0.328214;"PM"
"AT2G01630";0.271;0.21;0.237;0.282;0.2385;0.249;0.2075;0.3045;"PM"
"AT2G18960";0.277826;0.215348;0.252609;0.254261;0.200395;0.266974;0.188026;0.344553;"PM"
"AT2G23810";0.2732;0.2116;0.2686;0.247;0.1918;0.291;0.181;0.3364;"PM"
"AT2G26300";0.2645;0.198;0.215;0.322;0.214875;0.274;0.1845;0.326625;"PM"
"AT2G36380";0.2738;0.2028;0.2638;0.2596;0.209286;0.278143;0.178143;0.334429;"PM"
"AT2G36910";0.285917;0.219667;0.259583;0.234583;0.2076;0.2706;0.184;0.3378;"PM"
"AT2G37050";0.284667;0.202;0.274667;0.238667;0.1962;0.256;0.1886;0.3592;"PM"
"AT2G37170";0.3105;0.228;0.2435;0.2185;0.218;0.2616;0.198;0.3224;"PM"
"AT2G38530";0.192;0.23825;0.30325;0.26675;0.222143;0.293429;0.175571;0.309;"PM"
"AT2G39480";0.2935;0.227167;0.25;0.229333;0.239;0.265;0.184;0.312;"PM"
"AT2G43610";0.203333;0.235333;0.288;0.273333;0.2035;0.2645;0.17675;0.3555;"PM"
"AT2G45470";0.289458;0.200333;0.233375;0.277;0.198529;0.257294;0.185176;0.359;"PM"
"AT2G45960";0.354186;0.210977;0.233047;0.201767;0.231818;0.264636;0.172727;0.330818;"PM"
"AT2G47000";0.283136;0.216955;0.257273;0.242795;0.210333;0.261825;0.192368;0.335491;"PM"
"AT3G01290";0.317471;0.202765;0.247765;0.231941;0.217048;0.26981;0.174952;0.338238;"PM"
"AT3G02880";0.265625;0.214062;0.242125;0.278437;0.183692;0.252769;0.189538;0.374;"PM"
"AT3G07160";0.269378;0.214243;0.257081;0.259297;0.200462;0.272744;0.184231;0.342641;"PM"
"AT3G07390";0.272783;0.193304;0.250913;0.282978;0.190391;0.254304;0.187217;0.36813;"PM"
"AT3G11820";0.3192;0.1816;0.2504;0.249;0.234;0.2642;0.183;0.319;"PM"
"AT3G14840";0.281667;0.205133;0.2518;0.261533;0.213667;0.270611;0.188222;0.327444;"PM"
"AT3G17840";0.233143;0.220143;0.261571;0.285286;0.196667;0.261222;0.195556;0.346778;"PM"
"AT3G23750";0.284154;0.214;0.239846;0.262;0.196625;0.2745;0.178125;0.350875;"PM"
"AT3G24550";0.30225;0.19475;0.223;0.27975;0.255;0.26;0.173;0.312;"PM"
"AT3G25290";0.2663;0.201;0.2307;0.3022;0.168714;0.27;0.201286;0.36;"PM"
"AT3G25780";0.246714;0.211857;0.322;0.219429;0.256;0.2638;0.189;0.291;"PM"
"AT3G28450";0.3571;0.1942;0.1881;0.2606;0.2126;0.2678;0.1839;0.3356;"PM"
"AT3G28860";0.285818;0.217545;0.254273;0.242545;0.205111;0.268778;0.181778;0.344444;"PM"
"AT3G47200";0.289538;0.217462;0.249385;0.243769;0.210233;0.268467;0.1806;0.340667;"PM"
"AT3G47950";0.2884;0.1982;0.2394;0.2744;0.204;0.2808;0.189;0.3262;"PM"
"AT3G51550";0.229625;0.2365;0.2715;0.262625;0.1944;0.268;0.1958;0.3416;"PM"
"AT3G51740";0.246429;0.215857;0.243571;0.294571;0.186875;0.268625;0.187125;0.3575;"PM"
"AT3G53480";0.3025;0.2045;0.258;0.235;0.1855;0.276;0.189;0.3495;"PM"
"AT3G60190";0.3004;0.2146;0.2536;0.2318;0.2302;0.2698;0.1856;0.3146;"PM"
