Protein.ID,Loc.Predicted,Loc.Confirmed,Loc.Assigned,M1F1A,M1F4A,M1F7A,M1F11A,M1F2B,M1F5B,M1F8B,M1F11B,M2F1A,M2F4A,M2F7A,M2F11A,M2F2B,M2F5B,M2F8B,M2F11B
At2g21870,"predicted mit/plastid","predicted mit/plastid",mit/plastid,0.0966667,0.193,0.324667,0.385,0.0916,0.2062,0.3054,0.3968,0.0845,0.2025,0.321,0.3915,0.0585,0.1835,0.3245,0.4335
At3g52300,"predicted mit/plastid","predicted mit/plastid",mit/plastid,0.0794,0.188029,0.302771,0.429857,0.077,0.198722,0.3075,0.416667,0.0412143,0.141429,0.3315,0.485679,0.0408095,0.179524,0.314667,0.465048
At2g33220,"predicted mit/plastid","predicted mit/plastid",mit/plastid,0.07075,0.1805,0.32825,0.4205,0.072,0.232,0.303,0.393,0.059,0.14,0.333,0.467,0.026,0.171,0.316,0.486667
At2g33040,"predicted mit/plastid","predicted mit/plastid",mit/plastid,0.0671429,0.197,0.313429,0.422429,0.0977273,0.201818,0.308364,0.391909,0.0575,0.165917,0.35175,0.42475,0.0958333,0.1975,0.321667,0.385167
At1g27390,"predicted mit/plastid","predicted mit/plastid",mit/plastid,0.0458333,0.159833,0.344333,0.449667,0.09,0.204429,0.313429,0.392143,0.05775,0.15125,0.328125,0.4625,0.0386667,0.182333,0.341667,0.437333
nad5,"predicted mit/plastid","predicted mit/plastid",mit/plastid,0.0756667,0.187667,0.238667,0.497333,0.121667,0.20775,0.293917,0.376667,0.055,0.161,0.319,0.465,0.0505,0.171,0.3205,0.4585
At4g33350,"predicted mit/plastid","predicted mit/plastid",mit/plastid,0.1175,0.1535,0.2825,0.4465,0.119333,0.128667,0.290667,0.4615,0.0535,0.08675,0.22475,0.63525,0.029,0.062,0.334,0.575
At3g23710,"predicted mit/plastid","predicted mit/plastid",mit/plastid,0.099,0.14525,0.281,0.47525,0.07925,0.1015,0.2925,0.52675,0.115,0.1308,0.2384,0.5158,0.0725,0.1515,0.3335,0.4425
At2g16640,"predicted mit/plastid","predicted mit/plastid",mit/plastid,0.073,0.158333,0.288,0.480333,0.082,0.11,0.3628,0.445,0.0492857,0.098,0.262429,0.590143,0.025,0.075,0.359,0.541
At5g55070,unknown,unknown,mit/plastid,0.0795,0.1765,0.3535,0.3905,0.1005,0.202,0.3075,0.39025,0.153,0.137,0.35,0.36,0.061,0.1745,0.336,0.429
At3g03060,unknown,unknown,mit/plastid,0.081,0.2225,0.2695,0.427,0.0835,0.189,0.304,0.4235,0.071,0.301,0.267,0.361,0.116,0.205,0.2865,0.393
At3g50930,unknown,unknown,mit/plastid,0.205,0.1935,0.258,0.343,0.1405,0.18375,0.27225,0.4035,0.0752,0.1305,0.2963,0.4981,0.04,0.1605,0.31625,0.4835
At2g18330,unknown,unknown,mit/plastid,0.056,0.1824,0.2856,0.4758,0.068,0.159667,0.339,0.433333,0.074875,0.16725,0.31225,0.445625,0.08075,0.20475,0.312625,0.401375
At5g16930,unknown,unknown,mit/plastid,0.047,0.143667,0.306333,0.503,0.0875,0.17275,0.3135,0.4265,0.04825,0.161,0.3265,0.46375,0.03875,0.19625,0.32025,0.4445
At5g63400,unknown,unknown,mit/plastid,0.114667,0.197,0.290667,0.397333,0.079,0.1496,0.2792,0.4918,0.0705,0.14375,0.29725,0.48875,0.041,0.167714,0.307857,0.483429
At5g50370,unknown,unknown,mit/plastid,0.086,0.131,0.178,0.606,0.0915,0.153833,0.300833,0.453833,0.0943333,0.162,0.338667,0.404333,0.058,0.217,0.305,0.42
At5g13490,unknown,unknown,mit/plastid,0.0654444,0.1825,0.302611,0.449278,0.088,0.185867,0.282467,0.4436,0.0412174,0.152478,0.327435,0.478913,0.0359286,0.180643,0.315857,0.4675
At4g28390,unknown,unknown,mit/plastid,0.104,0.174,0.272,0.45,0.0918,0.1702,0.291,0.4472,0.0567273,0.138818,0.322545,0.481909,0.0506667,0.182889,0.311444,0.454778
At3g08640,unknown,unknown,mit/plastid,0.09925,0.1645,0.256,0.48,0.113167,0.1335,0.328167,0.425167,0.0633333,0.0955,0.251,0.59,0.045,0.056,0.358,0.542
At3g22370,unknown,unknown,mit/plastid,0.0734,0.1952,0.303,0.4286,0.0826667,0.255,0.308333,0.354,0.0556,0.2292,0.3262,0.3886,0.046,0.249,0.2928,0.412
At1g47260,unknown,unknown,mit/plastid,0.0881429,0.200143,0.312714,0.399,0.104,0.2005,0.2945,0.4015,0.033,0.137,0.339,0.491,0.0538333,0.193833,0.294833,0.458167
At5g54100,unknown,unknown,mit/plastid,0.0876667,0.214,0.29,0.408667,0.0715,0.1885,0.336,0.404,0.0405714,0.170286,0.331714,0.457286,0.0565,0.1865,0.317,0.44
At4g27585,unknown,unknown,mit/plastid,0.0916667,0.169333,0.32,0.419067,0.0889375,0.200625,0.296375,0.414125,0.0346364,0.173909,0.337364,0.454091,0.06575,0.1925,0.315375,0.426375
At1g65540,unknown,unknown,mit/plastid,0.119333,0.193333,0.3,0.388,0.0848,0.1734,0.291,0.451,0.0475,0.133,0.3225,0.4965,0.0556,0.1746,0.3096,0.46
At3g59820,unknown,unknown,mit/plastid,0.0839167,0.182417,0.317,0.416583,0.0912632,0.212053,0.301684,0.395105,0.047,0.172562,0.324625,0.455875,0.0615882,0.213706,0.291588,0.433176
At1g80300,unknown,unknown,mit/plastid,0.0875,0.157,0.2945,0.46075,0.078375,0.1365,0.3475,0.4375,0.0564,0.0854,0.2562,0.6018,0.04725,0.0915,0.338,0.5235
At1g15500,unknown,unknown,mit/plastid,0.0463333,0.131333,0.3245,0.497833,0.07,0.132091,0.348455,0.449455,0.0534,0.1162,0.2486,0.5816,0.0683333,0.109,0.322,0.500667
At1g06940,unknown,unknown,mit/plastid,0.0905714,0.166829,0.283086,0.459429,0.0964828,0.133517,0.332345,0.437931,0.0575,0.100562,0.243375,0.598625,0.0817857,0.115214,0.319143,0.4835
At2g37400,unknown,unknown,mit/plastid,0.079,0.131,0.266,0.524,0.105143,0.111714,0.293143,0.49,0.062,0.0938333,0.230333,0.614333,0.11525,0.12825,0.28425,0.4725
At1g53000,unknown,unknown,mit/plastid,0.1625,0.128,0.248,0.4615,0.0565,0.182,0.3145,0.447,0.027,0.134,0.301,0.538,0.0355,0.2015,0.3085,0.455
At5g15910,unknown,unknown,mit/plastid,0.127,0.189,0.273,0.412,0.214167,0.203667,0.238333,0.3435,0.116,0.1935,0.2725,0.4175,0.087,0.171,0.265,0.477
At5g23300,unknown,unknown,mit/plastid,0.0834286,0.178286,0.312571,0.425571,0.0992222,0.180222,0.296111,0.424444,0.0585,0.183667,0.316833,0.440833,0.07,0.210667,0.3155,0.4035
At2g35720,unknown,unknown,mit/plastid,0.127,0.2595,0.256,0.3575,0.09,0.18,0.2825,0.447,0.067,0.192,0.324,0.417,0.072,0.184,0.312,0.432
At3g08950,unknown,unknown,mit/plastid,0.047,0.156,0.299333,0.497333,0.089,0.194,0.298,0.419,0.046,0.143,0.329,0.482,0.04,0.172667,0.340667,0.446667
At3g20390,unknown,unknown,mit/plastid,0.0435,0.159,0.325,0.473,0.107,0.149667,0.311667,0.432,0.058,0.111,0.256,0.575,0.04925,0.109,0.3395,0.50225
At4g39030,unknown,unknown,mit/plastid,0.236,0.269,0.226,0.269,0.0535,0.144,0.363,0.44,0.08,0.174,0.265,0.482,0.068,0.122,0.333,0.478
At5g65250,unknown,unknown,mit/plastid,0.0765,0.15,0.2585,0.5145,0.0743333,0.148667,0.306333,0.470667,0.0955,0.085,0.188,0.631,0.045,0.061,0.251,0.6435
At5g13610,unknown,unknown,mit/plastid,0.103,0.199,0.289,0.41,0.073,0.166,0.2925,0.469,0.051,0.169,0.343,0.437,0.071,0.202,0.341,0.386
At3g63170,unknown,unknown,mit/plastid,0.086,0.17,0.251,0.493,0.0896667,0.091,0.276667,0.542667,0.0812,0.1142,0.2606,0.5444,0.0965,0.1005,0.3535,0.44975
At3g45890,unknown,unknown,mit/plastid,0.076,0.1485,0.289167,0.486167,0.088625,0.128875,0.342,0.440375,0.0744444,0.107556,0.244333,0.573556,0.053,0.115,0.324,0.508
At3g51010,unknown,unknown,mit/plastid,0.0703333,0.179667,0.321333,0.428667,0.059,0.18,0.325,0.436,0.026,0.140333,0.322667,0.511,0.041,0.158,0.308,0.492
At5g22790,unknown,unknown,mit/plastid,0.0705,0.1245,0.2905,0.5145,0.053,0.132,0.352,0.4625,0.047,0.112333,0.261,0.579667,0.04,0.09,0.334,0.536
At1g42960,unknown,unknown,mit/plastid,0.046,0.124,0.250667,0.579333,0.0586,0.1126,0.3118,0.5176,0.0823333,0.110333,0.244333,0.563,0.029,0.084,0.2615,0.6245
At2g44640,unknown,unknown,mit/plastid,0.0905556,0.159778,0.261333,0.488444,0.0578,0.1108,0.3604,0.4712,0.0453333,0.0716667,0.232333,0.651,0.0355,0.0945,0.336,0.534
At1g11320,unknown,unknown,mit/plastid,0.179,0.226,0.23,0.365,0.076,0.091,0.366,0.467,0.053,0.0956,0.2348,0.617,0.0393333,0.0716667,0.330667,0.558667
At1g55160,unknown,unknown,mit/plastid,0.0573333,0.141,0.276333,0.525,0.0758,0.1614,0.2862,0.4772,0.0715,0.146,0.3405,0.4415,0.037,0.152,0.307,0.504
At2g31190,unknown,unknown,mit/plastid,0.0723333,0.153667,0.288667,0.485667,0.061,0.127,0.343,0.4694,0.0612,0.1168,0.2686,0.5536,0.0816667,0.165667,0.317667,0.435
At2g37860,unknown,unknown,mit/plastid,0.0555,0.12425,0.2925,0.5275,0.053,0.115667,0.333667,0.497667,0.04025,0.099,0.26325,0.598,0.0426667,0.0956667,0.33,0.531333
At4g26410,unknown,unknown,mit/plastid,0.0945,0.176,0.308,0.421,0.087,0.1825,0.3035,0.427,0.0657273,0.160455,0.324545,0.449273,0.0293333,0.174667,0.321667,0.474667
At5g43970,unknown,unknown,mit/plastid,0.0768333,0.178167,0.3055,0.4395,0.076125,0.17525,0.323625,0.425125,0.0264,0.1364,0.3368,0.5,0.04,0.157,0.318333,0.484667
At5g55610,unknown,unknown,mit/plastid,0.049,0.158625,0.301875,0.4905,0.0656667,0.158667,0.339667,0.436667,0.029,0.143,0.328,0.5,0.064,0.157333,0.298333,0.480667
At2g16460,unknown,unknown,mit/plastid,0.12425,0.2185,0.272,0.3855,0.0906,0.1852,0.3048,0.4194,0.061,0.14,0.341667,0.456667,0.07275,0.19975,0.3,0.4275
At2g45060,unknown,unknown,mit/plastid,0.065,0.177,0.289,0.47,0.1012,0.1912,0.2992,0.4084,0.05575,0.15925,0.3285,0.4565,0.05325,0.21625,0.3065,0.4235
At3g58840,unknown,unknown,mit/plastid,0.043,0.157,0.328,0.472,0.0736667,0.197667,0.32,0.409,0.05875,0.178,0.3085,0.45525,0.076,0.18375,0.30825,0.432
At5g24690,unknown,unknown,mit/plastid,0.11,0.180667,0.273333,0.436,0.09925,0.14025,0.36925,0.3915,0.04325,0.08225,0.25375,0.62075,0.04225,0.0925,0.32975,0.5355
At1g08480,unknown,unknown,mit/plastid,0.0615,0.192,0.28925,0.45775,0.0586,0.216733,0.3046,0.42,0.0411,0.1638,0.3328,0.4623,0.0586,0.1954,0.3336,0.4118
At3g08630,unknown,unknown,mit/plastid,0.096,0.182,0.307,0.415,0.056,0.1108,0.3696,0.4638,0.0512857,0.0977143,0.276286,0.574857,0.0678,0.1064,0.3368,0.4888
At4g30010,unknown,unknown,mit/plastid,0.06075,0.165,0.31175,0.46225,0.0633333,0.187,0.319667,0.43,0.05475,0.16425,0.335125,0.446125,0.0288,0.1668,0.3212,0.483
At5g08040,unknown,unknown,mit/plastid,0.0586667,0.168333,0.272,0.501,0.0835,0.1875,0.32325,0.4055,0.0452857,0.149286,0.333857,0.471571,0.0628,0.1676,0.3238,0.446
At5g12290,unknown,unknown,mit/plastid,0.09075,0.159,0.3025,0.4475,0.0591667,0.181,0.334667,0.425333,0.085,0.1672,0.294,0.4538,0.0754,0.1886,0.304,0.432
At2g43950,unknown,unknown,mit/plastid,0.0695,0.1675,0.28125,0.481667,0.0757692,0.130692,0.358923,0.434462,0.082,0.098,0.258778,0.561333,0.0698571,0.121571,0.321,0.487571
At5g23890,unknown,unknown,mit/plastid,0.0791111,0.155111,0.269778,0.496167,0.08485,0.13315,0.3161,0.4659,0.0712308,0.105692,0.217231,0.606231,0.078,0.0944286,0.297286,0.530286
At4g39690,unknown,unknown,mit/plastid,0.0642222,0.151222,0.314222,0.470333,0.102,0.158125,0.285375,0.454375,0.0604286,0.159,0.308714,0.471786,0.05725,0.173875,0.311,0.458125
At5g12470,unknown,unknown,mit/plastid,0.08525,0.163125,0.28775,0.464063,0.0836364,0.137455,0.316091,0.462727,0.0346,0.0848,0.259133,0.621333,0.0424,0.0817,0.3263,0.5495
At5g42960,unknown,unknown,mit/plastid,0.0495,0.147333,0.301333,0.501833,0.069,0.117,0.387,0.4272,0.0428,0.0628,0.2698,0.6248,0.042,0.075,0.35625,0.52625
At1g53760,unknown,unknown,mit/plastid,0.079,0.1945,0.307,0.4195,0.077,0.196,0.316333,0.410667,0.056,0.159,0.3275,0.4575,0.0776667,0.19,0.320333,0.412667
At3g56430,unknown,unknown,mit/plastid,0.081,0.244,0.293,0.382,0.089,0.19,0.281,0.439,0.069,0.1805,0.284,0.466,0.096,0.1965,0.3255,0.382
At2g20940,unknown,unknown,mit/plastid,0.0435,0.165,0.3385,0.454,0.093,0.198,0.282,0.426,0.0401429,0.152,0.324,0.483571,0.0276667,0.183333,0.3215,0.467833
At2g38550,unknown,unknown,mit/plastid,0.047125,0.17775,0.330875,0.444375,0.0821667,0.164333,0.33575,0.417667,0.014,0.0935,0.2395,0.6525,0.0536667,0.108333,0.322333,0.515333
At5g26030,unknown,unknown,mit/plastid,0.095,0.2025,0.3125,0.39,0.1305,0.18425,0.31075,0.374,0.066,0.1205,0.3195,0.4935,0.0656667,0.126333,0.345667,0.462
At2g29080,unknown,unknown,mit/plastid,0.0494,0.1692,0.3284,0.4528,0.0897143,0.199,0.299714,0.411571,0.0463333,0.153333,0.365667,0.435,0.0436667,0.187333,0.332667,0.436667
At1g07510,unknown,unknown,mit/plastid,0.0896,0.1908,0.3204,0.3992,0.07825,0.196,0.31325,0.413,0.022,0.168,0.356,0.454,0.047,0.204,0.366,0.383
At1g79560,unknown,unknown,mit/plastid,0.1025,0.1695,0.2455,0.4825,0.06675,0.11475,0.324,0.4945,0.0523333,0.084,0.228667,0.635,0.0745,0.1025,0.295,0.528
At5g53170,unknown,unknown,mit/plastid,0.0701667,0.1545,0.304167,0.471167,0.0973333,0.133,0.369333,0.400333,0.050875,0.119375,0.235375,0.594125,0.145,0.143,0.316333,0.396
At2g26140,unknown,unknown,mit/plastid,0.14,0.21625,0.30275,0.34075,0.0821667,0.218167,0.309667,0.3895,0.06575,0.157,0.30575,0.472,0.07,0.1744,0.29,0.466
At4g23940,unknown,unknown,mit/plastid,0.244818,0.267545,0.212636,0.274909,0.0922,0.1344,0.3236,0.45,0.181143,0.206714,0.248143,0.363714,0.128,0.14,0.295,0.437
At5g27540,unknown,unknown,mit/plastid,0.0636842,0.161474,0.324263,0.450263,0.0884444,0.194167,0.313667,0.4035,0.0515,0.143583,0.324,0.480917,0.0574615,0.172615,0.318615,0.451231
At4g29130,unknown,unknown,mit/plastid,0.122375,0.191125,0.282,0.4045,0.0975,0.1862,0.31325,0.40285,0.051,0.1436,0.3146,0.4908,0.052,0.168333,0.329833,0.449833
At2g19860,unknown,unknown,mit/plastid,0.113,0.182,0.269,0.437,0.091,0.194,0.329,0.386,0.0935,0.1245,0.303,0.4795,0.0933333,0.141667,0.316667,0.448333
At1g50460,unknown,unknown,mit/plastid,0.161,0.201,0.2725,0.36475,0.1124,0.2008,0.2982,0.3884,0.0933333,0.148333,0.301333,0.457,0.0553333,0.163667,0.331333,0.45
At4g35000,unknown,unknown,mit/plastid,0.104,0.205,0.324,0.367,0.092,0.11625,0.2725,0.51975,0.0925,0.140625,0.251875,0.514875,0.121,0.165333,0.267,0.446
At1g10510,unknown,unknown,mit/plastid,0.1242,0.1848,0.2176,0.4732,0.1085,0.169,0.3355,0.387,0.0685,0.1345,0.2875,0.51,0.092,0.189,0.336,0.3835
At3g47930,unknown,unknown,mit/plastid,0.130667,0.195167,0.281667,0.3925,0.12025,0.161,0.2845,0.4345,0.0586364,0.162727,0.315364,0.463364,0.0436,0.1796,0.2922,0.4848
At2g19080,unknown,unknown,mit/plastid,0.116333,0.185667,0.298667,0.399667,0.0485,0.209,0.356,0.386,0.0354,0.142,0.3366,0.4864,0.0705,0.1595,0.327,0.4435
At4g29480,unknown,unknown,mit/plastid,0.0658889,0.175,0.305111,0.453778,0.0515,0.168,0.349333,0.431167,0.0343333,0.130667,0.337,0.498,0.031,0.1655,0.3105,0.493
At5g46800,unknown,unknown,mit/plastid,0.023,0.1545,0.2915,0.531,0.0543333,0.17,0.305,0.470667,0.045875,0.13925,0.33,0.484625,0.0554,0.1753,0.3112,0.4579
At3g49560,unknown,unknown,mit/plastid,0.08825,0.139375,0.287,0.4855,0.0788,0.1084,0.3238,0.489,0.06,0.127,0.265,0.549,0.079,0.17,0.363,0.388
At2g42210,unknown,unknown,mit/plastid,0.0531429,0.173857,0.316714,0.456,0.072,0.191571,0.306143,0.429857,0.0275714,0.132571,0.337714,0.502714,0.0368,0.169,0.3254,0.4686
At3g16480,unknown,unknown,mit/plastid,0.076,0.174,0.315,0.435,0.089,0.149,0.296,0.4655,0.0348,0.1532,0.3328,0.4788,0.0453333,0.196667,0.297,0.461
At1g51980,unknown,unknown,mit/plastid,0.1059,0.2149,0.3097,0.3691,0.1653,0.2063,0.2769,0.3513,0.0446364,0.1495,0.338727,0.467182,0.0555833,0.196333,0.307833,0.440167
At3g02090,unknown,unknown,mit/plastid,0.0804444,0.184056,0.337278,0.398278,0.102867,0.158933,0.288067,0.4502,0.0395625,0.145,0.334875,0.480437,0.042125,0.205,0.318625,0.434063
At4g32400,unknown,unknown,mit/plastid,0.0918333,0.155,0.281667,0.471833,0.07125,0.12825,0.33525,0.46525,0.0366667,0.0766667,0.256667,0.63,0.018,0.055,0.332,0.595
At5g01500,unknown,unknown,mit/plastid,0.083,0.155143,0.295714,0.466429,0.085,0.144286,0.329286,0.441429,0.0522,0.0934,0.2484,0.6059,0.0697143,0.0935714,0.325143,0.511571
At4g01100,unknown,unknown,mit/plastid,0.0574286,0.176143,0.309,0.457286,0.066625,0.19225,0.33575,0.4055,0.053125,0.17225,0.326625,0.447875,0.0503333,0.167333,0.316,0.466667
At4g39460,unknown,unknown,mit/plastid,0.0325,0.139,0.2805,0.5485,0.066,0.1245,0.365,0.4445,0.0705,0.12,0.268,0.541,0.0646667,0.123,0.324667,0.487667
At5g64970,unknown,unknown,mit/plastid,0.0775,0.133,0.2695,0.52,0.0916667,0.127333,0.361333,0.419333,0.1285,0.2135,0.248,0.409,0.07,0.095,0.369,0.466
At1g06530,unknown,unknown,mit/plastid,0.0528333,0.1575,0.322667,0.466833,0.0797143,0.179,0.325571,0.415857,0.038375,0.145,0.3285,0.488,0.05,0.169429,0.315571,0.464857
At4g05020,unknown,unknown,mit/plastid,0.0828182,0.197818,0.294091,0.425636,0.0885556,0.184444,0.320222,0.406667,0.0735714,0.176905,0.314143,0.435143,0.057625,0.191437,0.317,0.434
At5g18800,unknown,unknown,mit/plastid,0.108,0.208,0.258,0.426,0.057,0.187,0.364,0.392,0.0253333,0.134667,0.336333,0.504333,0.0275,0.1395,0.3285,0.504
At4g11010,unknown,unknown,mit/plastid,0.059,0.127,0.337,0.477,0.31,0.171,0.226,0.294,0.084,0.0806667,0.249333,0.586667,0.062,0.108,0.273,0.557
At5g19620,unknown,unknown,mit/plastid,0.09275,0.157125,0.297,0.45325,0.0584,0.118,0.3514,0.472,0.0365,0.0745,0.2485,0.64,0.0466667,0.0626667,0.325333,0.565333
At5g05520,unknown,unknown,mit/plastid,0.07325,0.16775,0.31475,0.44475,0.0705714,0.169857,0.339286,0.420429,0.0448333,0.147167,0.324333,0.483833,0.0502,0.148,0.3206,0.4812
At3g11070,unknown,unknown,mit/plastid,0.0438,0.1442,0.342,0.4706,0.0536667,0.170333,0.325333,0.451,0.0458333,0.134833,0.3185,0.5005,0.057,0.168875,0.30975,0.464625
At5g12860,unknown,unknown,mit/plastid,0.1178,0.174,0.2668,0.4412,0.0758182,0.119,0.322818,0.482273,0.0375,0.06925,0.25075,0.6425,0.0435,0.0795,0.3475,0.5295
At5g64290,unknown,unknown,mit/plastid,0.0854444,0.167,0.294222,0.453444,0.0496,0.1272,0.3698,0.4534,0.1162,0.1356,0.2328,0.5158,0.1195,0.12875,0.29175,0.46
At5g56730,unknown,unknown,mit/plastid,0.087,0.1678,0.3068,0.4384,0.108667,0.154,0.322667,0.414333,0.0875,0.139333,0.288833,0.4845,0.08025,0.1265,0.331,0.462
At3g01280,unknown,unknown,mit/plastid,0.0935455,0.184208,0.272078,0.450182,0.08132,0.16176,0.31244,0.44444,0.0627813,0.158688,0.324531,0.454062,0.0612,0.17508,0.30516,0.45856
At5g67500,unknown,unknown,mit/plastid,0.072,0.172154,0.298769,0.457308,0.100733,0.171067,0.3042,0.424133,0.0389444,0.131444,0.3315,0.498222,0.0618571,0.163357,0.305857,0.468929
At5g57490,unknown,unknown,mit/plastid,0.0925,0.1765,0.317167,0.413667,0.177,0.188,0.3005,0.3355,0.08425,0.184375,0.299875,0.431625,0.0785,0.1525,0.3165,0.4525
At5g15090,unknown,unknown,mit/plastid,0.104513,0.193671,0.283211,0.418487,0.0825,0.170758,0.317561,0.429076,0.0535,0.1549,0.3222,0.46925,0.0564167,0.164417,0.309167,0.469833
At1g03860,unknown,unknown,mit/plastid,0.112143,0.192714,0.285857,0.409286,0.108375,0.189812,0.294625,0.407187,0.0225,0.15325,0.3395,0.485,0.0415,0.217,0.3215,0.4205
At4g28510,unknown,unknown,mit/plastid,0.1099,0.2067,0.2783,0.4049,0.11225,0.19,0.29575,0.402,0.03025,0.1565,0.35375,0.459,0.027,0.204,0.2925,0.477
At4g32250,unknown,unknown,mit/plastid,0.07675,0.153,0.308,0.4625,0.0844,0.1264,0.3442,0.445,0.07,0.102571,0.257286,0.570286,0.0625,0.092,0.3365,0.50875
At5g14220,unknown,unknown,mit/plastid,0.0736,0.1416,0.3082,0.4768,0.0997143,0.132429,0.315286,0.452714,0.03,0.066,0.234,0.67,0.158,0.183,0.264,0.395
At2g20800,unknown,unknown,mit/plastid,0.0903333,0.185667,0.302111,0.422333,0.0606667,0.211,0.344167,0.383667,0.0685,0.20075,0.3165,0.41425,0.0628,0.2106,0.3092,0.4178
At2g29990,unknown,unknown,mit/plastid,0.109,0.181333,0.322333,0.388,0.0758333,0.1955,0.308833,0.42,0.039,0.1512,0.3374,0.472,0.04,0.1728,0.3292,0.4582
At2g04940,unknown,unknown,mit/plastid,0.134,0.173667,0.278,0.414333,0.12025,0.165,0.29825,0.4165,0.066,0.179,0.317,0.438,0.066,0.208,0.338,0.389
At3g59280,unknown,unknown,mit/plastid,0.078,0.209,0.314,0.399,0.122,0.199,0.273,0.407,0.07025,0.154,0.3225,0.45375,0.0646,0.203,0.3462,0.386
At4g00860,unknown,unknown,mit/plastid,0.0754,0.1598,0.2514,0.5134,0.0603333,0.133667,0.291,0.515,0.037,0.12925,0.3175,0.516,0.0393333,0.176333,0.301,0.483
At2g47840,unknown,unknown,mit/plastid,0.0813333,0.162667,0.297667,0.458333,0.0616667,0.146,0.356333,0.436,0.0363333,0.114667,0.236667,0.612,0.043,0.081,0.318667,0.557
At5g33320,unknown,unknown,mit/plastid,0.0498,0.1434,0.283,0.5238,0.0848,0.124,0.3454,0.4458,0.078,0.084,0.247,0.591,0.199,0.1695,0.2615,0.37
At4g32470,unknown,unknown,mit/plastid,0.0675,0.172125,0.336125,0.424125,0.100462,0.185462,0.290462,0.423769,0.03525,0.15075,0.3545,0.45975,0.067,0.193429,0.311429,0.428286
At5g08545,unknown,unknown,mit/plastid,0.0764,0.15,0.3002,0.4733,0.0805,0.122125,0.35675,0.44025,0.052,0.087,0.253,0.60775,0.0295,0.07275,0.34025,0.55775
At1g29980,"predicted PM",unknown,"not classified",0.164,0.331,0.2445,0.26,0.275333,0.26325,0.2355,0.225833,0.124727,0.283091,0.309909,0.282,0.1606,0.2779,0.2927,0.2687
At4g20110,unknown,unknown,"not classified*",0.1818,0.2798,0.325,0.2132,0.227,0.300286,0.285714,0.186857,0.1595,0.2555,0.354,0.23075,0.1435,0.264,0.307,0.285
At3g52850,unknown,unknown,"not classified",0.2468,0.3294,0.244,0.1798,0.352667,0.296,0.212417,0.139083,0.248786,0.316786,0.260071,0.174214,0.236,0.3085,0.2635,0.1925
At2g14740,unknown,unknown,"not classified",0.1645,0.326,0.313,0.197,0.233,0.356,0.279,0.132,0.108,0.314333,0.383,0.194,0.127,0.327,0.337,0.209
At2g14720,unknown,unknown,"not classified",0.187,0.359,0.282,0.172,0.210333,0.370667,0.266667,0.151667,0.114,0.347,0.354,0.185,0.154,0.326,0.293,0.227
At2g28520,"predicted vacuole",unknown,"not classified",0.133,0.338,0.2785,0.25,0.201444,0.326667,0.284,0.187889,0.144692,0.255462,0.337,0.262923,0.128222,0.291444,0.332556,0.248111
At2g36160,unknown,unknown,"not classified",0.3035,0.2635,0.212,0.221,0.364,0.205,0.229,0.202,0.298,0.22,0.213,0.269,0.267,0.234,0.232,0.267
At2g09990,unknown,unknown,"not classified",0.314,0.2615,0.2055,0.2195,0.421,0.2145,0.185,0.1795,0.299667,0.22,0.224,0.256,0.32,0.189,0.203,0.287
At3g04920,unknown,unknown,"not classified",0.240333,0.258333,0.207667,0.294333,0.297,0.187,0.226,0.2895,0.196333,0.135667,0.184333,0.483667,0.143,0.129,0.229,0.499
At5g28060,unknown,unknown,"not classified",0.2135,0.274,0.2285,0.284,0.199667,0.246,0.269,0.285333,0.221,0.144,0.1905,0.444,0.144,0.184,0.26,0.412
At4g31700,unknown,unknown,"not classified",0.272,0.2315,0.173,0.3235,0.3215,0.162,0.223,0.2935,0.207,0.149,0.167,0.477,0.144,0.215,0.161,0.479
At5g10360,unknown,unknown,"not classified",0.273,0.237,0.176,0.314,0.3215,0.162,0.223,0.2935,0.207,0.149,0.167,0.477,0.144,0.215,0.161,0.479
At5g20290,unknown,unknown,"not classified",0.2175,0.2065,0.200167,0.376,0.2885,0.148833,0.219333,0.3435,0.1787,0.1224,0.1973,0.5016,0.134222,0.125667,0.230444,0.509556
At1g72370,unknown,unknown,"not classified",0.274,0.207,0.203,0.316,0.28025,0.18075,0.23875,0.30025,0.214143,0.128857,0.234286,0.422857,0.146,0.1454,0.2704,0.4382
At5g17920,unknown,unknown,"not classified",0.366333,0.21,0.192,0.231667,0.338,0.209333,0.202667,0.25,0.351167,0.183417,0.206417,0.259167,0.30325,0.17525,0.249125,0.272375
At1g14320,unknown,unknown,"not classified",0.275167,0.294833,0.225333,0.204667,0.3956,0.2158,0.2076,0.1808,0.2865,0.251,0.2105,0.2521,0.290875,0.2205,0.21125,0.27775
At3g07110,unknown,unknown,"not classified",0.2548,0.2908,0.2108,0.2434,0.3665,0.193667,0.206333,0.233167,0.287,0.243,0.2035,0.267,0.3095,0.2195,0.1735,0.298
At5g27850,unknown,unknown,"not classified",0.2645,0.252,0.232833,0.251,0.346222,0.203,0.219556,0.231222,0.18575,0.16,0.18075,0.4735,0.189,0.14,0.2035,0.467
At3g49910,unknown,unknown,"not classified",0.314,0.264333,0.185333,0.236333,0.398333,0.214667,0.210333,0.177,0.248,0.215,0.225,0.312,0.219,0.266,0.228,0.288
