"","pepNumber","num_NA","s_1","s_2","s_3","s_4","s_5","s_6","s_7","s_8","s_9","s_10","s_11","s_12","s_13","s_14","s_15","s_16","s_17"
"AT2G26400",5,0,0.104455927514193,0.0380825112527531,0.0288264350595453,0.0211898548397357,0.0249029478068005,0.0272157717171014,0.0403316629582061,0.051706062763583,0.0587742507719094,0.0514499886808196,0.0409778067755685,0.0366133830499995,0.107342787158663,0.0205381073342452,0.192717232413765,0.0265958342730643,0.128279435630048
"AT1G72370",7,0,0.111059129582576,0.0699968312890397,0.0529158291871548,0.0475983766369567,0.0345382940732459,0.0317284241352812,0.027964261771516,0.020494390521943,0.018017375452887,0.0164498307102044,0.0135275891632416,0.014330737437187,0.1138009965654,0.0405195592979987,0.157614797339538,0.0946684134466739,0.134775163389157
"AT3G04920",2,2,0.0510688148946439,0.106002706156457,0.0401258373379239,0.0165539185045154,0.0168349548863955,0.0200402219053181,0.010711942277795,0.012429584235284,0.0100823119327746,0,0,0.00692521572873053,0.107240273160509,0.0720636109277714,0.211219777676436,0.0972461760712777,0.221454654304168
"AT2G30870",2,2,0.130659577723296,0.0328853278536961,0.0163043388780612,0.010042866824764,0,0.0182418026350208,0.0470491341854648,0.0685979447955884,0.0703023920267723,0.0778107122661614,0.0567848856306367,0.0572324990440903,0.0666648378595353,0,0.155455696309468,0.0156555275661107,0.176312456401334
"AT5G27850",2,0,0.0880289566461621,0.0554227948207694,0.0639516664294604,0.0298923574160499,0.0396960491612495,0.0275929818746997,0.0308785443066986,0.0211429923558663,0.0160397883704409,0.0119519794503253,0.0102772903465484,0.00791686122546471,0.123601310559564,0.0712324506726187,0.100487906241468,0.147143281222863,0.154742788899752
"AT1G79550",9,0,0.102553548908175,0.0302781280333753,0.0206069425745836,0.0212934626733276,0.0197214617379803,0.0279455232972735,0.0453435834147837,0.0554865342863845,0.0642244530810441,0.053342761824044,0.0429603584278911,0.0369287525651129,0.0600507580711417,0.0129630672387231,0.219246412858666,0.0129210628292332,0.174133188178261
"AT3G16420",3,0,0.0580071718980336,0.0408273887210741,0.0407071601764704,0.0326737092778659,0.032876930088235,0.049606705285073,0.0509557598981347,0.058538488060926,0.0479281026616096,0.05812557018214,0.047589711055334,0.0460300310363053,0.0515134169427858,0.105899358953945,0.0309029355251893,0.135217025376438,0.112600534860441
"COMB_AT1G22780_AT1G34030_AT4G09800",4,0,0.0851815918315301,0.0608223506991565,0.0694760128221053,0.0374620894071209,0.0354894908009218,0.0302893522971111,0.0252684031028887,0.021403782921142,0.0161922038696607,0.019513065893611,0.0115676060568406,0.0116802008991333,0.111833107192484,0.0441945198009239,0.152536286296772,0.0937394327928582,0.173350503315739
"AT5G20830",15,0,0.14119570039644,0.0482677002184298,0.0265575200567595,0.010890978943599,0.0103053405174343,0.00836057728318085,0.0055684297006047,0.0115637584849827,0.00598117744336734,0.00980037521795914,0.0196857700876136,0.0354887656752971,0.111815442830294,0.0238089743670911,0.25868474569898,0.0390538207173545,0.232970922360612
"AT1G65930",11,0,0.100431460423289,0.0389430284428089,0.0169513231437223,0.0148516861780651,0.00969008182634348,0.0162426717189441,0.0236061435916074,0.045998620122178,0.059862478396709,0.0642580946794943,0.0574971372211392,0.045431520210722,0.0719029839408184,0.0134281177941908,0.194215449349651,0.0161739494136846,0.210515253546632
"AT3G04840",2,0,0.0797853219083801,0.0516689223633952,0.00983434858369417,0.0247180207362556,0.0218140395378999,0.020695501539712,0.0208253462670415,0.0213672494822601,0.020870104115109,0.0114068635349156,0.00841214227538175,0.00966220422566188,0.145449461943281,0.0563909158973547,0.18353585413069,0.101968937169921,0.211594766289047
"AT3G52580",2,4,0.150630256470252,0.0649219339979056,0,0,0.0346801019839176,0.0340530174767912,0.0399406461438017,0.0229614425820845,0.0162233695070465,0.0137524351218986,0,0,0.113035410828857,0.039128921354977,0.107291232352532,0.0978546742683129,0.265526557911623
"AT3G52880",12,0,0.108002391894835,0.0309404748716172,0.0177424446800556,0.0138505509643669,0.0155616039992963,0.0204046049834659,0.0372884294778094,0.0497547322401166,0.0553125615052354,0.0533610733504341,0.0459414959131077,0.0379286151318304,0.0874290645984944,0.0173870514206831,0.207515202961846,0.0203243503309136,0.181255351675892
"AT2G36530",11,0,0.120641304969697,0.0298208869861652,0.0150850016809322,0.00939437461100236,0.011330165192902,0.0126781754905876,0.0301554269853439,0.0498766380604679,0.0645342413783964,0.08289058444878,0.058485886441278,0.0532682444264267,0.0908772139365565,0.0118521362361472,0.163300174443055,0.0132240664735611,0.182585478238701
"AT1G22300",5,0,0.0825400465862348,0.0413326695764964,0.0260585295692643,0.0328425230449246,0.0281429623113261,0.0285150983145255,0.0447902307344258,0.0564566967309831,0.0546873912229173,0.0549347879838217,0.0434346263424519,0.041572085233404,0.0961683219279296,0.0139081575392303,0.265211241673893,0.0323121959948171,0.057092435213355
"AT3G13920",2,0,0.0698019897071668,0.0288733538827669,0.0357743616134193,0.0598511231493024,0.0746969211763059,0.0463054909304308,0.0596347281932803,0.0559879679983314,0.0443272967829534,0.0395478542283769,0.0246803481197586,0.0287777297665612,0.0961110741297197,0.0453998901732642,0.144240570865648,0.068402409379809,0.077586889902905
"AT4G27090",3,1,0.0677837936025955,0.0517937369517714,0.049278523717574,0.0422184594098304,0.0359185284697863,0.0373837330189861,0.0231455665621267,0.0187736063510833,0.0197367454624572,0.0168586486753908,0,0.015467616792205,0.138465246175584,0.0523988966011317,0.105364831298853,0.156051447579365,0.169360619331261
"AT4G27450",3,1,0.0962838542128841,0.051548647231714,0,0.0175559334009301,0.0197276600922469,0.0307074879946648,0.0341487241400467,0.0563701809951574,0.0730608792944417,0.0397575814945633,0.039815774590961,0.0357069203951578,0.0689130418582515,0.023011667553779,0.220460733905711,0.0468831624266068,0.146047750412884
"AT5G17920",7,0,0.0889137904310817,0.0279642429452101,0.0247130405660515,0.0160233995428894,0.0206529389227743,0.0274966658383693,0.0526680825340261,0.076794463517434,0.0783540163998048,0.0645676722796793,0.0807433183270025,0.0561854924143673,0.0678817509192817,0.0130239783718634,0.130173818434241,0.0238609428788748,0.149982385677048
"AT2G16060",6,0,0.0374015020701243,0.0509242991274005,0.0465752101472873,0.0495205377888442,0.0634876432324137,0.0507450947675067,0.0571312185340433,0.0632182831926039,0.0582472776569146,0.0551124803530711,0.0458452190511517,0.0291881937037127,0.0673305858857109,0.0410191062560168,0.127369926727256,0.0721791984187651,0.0847042230871772
"AT3G16400",4,0,0.0858475010095636,0.0471234479494386,0.0129012259846701,0.00998252088553371,0.0172469148755246,0.0161820692815978,0.0312863020367769,0.0602963137832947,0.0651687366244348,0.0538646839610758,0.041603616841421,0.0420201985025834,0.063878918077495,0.00897900145226878,0.225803763095576,0.0104043429907579,0.207410442647987
"AT3G16450",6,0,0.0325872050606246,0.0424454745051375,0.0489996582091954,0.017714230077932,0.0195768273211712,0.0191524515127172,0.0221513188006584,0.0325188665051554,0.0363353511703873,0.0390333017121135,0.0351120767517095,0.0347264491100957,0.0590128544784194,0.212417798971869,0.0590679054037623,0.195863759592645,0.0932844708164064
"COMB_AT1G07920_AT1G07930_AT1G07940_AT5G60390",11,0,0.13444560720567,0.053997084423591,0.0369581342382544,0.0313928013871067,0.0303470715305086,0.0347648865674864,0.0296174843747839,0.0331551377769499,0.0379672461185042,0.0277084822586247,0.0248292840188233,0.0255996761034583,0.154272682946233,0.0737368638485963,0.0659933268613545,0.119163055269207,0.0860511750708484
"AT4G39260",2,2,0.196998456975485,0.0442153043107308,0.0476735077067148,0.0067976087212793,0,0.0375641527200682,0.096726637917768,0.0279549615830354,0.104244145973368,0.0111527713084362,0.0391417154135826,0.00868537833933071,0.15287722485571,0.0184208080829765,0.183236512589736,0.0243108135017792,0
"AT2G01250",5,0,0.0632234354395906,0.0417149817498178,0.045478409602853,0.0431236611462157,0.0351653826660478,0.0305102863159668,0.0275703065190242,0.0212815514555397,0.0130347465684881,0.0118129776798805,0.0153038399181919,0.0055301654306285,0.0976018657340939,0.0522000083807204,0.117751136712544,0.100805979110302,0.277891265570095
"COMB_AT5G62690_AT5G62700",4,0,0.0728858798756323,0.0317376446098943,0.0735407466121881,0.0880551056595497,0.0564338966633862,0.0501392163800429,0.063354526715842,0.0521165382724572,0.0487946880721722,0.0634636794858497,0.0371405289660095,0.0512241733316018,0.0547139059802471,0.0293940304560634,0.0953705809651278,0.0810866067047061,0.05054825124923
"AT1G57720",5,2,0.121406891749853,0.0332537717504358,0.0259376603650822,0,0,0.0109047347996695,0.0293101852963448,0.0474365465316323,0.0640941566434204,0.0610578502327256,0.0490937911801047,0.0517626010116203,0.107777236597512,0.0109462027810488,0.190472102158749,0.0330992398359075,0.163447029065893
"AT3G53990",5,0,0.0760826429689106,0.067582725335324,0.0413375099558843,0.054096909274975,0.0508997260453962,0.065891781829832,0.0611733033972896,0.0643194936113652,0.0606257771646102,0.0460945282788642,0.0418594058445995,0.0543885085367439,0.0552266683218534,0.0298263775152929,0.124825560638671,0.0609931363068326,0.0447759449735557
"AT2G30860",5,0,0.134550482462665,0.0387648783462707,0.0215218117874648,0.0165517542215491,0.0213823468706477,0.0250341409239914,0.0434203321500687,0.0649575460538105,0.0722127177851166,0.0739055106663992,0.0589074218454509,0.062849674881029,0.0830142458437483,0.0134871029474901,0.139297704672582,0.0269426185990671,0.103199709942649
"AT3G09840",3,2,0.087745364646417,0.0251020965048597,0,0,0.0151815814970586,0.0158621859988141,0.0187451999434023,0.0284720555868948,0.0351460907084877,0.0629019637710553,0.0836911549512663,0.0879255279174068,0.0827248815460738,0.014630891164525,0.331579809394758,0.0256642446071273,0.0846269517618532
"AT2G24200",5,6,0.1204694521356,0.0720691781643649,0.030087873176145,0,0,0,0,0,0.0136963364978557,0.02561465020804,0.0457314738553839,0.0600460153076014,0.0939538014652295,0,0.257731258651952,0.00768302031281711,0.27291694022501
"AT5G65430",2,0,0.115324687239633,0.0385361247999461,0.0257145104022142,0.0310218808592655,0.026767154902663,0.034947593740638,0.0560831460277147,0.0542222656075299,0.0518557973944252,0.0477437981781055,0.0462761941880905,0.0388355815863238,0.102919464243185,0.0164267633219202,0.193782102633023,0.0256151118919325,0.09392782298339
"AT5G65020",13,0,0.0589394425525539,0.0518512715460391,0.0307217088441338,0.0185730269124568,0.0193521306612731,0.0213388125822711,0.0381292748491393,0.0640095270515721,0.0852617362430211,0.0716166134905246,0.0650455761910411,0.0600578622699738,0.0724334512839416,0.0199228085398863,0.219001258425152,0.0229960419914886,0.080749456565532
"AT4G35630",6,0,0.12560860136525,0.00734751425351526,0.0121936632545775,0.0282088848391923,0.0347388239133071,0.0462646177855936,0.0577466805929837,0.073913300725538,0.070084365879606,0.064847707173873,0.0498103097206848,0.0417767771137311,0.110549394987076,0.0151181942731784,0.128763009048669,0.020198164492584,0.112829990580639
"AT3G44310",3,0,0.101949728795035,0.0247209266813017,0.0132857517188246,0.00939386172539996,0.00950275395529327,0.0123853491897531,0.0191039244952012,0.0334359082202239,0.0419176695155685,0.0646529584275554,0.0704786873065036,0.0675652573348978,0.0616161236445472,0.0224254624116482,0.204623548817959,0.0277008619174527,0.215241225842835
"AT5G10450",2,0,0.0745678684840727,0.0473446099242132,0.0268159425204582,0.0246144403415754,0.0315117465131255,0.0249372149428233,0.0301201666677784,0.0563153986450736,0.0653472937206354,0.0426224157112264,0.0323519176403803,0.0334343120407353,0.0998593692796036,0.01629050417443,0.276675560207329,0.0372459462621228,0.0799452929244168
"AT3G49910",3,2,0.113932703857847,0.0665667753044877,0.0348145282318708,0.0289666032660447,0.0295775245398264,0.031276327064381,0.0242301857675755,0.0217940334090533,0.014770130527956,0,0.00636425216317588,0,0.138550443990845,0.0548825913045156,0.113054710457353,0.15112199320578,0.170097196909288
"AT1G43170",6,0,0.131519146730862,0.057984521999453,0.054446518423089,0.0384807578899762,0.0390026694405069,0.02532256098948,0.0267712414381076,0.0211110123591029,0.016036509568092,0.0132750273431648,0.0102674963872204,0.00872429651023127,0.11116421006225,0.0567218654091901,0.0800371632482896,0.121801271772091,0.187333730428894
"AT3G43190",12,2,0.125493296627609,0.0533224935314195,0.0262535564152287,0.0120892899781489,0.0137309053126173,0.00613139532815262,0,0,0.0112240408693353,0.00846666047675185,0.0203557964769938,0.0251659146936695,0.103625987568052,0.0330658077689264,0.224591831935948,0.0532926756307901,0.283190347386357
"AT3G16430",4,0,0.0632358039847309,0.0208256345063499,0.027487254118304,0.02312709514244,0.0339848180037004,0.0411940172127424,0.0542640671054212,0.0593769990154545,0.0490972863919949,0.0752971559015271,0.0367470742356989,0.0390701318282002,0.0638615658660063,0.109606139382146,0.241102089591302,0.0322359104134994,0.029486957300482
"AT1G56070",11,0,0.0780800235464988,0.0292599906400098,0.0250508332305383,0.0205925096074013,0.0212551307308769,0.0327051492501492,0.0436892572845494,0.0733369588574309,0.0850694937143013,0.0703490657689198,0.071402686779166,0.0686522498018197,0.0785935167055329,0.0291998258182479,0.12719879874951,0.035827789066075,0.109736720448973
"AT4G09320",3,0,0.125060639543706,0.0371419677343408,0.0180323875817375,0.00658195919444054,0.00817051948523284,0.00944923293860619,0.0185675320619792,0.0370882140814025,0.0598803583428273,0.0574886125029575,0.0644171945676285,0.0458071149631137,0.0915766288849933,0.0213856960217591,0.12803734915071,0.03602482857695,0.235289764367615
"AT1G18210",6,0,0.0433477009330537,0.125164846069296,0.0832273843079134,0.0676151492043941,0.0649028902249487,0.0527593076247546,0.0567566435153469,0.0741297769040843,0.0650575611286168,0.0547167487197309,0.0432563354946753,0.0482940106420077,0.0386808626710175,0.0091175706954168,0.13334525045789,0.00562884286424347,0.0339991185426095
"AT5G19440",12,0,0.103355474462337,0.0273552062150203,0.01744934488449,0.020125527838713,0.0228195940420338,0.0302306509669899,0.0389647684218473,0.0530911074633247,0.0554943823962301,0.0545402658490466,0.0429103604306061,0.0419083729026175,0.0628010415811617,0.0192080559227726,0.247499093202413,0.0275772492775932,0.134669504142804
"AT3G15950",23,0,0.0357271088468118,0.0988345109418736,0.0748611907381963,0.0570977613432062,0.0542303234066161,0.0533817685216562,0.0613146194575131,0.0665036527707318,0.0615814804467953,0.0469635143286651,0.0452295872860892,0.0365461223142511,0.058766231452245,0.034549468734601,0.142330255190452,0.0293874782770992,0.0426949259431971
"COMB_AT1G07660_AT1G07820_AT2G28740_AT3G45930_AT3G53730_AT3G46320_AT5G59690_AT5G59970",5,0,0.0662308712813304,0.00928000979984364,0.0369258032002897,0.0481538862005923,0.051354653982328,0.0453615272642245,0.039906152437814,0.0350488827479313,0.0277497781700972,0.0284002932290091,0.026901459249158,0.0366905114341066,0.179502634767022,0.096661861059238,0.0356386534108043,0.157515893248013,0.0786771285181984
"AT1G09640",3,0,0.106736541663287,0.0351126890776511,0.0201021073291741,0.0137572737255069,0.013352080044613,0.0167911554283163,0.0284254344252108,0.0478489060361514,0.0640913764376097,0.0708788506874501,0.0514402685762451,0.0566215682720992,0.0947858664353361,0.0200894458762581,0.15787308447457,0.0333705358581545,0.168722815652366
"AT2G41840",5,0,0.0895764132882861,0.0570703840016205,0.0495665663303519,0.0340874225041705,0.0294160800521178,0.0288435801191272,0.0265093592143859,0.0239852139694234,0.0178766537197108,0.00856784575446523,0.00626038618964862,0.00398031988632523,0.142778723029041,0.0495868283650167,0.167981215847173,0.0856638218665332,0.178249185862603
"AT3G48930",3,3,0.166869349991477,0.0461860322952215,0.042804743649411,0.0377308838087929,0.0271808660045535,0.01458574921592,0.0248908296807789,0.019462530308501,0.0170506819367634,0,0,0,0.10640067151461,0.0817393077796674,0.172148433743886,0.13536002814774,0.107589891922678
"AT4G34670",3,3,0.0785013520487187,0.0598555950949753,0.0743510402756252,0.0428217861134398,0.0362559015019181,0.0394407169698673,0.0274297611720112,0.0474229025642639,0,0,0.0163245657589011,0,0.132674012476613,0.0506898693545683,0.160215777976102,0.0510641549463411,0.182952563746656
"AT3G12390",2,2,0.0887791464491688,0.039806580878905,0.0209802659971694,0.0232630072497953,0.0196003770938834,0.0234176052185824,0.0319899653026748,0.0668533655435347,0.0499069999247879,0.0389151655807548,0.0483089056283208,0.0321032420239788,0.106897734054024,0,0.285044009328515,0,0.124133629725905
"AT2G01140",4,0,0.159377060113177,0.0137812960161451,0.00774124392460635,0.012920453891027,0.0126435333589521,0.0167652483979694,0.0198454503818086,0.0284537229087975,0.0415639768410595,0.0514256586918334,0.0505533790543817,0.046768264420876,0.135050617178047,0.0145561820487218,0.217217674557242,0.0267994801728031,0.144536758042552
"AT1G78380",2,0,0.142240365499399,0.0386315549903843,0.0241606816974696,0.0104809983896611,0.014198449749852,0.0117468041514627,0.0288411230097831,0.0402190571202316,0.0447454462228307,0.0492845610276108,0.0448886243400372,0.0386432991358361,0.113393340364995,0.0308688273217222,0.0746917126504001,0.05452309162761,0.238442062700714
"AT4G22670",8,0,0.122290070960938,0.0380875266027601,0.0399876795710268,0.0124013712686609,0.0114152262282152,0.0161182866559838,0.0338696201264291,0.0455616452217102,0.0686097407204364,0.0465999322595308,0.0500392478980036,0.0358266290189599,0.106089135111511,0.0067512234888152,0.308078549347948,0.0162212601488936,0.0420528553701762
"AT4G36130",2,3,0.094039508176534,0.0498721664271576,0.0551319663832545,0.0503880542967479,0.0469975994545559,0.0379035854981433,0.0329778227976526,0.0256296282197506,0,0.0118828945681976,0,0,0.109906706184587,0.0685440507853224,0.136726420800863,0.15809987204989,0.121899724357344
"AT1G52130",12,3,0.118200370754977,0.0348053699877861,0.0238676613338458,0,0.0375906222969662,0,0,0.0207573433529127,0.0358103638742611,0.0415043469881304,0.0484811418410236,0.0352380230128936,0.135164622498957,0.0532055808959708,0.191629079069972,0.0402349490769223,0.183510525015381
"AT5G13420",9,0,0.123688281071712,0.013687588164789,0.0141605351770477,0.0284083786001031,0.0345234549716228,0.03951481555407,0.0503695000719094,0.058091946371552,0.0532616279910617,0.0509623553337001,0.0378269338811995,0.0360954897509864,0.121142646148742,0.0216433231989035,0.174617001630918,0.0144434909465679,0.127562631135116
"AT5G42020",4,0,0.0328302575959147,0.175141352648499,0.156834024530644,0.140164117157253,0.11206516948127,0.0887821773352497,0.0541085601568877,0.0442956150595285,0.0307771216618168,0.0293571882526392,0.0134857731612208,0.0122535057077331,0.0273873169834481,0.0147047180854685,0.021493044401463,0.0213429822109307,0.0249770755700322
"AT2G16600",2,1,0.0749931505831572,0.0715552080510623,0.0436758508041979,0.0348866728658878,0.0515010098574618,0.0421032816133988,0.0873707472926531,0.105851952180041,0.0648495723210557,0.0918532966096937,0.0757566257969858,0.0545960566070685,0.0406410678951805,0,0.0875953704550131,0.00689921758052251,0.0658709194866202
"AT1G02920",5,0,0.07415680928533,0.0304857413321646,0.029074794754745,0.0348744523436772,0.0221430639884079,0.0334232158841627,0.0553848307269299,0.0800906789437085,0.0835274120229167,0.101424700352802,0.0499820076372257,0.0898237822813107,0.0720127108548925,0.0367648568428646,0.0727635222857206,0.0504009115219098,0.0836665089412313
"AT2G44120",2,0,0.0769581141007163,0.0503773091613029,0.0428710089338178,0.0409280418855715,0.0433390666230515,0.0378890021521399,0.0294054369668699,0.0181372797191928,0.013383368658567,0.0147161949979577,0.0090888837812407,0.00728657574128561,0.137638062429226,0.0750240461742671,0.111666067095363,0.142970564222766,0.148320977356664
"AT1G18540",2,3,0.0884881826038952,0.0717823155817003,0.052631116560849,0.0365497160900289,0.0439247161421261,0.0190583999179722,0.0174377151721028,0.0170378930484117,0.0133225634598152,0,0,0,0.110146670126048,0.0523377840057156,0.0755873322752423,0.120687582969761,0.281008012046332
"AT5G15200",2,0,0.116861855368504,0.0515395846228443,0.0816040613491148,0.0537290994995729,0.041441283509831,0.0463842946497664,0.0455382250612506,0.0360664387277178,0.0264690565605391,0.0245912539261361,0.0198460181641847,0.0182870552472774,0.0763192094368604,0.0366199497883981,0.0896022546314568,0.068237686403564,0.166862673052982
"AT3G15730",13,1,0.0838020891296156,0.0495514286629589,0.0263158971098767,0.0187665508031914,0.0215763525539197,0.018045064725844,0,0.0242465471199743,0.0522599358049457,0.0446704990559281,0.0572520397841007,0.03602240492684,0.0813706062817277,0.0204486033908868,0.229593312656316,0.0311276569231608,0.204951011070713
"AT5G02870",2,1,0.0756722924307583,0.0632898332051087,0.0601104578285938,0.032144319692809,0.0345223715931904,0.0237102689913999,0.0213242667742088,0.0199212045293805,0.0171528561408862,0.0131750744056284,0.00932919662369484,0,0.155123652003517,0.0571425142353598,0.0974760949123346,0.168231753097227,0.151673843535902
"AT3G02360",7,2,0.0906170987838208,0.0425899686764916,0.0407822329148534,0,0,0.012719649911616,0.0198909414380642,0.0325557755664842,0.0545950246800073,0.0604717626268195,0.0586340368547252,0.052768468183104,0.0738886878541331,0.0226354460787226,0.2068969160436,0.0406550689869465,0.190298921400612
"AT1G18080",6,0,0.136719002577023,0.0686061995353134,0.0374407702020061,0.023814353263578,0.0256890117134011,0.0210840946616209,0.0226467334673476,0.0165380710205646,0.01482616258527,0.0124906327692542,0.00960271345117176,0.00983374183694242,0.11004012888637,0.0345151449046966,0.127329987163538,0.0902866202905616,0.238536631671341
