Protein,FS1 A HCC827-rep2,FS1 B HCC827-rep2,FS2 A HCC827-rep2,FS2 B HCC827-rep2,FP1 A HCC827-rep2,FP1 B HCC827-rep2,FP2 A HCC827-rep2,FP2 B HCC827-rep2,FP3 A HCC827-rep2,FP3 B HCC827-rep2,MIN PSMs for quant
MEST,0.6326,0.4931,0.5949,0.4068,1.2792,1.3959,1.9384,1.6613,1.6474,1.9511,5
MET,0.5518,0.5357,0.6787,0.6507,1.3231,1.3872,1.8556,1.6057,1.3736,1.4943,218
METAP1,1.4214,1.2519,1.2192,1.2131,1.0854,1.0354,0.8453,0.8078,0.8784,0.8024,69
METAP1D,0.8001,0.7564,1.4424,1.4633,1.0664,1.1750,1.3049,1.1400,0.7306,0.5798,9
METAP2,2.2927,2.0280,0.9985,0.9663,0.7028,0.6985,0.6913,0.7430,0.9151,0.8854,42
METRN,0.6814,0.8110,0.6625,0.6552,1.1631,1.3507,1.5052,1.2623,1.8055,1.7368,1
METTL1,1.8603,1.8949,1.2826,1.3559,0.6682,0.7218,0.5484,0.6083,0.5371,0.5113,12
METTL13,2.4019,2.1706,1.0152,0.9371,0.7774,0.7637,0.6860,0.6915,0.7583,0.7022,31
METTL14,1.4775,1.3322,1.7836,1.6796,0.7457,0.7319,0.5026,0.4911,0.3755,0.3354,35
METTL15,0.4682,0.4898,1.1450,1.1423,1.4458,1.3606,1.5450,1.5441,0.7557,0.7217,25
METTL16,0.9343,0.8776,0.9696,0.8953,0.9731,1.0090,1.0649,1.0575,1.6326,1.6060,32
METTL17,0.6277,0.6932,0.9138,0.7822,1.1739,1.1651,1.4345,1.3700,1.1398,1.2051,18
METTL18,1.8014,1.7198,0.7877,0.7527,0.8821,1.0447,0.8408,0.9164,1.3421,1.4142,4
METTL20,0.6005,0.4825,1.3374,1.2441,1.2577,1.3426,1.6753,1.2065,0.5810,0.5969,2
METTL21A,2.3900,2.1058,1.1760,1.1330,0.7607,0.7718,0.6824,0.7590,0.5176,0.6142,5
METTL22,2.1680,1.8080,1.2379,1.1293,0.7068,0.6694,0.7342,0.4877,0.6653,1.0274,4
METTL25,1.6291,1.3292,0.9991,0.8247,1.0606,1.1671,1.0829,1.1954,0.8971,0.9219,2
METTL2B,3.6250,2.9186,1.0052,0.8493,0.5197,0.5740,0.3925,0.4501,0.2927,0.3059,5
METTL3,1.4017,1.3654,1.5855,1.4600,0.8510,0.8190,0.6721,0.6343,0.6083,0.5921,57
METTL5,3.6483,3.0458,1.1540,1.0477,0.3712,0.4343,0.3340,0.3174,0.2799,0.3007,4
METTL6,1.9720,1.9852,0.9325,1.0390,0.8752,0.7460,0.9171,0.9580,0.6570,0.7211,7
METTL7A,0.4282,0.4701,0.4193,0.3956,1.3479,1.3669,2.3366,1.9042,1.7090,1.9398,7
METTL7B,0.6850,0.6639,0.6062,0.5857,1.2345,1.2939,1.7058,1.6589,1.6910,1.8123,31
METTL8,0.3648,0.3206,0.9644,1.0052,1.3908,1.3490,1.6207,1.6328,1.2714,1.1420,12
METTL9,0.3806,0.3259,0.3589,0.3823,1.2265,1.4265,2.2397,2.0061,1.6356,2.1540,6
MEX3A,0.7611,0.8235,1.0898,1.0965,0.9458,1.0284,1.0223,0.8901,1.2512,1.4404,9
MEX3C,1.7173,0.8498,1.4033,1.4895,0.9048,1.0502,0.7858,0.9588,1.0585,1.3150,1
MEX3D,1.6992,1.5473,0.8792,0.9900,0.9304,1.0421,0.9906,1.1916,1.0081,0.9631,5
MFAP1,0.3366,0.3832,0.6537,0.7687,1.6238,1.7904,1.1850,1.1688,1.8196,1.6516,29
MFAP3,0.5676,0.6324,0.3850,0.3650,1.3345,1.4772,1.9390,2.0539,1.8990,1.6437,3
MFF,0.3115,0.3291,0.3257,0.3533,1.6386,1.6651,2.9797,2.4063,1.0353,1.1684,26
MFGE8,0.6741,0.6392,0.3780,0.4132,1.3870,1.5358,1.8667,1.6643,1.7498,1.9137,6
MFHAS1,0.9660,0.9595,0.9455,0.8313,1.0984,1.0891,1.0012,0.9996,1.2551,1.2890,10
MFI2,0.5920,0.5115,0.7489,0.6802,1.1597,1.1667,1.6771,1.4874,1.7663,1.7490,60
MFN1,0.4621,0.4590,0.4007,0.3879,1.5984,1.6019,2.6655,2.5595,0.9378,1.1020,39
MFN2,0.4036,0.3773,0.3568,0.4257,1.6095,1.6426,2.6959,2.4144,0.9500,1.0617,58
MFSD1,0.4088,0.3623,0.4821,0.4897,1.0018,1.1170,2.0638,2.1511,2.0994,2.0469,11
MFSD10,0.6389,0.5487,0.3831,0.3731,1.4800,1.5226,2.1974,1.7998,1.7524,1.7936,14
MFSD11,0.3291,0.1661,0.4820,0.4399,0.9260,0.9071,2.6556,1.6049,2.3945,1.9720,1
MFSD2A,0.8609,0.8414,0.4692,0.4775,1.2585,1.4049,1.8397,1.7202,1.5119,1.6624,1
MFSD5,0.5405,0.5540,0.8804,1.1412,0.9770,0.6752,1.9045,0.9559,1.4821,1.8119,1
MFSD6,0.3608,0.2482,0.4079,0.4406,1.0375,1.0566,1.6883,1.6811,2.7561,2.8009,7
MFSD7,0.9774,0.6377,0.9615,0.7941,0.7768,0.7331,1.2295,1.1395,2.2434,1.6860,1
MFSD8,0.4766,0.4692,0.4662,0.4525,1.1043,1.0941,1.9996,1.8297,1.9988,2.4764,6
MFSD9,0.2672,0.2735,0.3448,0.3084,1.1486,1.2589,1.8777,1.9087,2.0284,2.1171,6
MGA,0.4788,0.4676,1.0560,1.1287,1.4752,1.4646,1.1951,1.1777,1.1357,1.0632,70
MGARP,0.8399,0.8747,0.6019,0.5943,1.5731,1.7157,1.8183,2.0845,0.9510,0.8664,1
MGAT1,0.5341,0.7106,0.5663,0.5787,1.0374,1.1550,1.9084,1.9882,1.5483,1.6146,16
MGAT2,0.3720,0.4067,0.3388,0.3817,1.2259,1.2237,2.3795,2.1840,1.8919,1.8412,36
MGAT4B,0.2772,0.3255,0.2930,0.3495,1.2137,1.2536,2.3930,2.2845,2.0161,1.9896,15
MGAT5,0.5423,0.4845,0.4173,0.4150,1.0448,1.1028,2.0741,1.9201,1.8259,1.8619,10
MGEA5,2.4625,2.3152,1.2454,1.1943,0.6405,0.6154,0.5341,0.5281,0.4676,0.4768,74
MGLL,1.7840,1.5862,0.6923,0.7026,1.0858,1.0801,1.3387,1.1770,0.8478,0.9638,22
MGME1,0.3183,0.3503,1.2567,1.2338,1.3372,1.3525,1.7679,1.4800,0.6001,0.5791,67
MGMT,2.0943,1.9816,1.1797,1.1018,0.8144,0.7835,0.7112,0.6879,0.6048,0.5249,6
MGRN1,0.5733,0.4717,0.5598,0.5741,1.1554,1.2154,1.7595,1.5113,1.9468,1.9608,33
MGST1,0.4853,0.4634,0.3534,0.3540,1.2509,1.3442,2.4581,2.1359,1.5616,1.7751,69
MGST2,0.7535,0.7597,0.6645,0.6697,1.1900,1.2143,1.7404,1.6899,1.4782,1.6350,12
MGST3,0.5446,0.5810,0.5807,0.5806,1.4408,1.5144,2.2333,2.0580,0.9855,1.1226,64
MIA2,0.3698,0.5223,0.3296,0.5041,1.1365,1.4280,1.6880,1.9254,1.9452,2.5064,1
MIA3,0.4051,0.4129,0.4342,0.4195,1.1906,1.1980,2.0999,1.9435,1.9882,2.0321,201
MIB1,1.1634,0.9982,1.0426,0.9248,0.9374,0.9911,1.0797,1.3003,1.0597,1.4069,36
MIB2,1.2988,1.3130,0.9506,1.0118,1.1044,1.0788,1.2324,1.0069,0.9214,1.0083,5
MICA,0.7119,0.5240,0.7653,0.6604,1.4523,1.1451,1.9692,1.6193,1.2579,1.3561,1
MICAL1,2.6654,2.3999,0.9151,0.8973,0.7531,0.7690,0.7556,0.7548,0.5988,0.6352,17
MICAL2,0.4138,0.4692,0.5888,0.6025,1.1280,1.2954,1.8255,1.6477,1.8825,1.8757,26
MICAL3,1.7785,1.5485,1.2029,1.1630,0.8927,0.8512,0.8001,0.8137,0.6605,0.6580,85
MICALL1,1.6519,1.6744,1.2411,1.2604,0.7730,0.7505,0.8234,0.7684,0.8839,0.8365,50
MICALL2,1.2230,1.1071,0.8086,0.8652,1.0683,1.0322,1.2867,1.2210,1.2009,1.2524,28
MICB,0.6882,0.6946,0.9758,0.8716,1.0899,1.1262,1.3184,1.2188,1.3605,1.2890,3
MICU1,0.5905,0.5859,0.5360,0.5549,1.5590,1.6205,2.2579,2.1712,1.0259,1.1049,56
MICU2,0.3421,0.3966,0.4930,0.5247,1.6221,1.7007,2.4912,2.3162,0.9301,1.0003,27
MICU3,0.6782,0.6412,0.5982,0.6315,1.4563,1.5051,2.3909,1.9263,0.8747,1.0282,2
MID1,1.9450,1.9047,1.1762,1.0929,0.7793,0.7861,0.8075,0.7704,0.6783,0.6953,24
MID1IP1,2.1339,2.1183,0.9956,1.0159,0.8594,0.9776,0.8712,0.8791,0.8508,0.6673,5
MID2,1.6393,1.5655,1.1364,1.1474,0.7707,0.8329,0.9724,0.9137,0.9209,0.8741,4
MIDN,0.9881,0.8657,1.2115,0.7899,0.8407,0.7943,0.9669,1.0085,1.8332,1.8534,1
MIEF1,0.7623,0.6036,0.4174,0.4568,1.4979,1.4434,2.2621,2.2480,0.9583,1.2256,5
MIEF2,0.7331,0.6720,0.6650,0.6192,1.4069,1.5747,1.8492,1.9261,1.1138,1.1947,4
MIEN1,2.8605,2.4720,1.1559,1.0018,0.5856,0.5403,0.5438,0.4757,0.4740,0.4111,17
MIER1,1.1325,1.0387,1.5935,1.5585,0.8732,0.8029,0.6844,0.6374,0.7136,0.6231,45
MIER2,1.1154,1.0055,1.6351,1.5602,0.9917,0.9814,0.6817,0.6857,0.6605,0.7701,5
MIER3,1.1047,1.2555,1.8302,1.7865,0.8167,0.7578,0.5798,0.6088,0.7097,0.6439,10
MIF,3.0133,2.8646,1.0406,1.0795,0.5707,0.5858,0.4316,0.3976,0.4601,0.5148,10
MIF4GD,2.4832,2.1594,1.3181,1.3025,0.6830,0.6078,0.5050,0.5580,0.4815,0.5227,6
MIIP,2.0858,1.3431,0.8551,0.7659,0.9965,1.0511,1.4069,1.2406,0.6383,0.8628,2
MILR1,0.3185,0.2761,0.4863,0.4363,1.3943,1.5108,2.0139,1.8958,1.7396,1.9688,17
MINA,0.7607,0.6806,0.9131,1.0394,0.7713,0.7469,0.7910,0.7518,2.1751,2.3712,31
MINK1,0.9751,1.0260,1.2240,1.0546,0.9932,0.9394,1.0948,1.0274,1.0402,1.1011,39
MINPP1,0.5120,0.4985,1.5908,1.3227,0.8756,0.8846,1.2613,1.1003,0.8938,0.8588,25
MIOS,1.0341,1.0244,0.9841,1.0083,0.9356,0.9065,0.9922,1.0271,1.4737,1.4956,48
MIPEP,0.4360,0.4248,1.1167,1.1470,1.5019,1.4792,1.8160,1.6164,0.6857,0.7086,45
MIPOL1,1.7999,1.6335,1.0709,1.0878,0.8881,0.9389,0.9846,0.8387,0.7686,0.7611,6
MIS12,0.4542,0.5196,0.9988,1.0846,1.2442,1.3337,1.2863,1.2356,1.1493,1.1969,13
MIS18A,0.9709,0.7478,1.1426,0.9191,1.3719,1.6346,1.1448,1.0904,0.8151,0.9064,6
MIS18BP1,0.7638,0.7668,0.7181,0.6440,1.9186,2.1367,1.4379,1.4150,0.9466,0.9100,27
MISP,0.6091,0.6019,1.3204,1.3391,1.3100,1.3072,1.2012,1.1050,0.8251,0.7510,83
MITD1,1.6107,1.4345,1.0789,1.1343,0.8358,0.7918,1.0492,1.0101,0.9592,0.9518,11
MITF,1.1407,1.0094,0.7322,0.6800,1.3280,1.3772,1.2508,1.3650,1.3739,1.3183,2
MKI67,0.3570,0.3650,0.5721,0.6185,2.1898,2.4031,1.5417,1.4957,1.0077,0.9870,401
MKKS,0.4757,0.5143,0.4197,0.4746,1.6875,1.7965,1.9591,2.6979,1.1051,1.2387,19
MKL1,2.2503,2.2409,1.7099,1.2121,0.5960,0.8532,0.4617,0.5947,0.4423,0.4849,2
MKL2,2.2016,2.1222,1.2703,1.1932,0.6333,0.6642,0.5104,0.5343,0.4356,0.4297,32
MKLN1,1.6381,1.5244,1.2489,1.2567,0.6676,0.6632,0.6657,0.5725,1.0655,1.0796,40
MKNK1,2.9311,2.6574,1.0563,1.0553,0.5965,0.5632,0.5433,0.5681,0.3968,0.4921,19
MKNK2,1.5437,1.1264,1.1219,1.1644,0.8831,0.9043,0.9704,0.9880,0.8348,1.0297,4
MKRN1,0.8263,0.7238,0.9472,0.9093,0.7755,0.7832,0.7785,0.8687,2.0942,2.0305,7
MKRN2,1.5517,1.3732,0.9410,0.9660,0.9816,1.0111,0.9710,0.8856,1.1450,1.2515,6
MKS1,1.4576,1.2821,0.8349,0.7623,1.2909,1.1644,1.1219,1.0461,1.1941,1.1529,2
MLEC,0.4041,0.3956,0.3763,0.3568,1.3137,1.3707,2.1727,2.1295,1.8379,1.9741,228
MLF1,1.0867,0.9727,0.8457,0.7737,1.1826,1.2153,1.2778,1.3564,1.1707,1.4234,7
MLF2,0.7554,0.6635,0.9890,1.0699,1.1085,1.1454,1.1819,1.2929,1.3649,1.4462,13
MLH1,1.0297,0.9618,1.4783,1.4446,0.9019,0.9137,0.8361,0.8909,0.6771,0.7793,29
MLH3,0.7477,0.6964,1.3859,1.2539,1.0853,1.0551,1.0942,1.0757,0.8928,0.9123,10
MLKL,2.8637,2.8071,0.7943,0.8556,0.6401,0.6671,0.6395,0.6951,0.5916,0.5485,30
MLLT1,0.5079,0.7274,1.5721,1.4457,1.1702,1.1338,0.7491,0.6846,0.7759,0.7996,12
MLLT10,0.6713,0.6333,1.4304,1.2545,1.1027,1.1597,0.8213,0.7254,1.2304,1.1677,6
MLLT3,0.6708,0.6406,1.1140,1.2383,1.3000,1.3148,1.1524,1.0891,0.9946,0.9660,15
MLLT4,1.0267,0.9871,1.1233,1.0874,1.0629,1.0628,1.1484,1.1135,0.9622,0.9505,224
MLLT6,0.6663,0.5398,1.1777,1.1757,1.2795,1.2922,0.9107,0.9594,1.4295,1.1798,14
MLPH,0.5455,0.5465,0.8444,0.8650,1.0771,1.1487,1.3680,1.3465,1.8333,1.9255,33
MLST8,1.5301,1.3486,0.7506,0.7958,0.8085,0.8262,1.1820,1.1934,1.3792,1.4727,19
MLXIP,2.3360,1.9411,0.9467,0.8731,0.9396,0.9044,0.8320,0.8904,0.6694,0.6426,12
MLYCD,0.4093,0.3825,1.2556,1.2553,1.2933,1.2576,1.7397,1.4863,0.7616,0.7045,26
MMAA,0.3470,0.3380,1.2872,1.2538,1.3179,1.2877,1.7030,1.4442,0.6436,0.5830,22
MMAB,0.3707,0.2791,0.7761,0.7858,1.7016,1.7698,2.1888,1.8128,0.6280,0.6185,19
MMACHC,2.6477,2.6262,0.7127,0.6773,0.8854,0.8413,0.8198,0.8815,0.5718,0.7327,6
MMADHC,1.7300,1.2439,0.9482,0.9500,1.0647,1.0219,1.1025,1.0923,0.6783,0.6412,13
MMD,0.1539,0.1667,0.2089,0.2300,1.3174,1.7747,2.5097,2.5322,1.8908,1.8877,1
MMGT1,0.3270,0.2557,0.3842,0.3649,1.2500,1.3317,2.2630,2.1558,1.8967,1.9762,21
MMP1,0.7530,0.4192,0.8714,0.7949,1.1477,1.5315,1.3498,1.4820,1.4869,1.5068,1
MMP13,1.0435,1.1802,1.2669,1.3145,0.8950,0.8895,0.9544,0.8872,1.1238,0.9354,4
MMP15,0.3705,0.4233,0.6950,0.6649,1.3474,1.3576,2.1424,1.6749,1.4420,1.4941,14
MMP16,1.2127,1.0914,0.7441,0.6975,1.8697,1.8964,1.3388,1.3082,0.6737,0.6292,1
MMP7,1.1205,0.9961,1.3349,1.1711,0.8467,1.0313,0.9125,1.0093,1.0389,1.0246,1
MMP9,1.0778,1.0924,1.2191,1.1528,0.7621,0.7665,1.3596,1.1083,1.1294,0.9562,1
MMS19,2.2568,2.2119,1.0004,0.8744,0.7538,0.7776,0.8089,0.7927,0.6514,0.8047,37
MMS22L,0.6938,0.6575,1.5829,1.4603,1.0379,1.0639,0.8870,0.9479,0.8153,0.8317,14
MNAT1,0.8348,0.9924,1.7828,1.6798,0.8869,0.8113,0.6955,0.7127,0.6137,0.5664,29
MND1,1.7743,2.0255,1.4428,1.5477,0.6738,0.6281,0.6078,0.6041,0.4944,0.4625,6
MNDA,0.7547,0.7718,0.6198,0.5216,0.8191,0.4420,1.6091,0.9907,3.2879,1.8973,1
MNT,0.6960,0.8544,1.7794,1.8172,0.8218,0.9120,0.7881,0.6347,0.6549,0.3867,5
MNX1,1.3985,1.5491,1.4236,1.7410,0.7081,0.7327,0.9274,1.1782,0.2700,0.2676,1
MOB2,2.8101,2.5489,1.1059,0.9653,0.6191,0.5643,0.5714,0.5136,0.3747,0.5022,11
MOB3A,2.0677,1.8254,0.6753,0.5870,1.0949,1.3028,1.3161,1.2270,0.7643,0.7680,2
MOB3C,2.2028,2.5303,0.5204,0.6213,1.0093,1.1828,1.3328,0.9308,0.7406,0.7062,1
MOCOS,2.9413,2.6072,1.0512,1.0447,0.6303,0.6319,0.4711,0.5323,0.4749,0.4579,23
MOCS2,3.1707,2.6109,0.9838,0.9410,0.6831,0.7145,0.7265,0.6595,0.4094,0.5727,12
MOCS3,2.3927,2.3246,0.9633,0.9420,0.7274,0.7326,0.7916,0.7475,0.6592,0.6548,28
MOGS,0.5718,0.5651,0.5117,0.5235,1.2142,1.2760,2.0197,1.7971,1.6510,1.6886,73
MON1A,2.4274,2.5311,1.1455,1.0151,0.7493,0.8264,0.6743,0.8712,0.8523,0.6874,2
MON1B,1.5242,1.3706,0.7750,0.7848,0.8247,0.8422,1.3179,1.1883,1.2543,1.2599,20
MON2,2.2526,2.1505,0.8466,0.7995,0.8138,0.8238,0.9296,0.8806,0.8038,0.8984,43
MORC2,0.5433,0.5286,1.5413,1.5983,1.0417,1.0573,0.9386,0.9314,0.9853,0.9397,29
MORC3,0.5978,0.5613,1.9504,1.8982,0.8599,0.7835,0.6510,0.7121,0.5781,0.5918,55
MORC4,0.8479,0.8557,1.4189,1.2971,0.9988,0.9549,0.9110,0.8572,0.8423,0.7101,4
MORF4L1,0.7165,0.7068,1.3263,1.3438,1.0505,0.9912,0.9263,1.0121,1.1338,1.0772,34
MORF4L2,0.8033,0.7776,0.9901,1.0348,1.1160,1.1211,1.0212,1.1620,1.5002,1.4012,25
MOSPD1,0.4135,0.4619,0.4357,0.3306,1.3684,1.3218,2.2078,1.7468,1.8591,1.9194,3
MOSPD2,0.3875,0.3791,0.3227,0.3616,1.1256,1.1328,2.0727,1.9360,2.2103,2.2344,26
MOSPD3,0.5489,0.4475,0.3774,0.4410,1.3645,1.6749,2.0178,1.7423,1.6781,1.8042,3
MOV10,1.0103,0.9007,0.6458,0.6085,0.7694,0.7934,0.9120,0.9277,2.3735,2.3703,108
MOXD1,0.7716,0.7259,0.8826,0.6705,1.1768,1.0790,1.4327,1.3648,1.0633,0.9886,4
MPC2,0.6960,0.5185,0.2770,0.2920,1.6895,1.6180,2.6904,2.7234,1.0209,1.1627,3
MPDU1,0.4669,0.5412,0.3244,0.3245,1.4537,1.5512,2.2909,1.7080,1.8972,2.0521,10
MPDZ,0.7660,0.6853,1.0956,1.0710,1.1685,1.1682,1.1628,1.1792,1.1891,1.2329,54
MPG,0.8821,0.7355,1.3922,1.3568,1.0244,1.0216,0.9008,0.7899,1.0242,0.8614,16
MPHOSPH10,0.3835,0.4003,0.4965,0.4943,2.0211,2.2481,1.2996,1.3096,1.6841,1.4374,72
MPHOSPH6,0.7041,0.5933,0.8039,0.8050,1.2198,1.2268,0.8249,0.9147,2.1548,1.9883,20
MPHOSPH8,0.5133,0.5476,0.7708,0.8050,1.8918,2.0033,1.2598,1.3385,1.1418,1.1367,39
MPHOSPH9,1.2337,1.1674,1.1224,1.0289,1.1298,1.0452,1.2491,1.1650,0.8023,0.8397,11
MPI,2.6048,2.5295,1.2377,1.1893,0.5708,0.5335,0.4949,0.4538,0.3940,0.3836,23
MPLKIP,1.4819,1.6404,0.9573,1.1905,1.0958,1.0834,0.8467,0.7134,0.9363,1.0854,4
MPND,0.6847,0.6445,0.5754,0.5907,2.1332,2.4863,1.5783,1.4071,0.6616,0.6805,5
MPP1,1.7514,1.6749,0.8331,0.8096,1.1461,1.2217,1.2652,1.1333,0.7235,0.8187,37
MPP5,0.7297,0.7393,0.9695,0.9678,1.1225,1.1554,1.2092,1.1816,1.4190,1.4611,98
MPP6,0.6490,0.5401,0.5836,0.5748,1.5458,1.7427,1.9629,1.8926,1.0967,1.0907,29
MPP7,0.5584,0.5166,0.5694,0.6223,1.5451,1.5807,1.9334,1.9232,1.1860,1.3254,34
MPPE1,0.2544,0.3113,0.3533,0.3986,1.5294,1.5795,2.2550,2.6476,1.5409,1.6053,1
MPRIP,0.6845,0.6665,0.9041,0.9987,1.3199,1.4402,1.3623,1.2073,1.3106,1.0947,389
MPST,1.4560,1.4695,1.1622,1.1566,1.0098,1.0481,0.9632,0.9831,0.8042,0.8524,43
MPV17L2,0.4433,0.5099,0.5834,0.7430,1.4799,1.7396,2.2491,2.2424,0.8563,1.0024,2
MPZL1,0.7543,0.7524,0.7895,0.7407,1.3152,1.3129,1.7372,1.4460,1.4812,1.3846,15
MPZL2,0.3273,0.3336,0.3223,0.3341,1.3540,1.4902,2.3039,1.9812,1.6318,2.0273,3
MPZL3,0.4255,0.3438,0.5595,0.5544,1.2424,1.1987,1.9196,1.9302,1.8857,1.8920,2
MR1,0.5341,0.8111,0.6866,0.4964,1.2214,1.2191,1.9141,1.7177,1.7935,1.3667,1
MRC2,0.2978,0.2845,0.4681,0.4825,1.1068,1.0951,1.6221,1.5470,2.6020,2.4556,22
MRE11A,0.8264,0.7877,1.7910,1.7615,0.9067,0.8071,0.6411,0.6463,0.6738,0.6338,131
MREG,0.5426,0.5723,0.3870,0.4010,0.9454,1.0473,2.1164,2.0123,2.1360,2.2901,12
MRFAP1,1.0715,0.9576,1.6002,1.6314,0.8421,0.8417,0.6761,0.6894,0.8917,0.7048,13
MRFAP1L1,1.6171,1.5135,1.3114,1.3533,0.7492,0.7404,0.9366,0.4799,0.5284,0.5680,4
MRGBP,0.6478,0.7050,1.5810,1.7373,0.7624,0.6644,0.6108,0.4999,1.2826,0.9594,18
MRI1,2.7936,2.6365,1.1577,1.1037,0.5342,0.5274,0.5324,0.5325,0.4410,0.4000,20
MRM1,0.3203,0.2320,0.6039,0.5871,1.3037,1.3250,1.8183,1.6053,2.0117,2.0372,14
MROH1,1.5965,1.4705,1.2334,1.1016,0.8320,0.7616,0.8483,0.8482,0.9373,0.9465,31
MROH6,1.5026,1.0376,0.7489,0.5844,1.3385,0.9287,1.4904,1.2000,1.3725,1.3268,3
MROH8,0.4724,0.4275,1.1765,1.0326,0.8129,0.8194,0.8062,0.8349,2.1878,2.1887,2
MRP63,0.3383,0.3298,0.3982,0.4117,1.3955,1.4676,2.0647,1.8738,1.8284,1.9759,29
MRPL1,0.3704,0.3724,0.5278,0.5581,1.3510,1.3573,1.9381,1.8152,1.6513,1.7525,109
MRPL10,0.5395,0.5927,0.5001,0.5325,1.3305,1.3381,1.8495,1.5999,1.6482,1.8119,35
MRPL11,0.5124,0.5137,0.5626,0.5351,1.3108,1.3503,1.8398,1.6794,1.6894,1.7931,87
MRPL13,0.5251,0.5271,0.6588,0.6671,1.2724,1.2145,1.6751,1.5676,1.6921,1.7777,41
MRPL14,0.5221,0.5426,0.9064,0.8961,1.3325,1.2952,1.6045,1.4850,1.1644,1.1968,40
MRPL15,0.5644,0.5769,0.5589,0.5893,1.2884,1.3260,1.7682,1.6699,1.6566,1.8503,87
MRPL16,0.5345,0.5158,0.4501,0.4991,1.3720,1.3676,1.8921,1.7749,1.4804,1.7714,28
MRPL17,0.5617,0.4327,0.5425,0.6216,1.4196,1.5380,2.0801,1.5848,1.9176,2.0784,15
MRPL18,0.5139,0.4859,0.6298,0.6129,1.3067,1.3050,1.7743,1.5672,1.6496,1.8636,33
MRPL19,0.6059,0.5681,0.5566,0.5792,1.2992,1.3068,1.8730,1.5797,1.6073,1.7635,91
MRPL2,0.5700,0.6417,0.6733,0.6957,1.2477,1.2525,1.6564,1.5153,1.5699,1.6685,50
MRPL20,0.6297,0.6262,0.6254,0.6413,1.2391,1.2569,1.6519,1.5947,1.5685,1.6733,44
MRPL21,0.4712,0.4056,0.5614,0.5921,1.3345,1.3079,1.8609,1.8704,1.6398,1.8784,14
MRPL22,0.5390,0.5357,0.5001,0.5198,1.2831,1.2637,1.8467,1.6638,1.7351,1.8687,47
MRPL23,0.5890,0.4743,0.4637,0.4745,1.4409,1.4077,1.8523,1.6933,1.7066,1.9065,19
MRPL24,0.3703,0.4144,0.5934,0.5693,1.2943,1.3520,1.8162,1.7739,1.7175,1.8233,57
MRPL27,0.7673,0.7257,0.7773,0.7798,1.1693,1.1714,1.4785,1.3594,1.3884,1.4548,36
MRPL28,0.4537,0.4754,0.6196,0.5791,1.3370,1.3684,1.8829,1.6602,1.7084,1.8407,44
MRPL3,0.5891,0.6434,0.6070,0.6047,1.2189,1.3251,1.6398,1.5347,1.6455,1.7576,33
MRPL32,0.4606,0.4588,0.5822,0.5970,1.3326,1.3115,1.8615,1.6054,1.6560,1.8111,23
MRPL33,0.4250,0.3492,0.3785,0.4086,1.3703,1.4295,2.0211,1.8941,1.8451,2.0137,21
MRPL34,0.2606,0.2578,0.2692,0.2364,1.4164,1.4670,2.1990,2.1184,2.0666,2.1764,14
MRPL35,0.3981,0.3770,0.4741,0.4147,1.3224,1.4264,1.9235,1.7482,1.9451,1.8883,5
MRPL37,0.4673,0.4488,0.5523,0.5539,1.3301,1.3474,1.8804,1.6285,1.7017,1.8672,90
MRPL38,0.6061,0.5989,0.6019,0.5951,1.2576,1.3051,1.7574,1.5917,1.5973,1.7474,105
MRPL39,0.3924,0.4071,0.5179,0.5661,1.3230,1.3174,1.8573,1.7451,1.7070,1.9131,72
MRPL4,0.5627,0.5503,0.6586,0.5733,1.3164,1.3410,1.6206,1.4241,1.5849,1.5527,40
MRPL40,0.7049,0.6424,0.6502,0.6481,1.2665,1.2939,1.6297,1.5889,1.5916,1.6196,53
MRPL41,0.2904,0.3021,0.4642,0.4974,1.3841,1.3814,2.0122,2.0110,1.9034,2.0340,27
MRPL42,0.4984,0.5468,0.6616,0.6345,1.2420,1.3180,1.7358,1.6397,1.6574,1.9523,33
MRPL43,0.3160,0.3705,0.4762,0.5045,1.3539,1.3894,1.9585,1.7800,1.8419,1.9569,51
MRPL44,0.5371,0.5428,0.5898,0.6016,1.2867,1.3085,1.7709,1.5423,1.6887,1.7774,57
MRPL45,0.4304,0.4163,0.6093,0.6286,1.3391,1.3406,1.8722,1.6806,1.6242,1.7048,51
MRPL46,0.3729,0.4022,0.6452,0.5684,1.3196,1.3009,1.8262,1.6250,1.6282,1.8015,61
MRPL47,0.4903,0.5074,0.5308,0.5551,1.2944,1.3144,1.8507,1.9210,1.7424,1.8472,60
MRPL48,0.3417,0.3558,0.4911,0.5419,1.3849,1.3745,1.9780,1.9225,1.7604,1.8833,47
MRPL49,0.4150,0.3973,0.4646,0.5068,1.3648,1.3946,1.9254,1.9081,1.8071,1.9400,50
MRPL50,0.4970,0.5307,0.7723,0.7784,1.2361,1.2483,1.7303,1.5357,1.5284,1.6960,51
MRPL51,0.4466,0.4500,0.5361,0.5031,1.3437,1.3637,1.8938,1.6601,1.8136,1.9623,18
MRPL52,0.4719,0.4736,1.7378,0.8093,1.0644,0.9240,1.3992,1.0064,0.9316,1.0094,6
MRPL53,0.6579,0.6179,0.7975,0.7808,1.3141,1.2885,1.6602,1.3313,1.4097,1.6386,43
MRPL54,0.6405,0.6162,0.6273,0.6588,1.3166,1.2879,1.6220,1.6186,1.6424,1.6739,18
