Protein,FS1 A HCC827-rep1,FS1 B HCC827-rep1,FS2 A HCC827-rep1,FS2 B HCC827-rep1,FP1 A HCC827-rep1,FP1 B HCC827-rep1,FP2 A HCC827-rep1,FP2 B HCC827-rep1,FP3 A HCC827-rep1,FP3 B HCC827-rep1,MIN PSMs for quant
SRGAP2,1.3311,1.2199,0.7928,0.7605,1.0207,0.9963,1.2985,1.3611,1.0634,1.0713,53
SRGAP2D,1.3636,1.2199,0.7627,0.6181,1.1945,1.0040,1.4760,1.3511,1.1152,0.9426,1
SRI,3.0911,2.9311,1.1647,1.2044,0.6095,0.6088,0.6119,0.5739,0.4901,0.4944,101
SRM,2.9501,2.8872,1.1604,1.1214,0.6264,0.6359,0.6115,0.6469,0.5381,0.5157,40
SRP14,0.9080,0.8738,0.8321,0.9204,0.8661,0.9314,0.8595,0.8326,2.2508,1.9444,86
SRP19,2.1870,2.0767,1.4854,1.4443,0.7205,0.6891,0.6923,0.6442,0.6859,0.6751,25
SRP54,1.4245,1.3398,0.8272,0.8065,1.1264,1.2035,1.2085,1.2208,0.8743,0.9226,112
SRP68,1.5054,1.3990,1.1738,1.0717,0.9775,0.9910,0.9936,0.9350,0.9475,0.8783,208
SRP72,1.5663,1.4838,1.1389,1.0671,0.9819,0.9486,0.9723,0.9009,0.9553,0.8952,202
SRP9,0.9400,0.9358,1.0712,1.0731,0.7837,0.8560,0.7944,0.7798,2.1910,1.9816,104
SRPK1,0.8622,0.8870,0.7761,0.7146,0.9283,0.9595,0.8291,0.8639,2.5093,2.1337,90
SRPK2,0.8224,0.8261,0.6786,0.6385,0.8714,0.9384,0.8741,0.8226,2.8539,2.3864,53
SRPR,0.4263,0.4411,0.4163,0.3741,1.1438,1.1088,1.9937,1.8137,1.6500,1.7126,155
SRPRB,0.4160,0.3975,0.3728,0.3659,1.1387,1.1499,1.9553,1.7810,1.6867,1.7037,134
SRPX,0.6301,0.6341,0.5088,0.5577,1.5407,1.6849,1.3991,1.2228,1.3495,1.2322,2
SRPX2,0.4754,0.7866,0.7814,0.8439,1.1013,1.0787,1.7611,1.4259,1.4411,1.3392,13
SRR,3.4487,3.0605,1.0416,0.8730,0.5767,0.6307,0.6595,0.6586,0.4924,0.5930,20
SRRM1,0.5436,0.5346,1.7070,1.6914,1.0765,1.1147,0.7681,0.7397,0.9064,0.8974,43
SRRM2,0.4435,0.4667,2.0427,2.0338,0.8925,0.9064,0.6525,0.6478,0.8063,0.8390,217
SRRT,0.4365,0.4106,1.5511,1.6123,1.0783,1.1590,0.7531,0.7580,1.2106,1.1701,205
SRSF1,0.4483,0.4806,0.9617,1.1118,1.2433,1.3492,0.8369,0.8465,1.7563,1.6761,361
SRSF11,0.5071,0.5198,2.2431,2.3034,0.8110,0.8426,0.6557,0.6642,0.5939,0.5927,50
SRSF12,0.3386,0.3534,0.5294,0.5237,1.7888,1.9748,0.8760,0.9871,1.6441,1.9524,8
SRSF2,0.8603,0.8092,1.7059,1.7206,0.8984,0.9248,0.7255,0.7059,1.2060,1.0699,62
SRSF3,0.3648,0.3764,0.8773,0.9646,1.3103,1.4389,0.8103,0.8666,1.8923,1.9011,170
SRSF4,0.5057,0.5064,1.0808,1.1381,1.0142,1.0151,0.7022,0.6726,2.2784,2.0500,51
SRSF5,0.4749,0.5250,0.8403,0.9136,0.8540,0.9420,0.8583,0.8044,2.8024,2.4067,57
SRSF6,0.4872,0.5008,0.9981,1.0864,1.0240,1.0717,0.7968,0.7663,2.0630,1.9997,137
SRSF7,0.3984,0.3611,0.7767,0.8977,1.4890,1.6319,0.8445,0.8782,1.7457,1.7811,98
SRSF9,0.4258,0.4103,0.5308,0.5643,1.7170,1.9297,0.9848,1.0828,1.4910,1.5439,130
SRXN1,2.8522,3.2321,1.1006,1.0242,0.8005,0.8766,0.8952,0.7456,0.6091,0.4586,5
SS18,1.0860,0.8542,1.5377,1.4700,0.9425,1.0483,0.8517,0.8194,0.9004,0.8549,6
SS18L1,0.8247,0.6750,1.1832,1.1912,1.2251,1.2648,0.9808,1.0006,1.1728,0.9492,4
SS18L2,0.8626,0.7789,1.1472,1.3682,0.7699,1.0313,0.7048,0.6400,2.0956,1.9986,7
SSB,1.4834,1.4349,1.9256,1.8739,0.5480,0.5526,0.4670,0.4094,1.0847,0.9106,495
SSBP1,0.3660,0.3693,0.6291,0.7015,1.4431,1.3245,2.1037,1.5877,0.8161,0.8177,228
SSBP3,1.0719,1.1245,2.8931,2.3937,0.7651,0.8899,0.6838,0.6753,0.6690,0.5657,1
SSBP4,1.1280,1.1230,1.5594,1.8937,0.9118,0.9136,0.7471,0.7737,0.8112,0.9120,1
SSFA2,0.3964,0.4039,0.4828,0.5265,1.1865,1.1273,1.6463,1.6354,1.6753,1.7960,87
SSH1,2.1726,2.0512,1.1676,1.1523,0.8175,0.8501,0.7960,0.7705,0.7348,0.7522,20
SSH2,2.0197,2.0122,1.4470,1.3278,0.8257,0.7797,0.6907,0.7529,0.6099,0.5351,34
SSH3,2.8811,2.5747,1.2007,1.1554,0.7027,0.8005,0.6703,0.7236,0.5100,0.4712,42
SSNA1,3.3398,2.9249,1.3367,1.1836,0.5152,0.6223,0.5448,0.6492,0.3704,0.3775,9
SSR1,0.4060,0.3611,0.3605,0.3631,1.1242,1.0907,2.0588,1.8401,1.6286,1.6642,57
SSR3,0.4054,0.3185,0.2731,0.2577,1.1004,1.0908,2.0244,1.8560,1.7095,1.8294,34
SSR4,0.4066,0.3915,0.3231,0.3299,1.2163,1.1417,2.1216,1.8462,1.5035,1.6084,113
SSRP1,0.5986,0.5743,0.5736,0.5512,1.7515,1.9048,1.3604,1.3869,0.6831,0.6966,298
SSSCA1,2.5919,2.5275,1.3401,1.3525,0.5998,0.6031,0.6632,0.5703,0.5810,0.5546,60
SSU72,1.4458,1.4255,1.8868,1.9387,0.7066,0.7144,0.5930,0.5631,0.5903,0.5448,19
SSX2IP,0.9363,0.8236,0.9749,0.9748,0.9690,1.0047,0.9684,1.0283,1.7313,1.5185,18
ST13,2.9230,2.7785,1.5690,1.5387,0.5024,0.5098,0.4983,0.4671,0.3982,0.3751,206
ST14,0.4171,0.3816,0.3945,0.4101,1.2023,1.2335,1.7532,1.8419,1.4573,1.5323,57
ST3GAL1,0.5774,0.7631,0.5435,0.4553,0.9556,0.8664,1.8581,1.6765,1.7579,1.5614,6
ST3GAL2,0.3072,0.4794,0.5913,0.6717,1.0632,1.2564,1.4734,1.3538,1.6696,1.5519,3
ST3GAL4,0.3576,0.3354,0.2896,0.4185,0.9611,0.9224,1.9629,1.7979,1.9900,1.9685,9
ST5,0.8539,0.8649,1.1923,1.1716,1.1129,1.1377,1.0249,1.1434,0.9360,0.8272,27
ST6GAL1,0.5759,0.5554,0.4849,0.4810,1.0069,0.9412,1.9341,1.6896,2.0222,1.8296,8
ST6GALNAC4,0.4325,0.5964,0.7062,0.7877,0.8847,0.9687,1.6590,1.6930,1.5839,1.5056,4
ST7,0.6674,0.6492,0.5837,0.5209,1.1994,1.0876,1.6955,1.5828,1.5547,1.5641,11
ST7L,1.0165,0.9804,0.6549,0.6870,1.0758,1.2668,1.4265,1.3685,1.3180,1.2336,1
ST8SIA4,0.3339,0.3934,0.5137,0.5044,1.1883,1.1414,1.7829,1.6117,1.6246,1.7137,4
STAG1,0.5223,0.4876,0.8284,0.8628,1.8740,1.8808,0.8938,1.0869,0.8032,0.8706,34
STAG2,0.5228,0.5359,1.0849,1.1598,1.6757,1.7077,0.8828,0.9774,0.7114,0.8407,84
STAM,1.6348,1.5624,1.2696,1.3155,0.7868,0.7089,1.2214,0.9070,0.7023,0.6616,41
STAM2,1.5438,1.5780,1.1456,1.2230,0.8277,0.8572,1.1700,0.9845,0.7494,0.7642,47
STAMBP,2.6484,2.4159,1.2514,1.2569,0.6567,0.6548,0.7806,0.7088,0.5324,0.5753,40
STAMBPL1,1.6680,1.4812,1.4457,1.2125,0.9491,0.9922,0.8986,0.9203,0.5538,0.5338,12
STARD10,2.7050,2.7096,1.3759,1.4452,0.5583,0.6450,0.5760,0.4540,0.4554,0.3933,10
STARD13,2.0621,1.8643,0.9104,0.9469,1.0103,1.1429,0.9260,0.8536,0.6262,0.6446,26
STARD3,0.5070,0.3717,0.4395,0.3164,0.9453,0.9235,2.0161,1.8541,1.7023,1.6996,10
STARD3NL,0.4699,0.4101,0.3398,0.2940,0.8961,0.9244,2.2681,1.8830,1.8556,1.8548,22
STARD4,2.8775,2.3306,1.1425,1.0995,0.6427,0.6910,0.8890,0.6378,0.6647,0.7491,3
STARD5,3.8918,3.4671,1.2617,1.2805,0.4809,0.5111,0.3882,0.3734,0.2804,0.2312,1
STARD7,0.9754,0.9320,1.1723,1.1620,1.0810,1.0984,1.1834,1.1046,0.7189,0.7251,19
STAT1,2.4593,2.2696,1.1469,1.0813,0.7755,0.7669,0.7844,0.7835,0.6395,0.6463,343
STAT2,2.0872,1.8575,0.9164,0.9220,0.9414,0.9479,0.9754,1.0546,0.7921,0.7950,50
STAT3,2.1335,1.9875,0.9951,0.9054,0.8854,0.9382,0.9302,0.9929,0.7216,0.7546,118
STAT5A,1.9377,1.9172,0.9362,0.8901,1.0127,1.0752,0.9450,1.0307,0.6370,0.6671,4
STAT5B,2.4856,2.1701,0.9831,0.8777,0.9615,0.8552,0.8694,0.9275,0.7719,0.7820,8
STAT6,2.2858,1.9746,0.9667,0.8869,1.0232,1.0213,0.8821,0.9417,0.7203,0.7828,39
STAU1,0.7518,0.7546,0.5128,0.4849,0.9548,0.9968,1.0085,0.9692,2.8574,2.4751,171
STAU2,0.7512,0.7371,0.5643,0.5033,0.8725,0.9041,0.9540,0.9792,2.9106,2.5440,161
STC1,0.8105,0.7877,1.0697,1.4923,0.7953,0.8647,1.3585,1.0097,1.4933,1.4070,3
STC2,0.5479,0.4325,0.9730,0.8735,0.9393,0.8802,1.6614,1.3210,1.4538,1.4433,10
STEAP1,0.4786,0.4616,0.4127,0.3877,1.2935,1.1885,1.8302,1.9225,1.2486,1.4047,26
STEAP2,0.6897,0.5633,0.5548,0.5748,1.2229,1.1039,1.8792,1.9527,1.1802,1.2646,11
STEAP3,0.3593,0.3550,0.3061,0.3068,1.3114,1.2421,1.7882,1.8907,1.6703,1.6386,23
STEAP4,0.4865,0.5598,0.4391,0.3779,1.2157,1.1523,1.7165,1.7471,1.7180,1.8087,10
STIL,1.8035,1.6723,0.9132,0.8566,1.1271,1.1795,0.9590,1.0520,0.6645,0.7442,28
STIM1,0.4343,0.4599,0.4678,0.4590,1.1313,1.1264,1.7940,1.7282,1.7568,1.7511,78
STIM2,0.4687,0.4908,0.5464,0.5979,1.1420,1.0893,1.7785,1.5440,1.5353,1.5625,38
STIP1,2.8529,2.7080,1.5094,1.4959,0.5204,0.5260,0.5081,0.4657,0.4277,0.4213,628
STK10,2.3789,2.1790,0.9599,0.9522,0.7849,0.8062,0.8681,0.8996,0.7586,0.7725,71
STK11,1.5827,1.6757,1.0473,1.0417,0.9836,0.8784,1.0417,1.1131,0.9249,0.8949,11
STK11IP,0.4610,0.4560,0.5055,0.4848,0.9211,0.8682,1.9419,1.7433,1.6893,1.7071,40
STK16,0.5039,0.7230,0.4897,0.4311,1.1754,1.1503,1.5631,1.5853,1.6594,1.6364,8
STK17A,2.6485,2.4822,0.9534,0.7979,0.8058,0.8372,0.9347,0.9289,0.7443,0.6031,7
STK17B,2.2986,1.9929,1.1068,1.2200,0.8352,0.8942,0.8200,0.7003,0.9212,0.8206,2
STK19,0.4882,0.4756,0.9835,0.8909,1.3326,1.2979,1.0313,1.4919,1.2327,1.0691,3
STK24,2.3462,2.1624,1.1318,1.0885,0.7882,0.8145,0.8189,0.8451,0.6883,0.6956,41
STK25,2.2805,2.0606,0.9728,0.9085,0.8422,1.0323,0.9167,0.9894,0.7466,0.7687,12
STK3,1.7265,1.5547,1.1473,1.1799,0.9892,0.9583,0.8820,0.9052,0.8433,0.8300,25
STK32A,0.5300,0.6593,0.8850,0.7942,1.2046,1.1295,1.4406,1.3989,1.2673,1.4131,2
STK32C,2.5792,2.1392,1.3039,1.1217,0.6325,0.8129,0.6606,0.6538,0.5942,0.6728,7
STK35,0.8939,0.8692,1.2325,1.2707,1.1795,1.1503,0.8939,0.9115,1.0497,1.0590,9
STK38,2.8129,2.6545,1.1253,1.0437,0.7524,0.8003,0.7345,0.6953,0.5185,0.5558,27
STK38L,2.6019,2.3082,1.1299,1.0898,0.7410,0.7572,0.8088,0.7618,0.5289,0.6031,18
STK39,2.6835,2.4542,0.9987,0.8934,0.8781,0.8765,0.8306,0.9071,0.7753,0.8356,45
STK4,2.8307,2.5719,1.0891,1.0838,0.7604,0.7889,0.6909,0.6726,0.5531,0.5447,32
STK40,0.5309,0.4173,1.1746,1.2228,1.2886,1.3392,0.7399,0.7084,1.5248,1.7517,1
STMN1,3.2872,3.0578,1.2799,1.3151,0.5210,0.5370,0.5839,0.5105,0.5387,0.5019,88
STMN2,4.1302,3.6466,1.3920,1.4252,0.3050,0.3273,0.3068,0.2971,0.2028,0.2420,15
STMN3,1.0464,0.9753,0.6604,0.7784,1.0695,1.1574,1.1516,1.3225,1.6022,1.4189,4
STOM,0.5538,0.5206,0.4637,0.5070,0.9214,0.8967,1.9204,1.6383,1.8533,1.7558,119
STOML1,0.4439,0.5985,0.4416,0.4773,1.0333,1.1175,1.7594,1.7512,1.6531,1.8368,2
STOML2,0.3604,0.3656,0.3461,0.3441,1.4951,1.4719,2.2319,2.0714,0.7216,0.8242,271
STON2,0.6489,0.7243,1.0070,0.9935,1.1544,1.1384,1.3758,1.3003,1.1059,1.0031,19
STRA13,1.0224,1.0045,0.7326,0.8396,1.3122,1.4432,0.9453,0.9642,0.7980,0.7669,6
STRA6,0.1844,0.1977,0.3301,0.3454,1.3841,1.2451,2.0658,1.8411,1.4864,1.5090,4
STRADA,2.2082,2.3406,1.0696,1.0940,0.7369,0.7321,0.7740,0.6192,0.7795,0.9594,3
STRADB,0.7320,0.7548,0.6785,0.7607,1.2200,1.2758,1.3012,1.5445,1.0276,1.1889,5
STRAP,2.4607,2.3570,1.4137,1.3671,0.5903,0.5971,0.5629,0.5360,0.8219,0.7556,202
STRBP,0.3656,0.3678,0.5214,0.5385,1.5510,1.7247,0.8539,0.9197,2.1523,2.0708,81
STRIP1,1.7181,1.5188,1.2347,1.2156,0.8118,0.8989,0.9897,0.9905,0.8455,0.7720,33
STRIP2,1.8654,1.6317,1.2440,1.1665,0.8362,0.8470,0.9857,0.8678,0.8938,0.9022,32
STRN,1.3090,1.2377,1.2568,1.2805,0.8498,0.8585,1.0930,0.9492,1.0423,0.9448,89
STRN3,1.8047,1.7260,1.3459,1.3997,0.7097,0.7117,0.8588,0.7968,0.9064,0.8861,71
STRN4,1.6675,1.6282,1.3112,1.2683,0.8052,0.8267,0.9388,0.8550,0.8708,0.8611,40
STS,0.4604,0.4096,0.3513,0.3406,1.1847,1.1740,1.9206,1.7021,1.5205,1.4862,18
STT3A,0.3525,0.3476,0.2743,0.2693,1.2182,1.1636,2.2151,1.9588,1.6067,1.7087,228
STT3B,0.3606,0.3274,0.3315,0.3103,1.1711,1.1615,2.0443,1.8383,1.6859,1.7890,129
STUB1,1.6644,1.6315,1.2154,1.1556,0.8447,0.8308,0.9839,1.0068,0.8615,0.8620,85
STX10,0.6621,0.5894,0.5107,0.5709,1.0655,1.0959,1.5410,1.5007,1.9421,1.7414,26
STX11,0.5558,0.8045,0.6491,0.5645,1.1196,1.0461,1.5486,1.6104,1.7714,1.4116,5
STX12,0.6105,0.6253,0.5043,0.5055,0.9994,0.9381,1.5832,1.4017,2.1116,1.8753,37
STX16,0.6436,0.5739,0.4926,0.4696,0.9636,0.9387,1.7116,1.4960,2.1099,1.9517,8
STX17,0.4187,0.4223,0.4296,0.4764,1.1224,1.1329,1.7429,1.7809,1.7901,1.6044,32
STX18,0.4765,0.4277,0.3906,0.3686,1.1215,1.1150,1.8281,1.7017,1.8592,1.8597,86
STX19,0.5766,0.7706,0.3139,0.4048,1.1524,1.0676,1.5113,1.6120,2.1183,2.1528,5
STX1A,3.0149,3.1101,0.9846,0.9696,0.6210,0.5824,0.6383,0.6581,0.7769,0.7372,9
STX2,0.5071,0.4210,0.3652,0.4012,1.2446,1.2466,1.6390,1.7895,1.5375,1.5990,17
STX3,0.5293,0.4861,0.4424,0.4572,1.0479,1.0462,1.5680,1.5845,2.1064,1.9457,37
STX4,0.4820,0.5150,0.4078,0.3924,1.3249,1.2972,1.7856,1.9573,1.2917,1.4134,69
STX5,0.5474,0.6003,0.4443,0.4430,1.0342,1.0227,1.8941,1.6458,1.6777,1.6972,61
STX6,0.4377,0.3384,0.4284,0.3985,1.0654,1.0865,1.6668,1.6351,2.1725,1.9783,37
STX7,0.4911,0.5612,0.4042,0.4109,0.9632,0.9693,1.6465,1.5784,2.2474,2.0901,52
STX8,0.5035,0.5026,0.4263,0.4263,0.9825,0.9458,1.7971,1.7075,1.9851,1.9151,44
STXBP1,1.5456,1.3910,0.8755,0.8505,0.9218,1.0062,1.0928,1.1529,1.2340,1.1729,47
STXBP2,1.3775,1.2901,0.8253,0.7644,0.9393,0.9785,1.1913,1.1903,1.4167,1.3334,171
STXBP3,0.5397,0.5670,0.5638,0.5273,1.2843,1.1906,1.6479,1.7068,1.2552,1.3268,106
STXBP4,1.8224,1.9623,1.2375,1.0925,0.8618,0.9770,0.8190,0.8879,0.8302,0.8394,17
STXBP5,1.7799,1.5768,0.9225,0.8771,0.9605,1.0634,1.2011,1.2543,0.8844,0.7602,22
STYK1,0.2962,0.4597,0.5278,0.4874,1.1383,1.1343,1.5715,1.7761,1.8076,2.0377,6
STYX,1.6962,2.0053,0.9251,0.8729,0.9985,1.0361,1.0813,0.9997,0.8008,0.8892,9
SUB1,2.0239,2.0386,1.6509,1.5679,0.6457,0.6846,0.6010,0.5537,0.5708,0.5493,136
SUCLA2,0.4411,0.4132,0.9053,1.0676,1.3449,1.2368,1.8585,1.3485,0.6543,0.6297,89
SUCLG1,0.3797,0.4759,1.0852,1.3519,1.2909,1.1720,1.6824,1.2563,0.5380,0.5402,55
SUCLG2,0.3976,0.4077,1.0636,1.3353,1.3179,1.2081,1.8864,1.3194,0.5288,0.4524,239
SUCO,0.3107,0.3620,0.3540,0.3564,1.0792,1.0776,2.0468,1.8242,1.7756,1.7999,55
SUDS3,0.5350,0.4758,1.1217,1.2754,1.0102,1.0768,0.6565,0.6771,2.1189,1.8834,40
SUFU,1.9176,1.6121,1.0272,0.9538,1.0553,1.0724,0.7595,0.8265,0.7083,0.4792,7
SUGCT,0.6176,0.3963,0.9784,1.2290,1.3262,1.1382,1.5607,0.8864,0.4876,0.4936,3
SUGP1,0.5540,0.6085,1.7669,1.7816,1.0275,1.0386,0.7934,0.7391,0.8644,0.8438,47
SUGP2,0.3764,0.4810,0.4735,0.4520,1.6973,1.7988,0.9783,1.1043,1.7223,1.8514,63
SUGT1,2.2299,2.1745,1.2467,1.2100,0.7801,0.7680,0.7578,0.7666,0.6263,0.6196,115
SULT1A1,0.7246,1.1422,1.1424,0.5340,1.6318,1.5228,0.7343,1.4055,0.8950,0.7524,1
SULT1A2,2.8890,2.5555,1.1212,1.1569,0.6340,0.7328,0.9608,0.7991,0.3154,0.4079,1
SULT1C2,3.0697,3.0577,1.1569,1.0140,0.6677,0.6745,0.6393,0.6907,0.4640,0.4821,2
SULT1E1,2.5506,2.0637,1.1041,1.0354,0.8095,0.9888,0.9110,0.8339,0.6261,0.4054,1
SULT2B1,2.3638,2.5245,0.9510,0.9654,0.7513,0.8455,0.7592,0.7896,0.8091,0.8234,21
SUMF1,0.4685,0.4152,1.3589,1.5471,0.8346,0.7669,1.6825,1.1488,1.1866,0.9494,13
SUMF2,0.6972,0.6901,1.3608,1.4256,0.8027,0.7594,1.4362,1.0652,1.0939,0.9317,113
SUMO1,0.8482,0.7849,1.2445,1.4421,1.2317,1.3989,0.8658,0.8880,0.6664,0.6574,71
SUMO3,1.6887,1.4866,1.9977,2.0261,0.7130,0.7710,0.4903,0.4157,0.4271,0.4466,6
SUN1,0.4916,0.4708,0.4643,0.4484,2.0476,2.1730,1.2561,1.3665,0.7431,0.8209,111
SUN2,0.4159,0.4362,0.3861,0.4159,1.9085,2.0064,1.4333,1.4971,0.9641,1.0614,45
SUOX,0.5306,0.5557,1.5706,1.4196,1.0286,0.9101,1.2465,1.0221,0.5697,0.8626,14
SUPT16H,0.5682,0.5623,0.5362,0.5060,1.8151,1.9350,1.3999,1.3861,0.6801,0.6881,637
SUPT20H,0.3292,0.3056,0.8731,0.8584,1.0309,1.1627,0.9797,1.1036,2.1422,2.0944,20
SUPT3H,0.3151,0.3781,1.0253,1.0519,0.9285,1.0525,1.0305,1.0161,2.0412,2.1843,3
SUPT4H1,0.8821,0.8745,2.1839,2.3018,0.9731,1.0946,0.5637,0.4449,0.2775,0.3411,5
SUPT5H,0.7627,0.7654,1.6784,1.7913,1.2838,1.2493,0.6466,0.6388,0.4852,0.4773,108
SUPT6H,0.4680,0.5210,1.2011,1.3567,1.6280,1.7076,0.7371,0.7668,0.7074,0.7755,148
SUPT7L,0.6866,0.6150,0.9121,0.8905,1.0540,1.1620,1.1227,1.2307,1.5731,1.6368,8
SUPV3L1,0.5031,0.4962,0.7453,0.9039,1.3420,1.2967,1.8496,1.5163,0.7118,0.7379,77
SURF1,0.4672,0.4359,0.3625,0.3673,1.4342,1.3507,2.2030,2.0091,0.8628,0.8948,48
SURF2,1.8876,1.8796,2.2559,2.0490,0.5610,0.5300,0.3235,0.3181,0.5272,0.5148,8
SURF4,0.4393,0.4638,0.2654,0.2659,1.1426,0.9959,1.7900,1.6691,2.1676,2.1087,21
SURF6,0.4076,0.4162,0.4832,0.5107,1.7628,1.8136,0.8130,0.9353,1.7269,1.9704,70
SUSD1,0.3922,0.4419,0.6444,0.6704,1.0442,1.0589,1.8683,1.6072,1.5055,1.5359,5
SUSD2,0.5055,0.6638,0.7352,0.7846,1.0089,1.0512,1.4036,1.5628,1.3221,1.3206,6
SUSD5,0.4126,0.3554,0.4816,0.4880,1.0895,1.0743,1.6080,1.6815,1.9174,1.6290,8
SUV39H1,0.5819,0.5359,0.4789,0.5552,1.9287,2.1459,1.2267,1.1545,0.7542,0.8741,9
SUV39H2,0.4366,0.4872,0.4819,0.5191,2.3055,2.6360,1.0544,1.1917,0.4515,0.4518,4
SUV420H1,0.3796,0.3212,0.4084,0.3910,2.2247,2.4616,1.0789,1.3225,0.8482,0.7336,8
SUV420H2,0.7999,0.8233,0.6797,0.7926,1.8833,2.1028,0.9569,1.0384,0.6129,0.5934,2
SUZ12,0.4790,0.4304,0.8234,0.8436,1.5913,1.7179,0.7665,0.8660,1.5078,1.5713,36
SV2A,1.2729,0.7565,0.5087,0.5383,1.3728,1.6161,1.2524,1.1487,1.6245,1.6198,1
SWAP70,2.8358,2.5530,1.3808,1.3197,0.6339,0.6769,0.5819,0.5765,0.5217,0.5423,60
SWI5,2.1108,1.8606,1.6478,1.6359,0.6341,0.7229,0.6410,0.5858,0.5708,0.5729,2
SVIL,0.5388,0.5613,1.0878,1.1844,1.2054,1.0941,1.1569,1.1741,1.2169,1.1411,340
SVIP,0.4673,0.5133,0.4709,0.5134,1.1645,1.1411,1.7780,1.7817,1.5338,1.4543,4
SYAP1,2.1263,2.1490,0.9604,1.0355,0.7630,0.8033,1.0619,0.9311,0.6981,0.7523,118
SYBU,0.8022,0.4719,0.5066,0.3641,1.3577,1.2762,1.8998,1.7556,1.2845,0.9410,2
SYDE2,1.4321,1.4116,1.0570,1.0756,1.1176,1.2709,1.0431,1.0612,0.8526,0.8319,5
SYF2,0.4203,0.3774,0.5198,0.4856,1.6135,1.7583,0.8465,0.9577,1.8567,2.1254,24
SYK,2.4343,2.2891,1.0395,1.0485,0.8341,0.8558,0.8220,0.7787,0.6123,0.6303,35
SYMPK,0.3716,0.3750,0.8222,0.8420,1.6195,1.7376,0.8755,1.0480,1.4109,1.4511,127
SYNCRIP,0.6549,0.6528,0.6286,0.6047,1.1806,1.2533,0.8507,0.8525,2.4953,2.2940,457
SYNE1,0.6345,0.5917,0.5902,0.6150,1.7072,1.8378,1.2677,1.3350,0.7940,0.8693,232
SYNE2,0.4875,0.4756,0.4764,0.4802,1.8885,2.0521,1.2141,1.3741,0.7990,0.9031,484
SYNE3,0.3602,0.4241,0.4654,0.4364,1.9291,2.0830,1.2477,1.4539,0.7561,0.7934,31
SYNE4,0.2392,0.2101,0.3645,0.4450,2.2975,2.1790,1.1123,1.5338,0.7068,0.9583,3
SYNGR1,0.1912,0.9411,0.7056,0.8207,1.1122,1.2896,1.4578,1.3508,1.5284,1.4892,1
SYNGR2,0.7941,0.8030,0.4469,0.5330,0.9575,0.9048,1.5783,1.4711,1.8850,1.5794,35
SYNJ1,1.9365,1.8091,1.3279,1.1917,0.8232,0.8601,0.7812,0.8264,0.5981,0.5443,23
SYNJ2,1.9944,1.9021,1.0665,1.0763,0.9130,0.9896,0.9017,0.8506,0.6959,0.6318,41
SYNJ2BP,0.5828,0.5128,0.5520,0.4826,1.3431,1.3169,1.9539,1.7874,0.7755,0.8567,35
SYNPO,0.6087,0.5633,1.3253,1.7316,1.2506,1.1203,1.1496,1.1396,0.6601,0.7544,21
SYNPO2,0.5409,0.8184,1.6910,1.8481,0.8015,0.9741,1.0193,0.8736,0.8643,0.6709,2
SYNRG,1.8262,1.6632,1.1664,1.0375,0.8602,0.9174,0.9354,0.9347,0.7999,0.8311,87
SYPL1,0.9333,0.6032,0.4349,0.4812,0.8765,0.9812,1.4312,1.5187,2.1624,1.9621,16
SYS1,0.8427,0.7602,0.5002,0.4559,1.0450,1.0417,1.7857,1.5476,1.7040,1.5065,2
SYT1,0.4935,0.5614,0.5610,0.4317,1.0453,0.9993,1.5656,1.5461,1.9996,1.8090,16
SYT16,1.4158,0.8032,0.9148,1.2610,1.0479,1.3672,1.2746,0.8778,0.8482,0.8670,2
SYT17,0.7586,0.6134,0.4802,0.5388,0.9769,0.9829,1.4691,1.4097,1.9710,1.9020,9
SYT7,0.3585,0.2448,0.3070,0.2514,1.1968,1.1383,1.8476,1.9104,1.5539,1.5663,11
SYTL1,0.7214,0.8253,0.5471,0.5571,0.9662,0.9378,1.4048,1.4605,2.0738,1.8896,20
SYTL2,0.5738,0.5559,0.9730,0.9449,0.9618,0.9880,1.2068,1.2131,1.5423,1.4199,62
SYTL3,0.6328,0.5763,0.7447,0.7650,1.0653,1.0617,1.2701,1.1803,1.9695,1.9227,2
SYTL4,0.6744,0.4836,0.5371,0.5270,1.0626,1.0715,1.4040,1.3902,2.0471,1.9857,19
SYVN1,0.5177,0.3435,0.3786,0.3816,1.1234,1.0826,2.0236,1.8820,1.7024,1.6134,29
SZRD1,2.6174,2.6006,1.2553,0.9836,0.6167,0.4901,0.6004,0.5268,0.5701,0.7470,10
SZT2,1.7075,1.5801,1.1590,1.0811,0.8797,0.8746,0.9631,1.0037,1.2133,1.0766,24
TAB1,2.3023,2.2379,1.2400,1.2901,0.7568,0.8136,0.7700,0.7287,0.4831,0.4680,35
TAB2,2.1623,2.1377,1.1688,1.1459,0.9442,0.9718,0.7930,0.8341,0.4944,0.5194,17
TAB3,2.1747,1.9838,1.0563,1.0358,0.9007,0.9171,0.8774,0.7479,0.8954,0.7656,15
TACC1,0.6514,0.6593,1.1706,1.1367,0.9796,0.9852,1.3989,1.1571,1.1386,1.1042,31
TACC2,2.5958,2.3591,1.4143,1.5148,0.6035,0.6734,0.5866,0.5509,0.4586,0.4483,49
TACC3,3.1190,2.8561,1.3710,1.3056,0.5633,0.5922,0.5250,0.5089,0.4133,0.4061,93
